gene	path	status	category	score	nuclear_score	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	has_images	parse_quality	reason
FAM209A	detail/nucleoplasm/FAM209A/FAM209A-evaluation.md	scored	nucleoplasm	71.1	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM209B	detail/nucleoplasm/FAM209B/FAM209B-evaluation.md	scored	nucleoplasm	70.8	7	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM20B	detail/nucleoplasm/FAM20B/FAM20B-evaluation.md	scored	nucleoplasm	71.4	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM210A	detail/nucleoplasm/FAM210A/FAM210A-evaluation.md	scored	nucleoplasm	65.6	4	192	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM214A	detail/nucleoplasm/FAM214A/FAM214A-evaluation.md	scored	nucleoplasm	75.6	9	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM217B	detail/nucleoplasm/FAM217B/FAM217B-evaluation.md	scored	nucleoplasm	72.2	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM219A	detail/nucleoplasm/FAM219A/FAM219A-evaluation.md	scored	nucleoplasm	64.2	4	187	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM219B	detail/nucleoplasm/FAM219B/FAM219B-evaluation.md	scored	nucleoplasm	68.9	7	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM220A	detail/nucleoplasm/FAM220A/FAM220A-evaluation.md	scored	nucleoplasm	72.2	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM222B	detail/nucleoplasm/FAM222B/FAM222B-evaluation.md	scored	nucleoplasm	72.2	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM227A	detail/nucleoplasm/FAM227A/FAM227A-evaluation.md	scored	nucleoplasm	65.6	5	161	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM228A	detail/nucleoplasm/FAM228A/FAM228A-evaluation.md	scored	nucleoplasm	70.0	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM229B	detail/nucleoplasm/FAM229B/FAM229B-evaluation.md	scored	nucleoplasm	67.2	7	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM234A	detail/nucleoplasm/FAM234A/FAM234A-evaluation.md	scored	nucleoplasm	68.6	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM240C	detail/nucleoplasm/FAM240C/FAM240C-evaluation.md	scored	nucleoplasm	70.8	7	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM241B	detail/nucleoplasm/FAM241B/FAM241B-evaluation.md	scored	nucleoplasm	64.4	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM47E	detail/nucleoplasm/FAM47E/FAM47E-evaluation.md	scored	nucleoplasm	72.2	7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM50B	detail/nucleoplasm/FAM50B/FAM50B-evaluation.md	scored	nucleoplasm	76.4	8	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM53A	detail/nucleoplasm/FAM53A/FAM53A-evaluation.md	scored	nucleoplasm	72.2	7	167	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM53B	detail/nucleoplasm/FAM53B/FAM53B-evaluation.md	scored	nucleoplasm	72.2	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM78A	detail/nucleoplasm/FAM78A/FAM78A-evaluation.md	scored	nucleoplasm	68.9	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM81A	detail/nucleoplasm/FAM81A/FAM81A-evaluation.md	scored	nucleoplasm	67.5	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM89A	detail/nucleoplasm/FAM89A/FAM89A-evaluation.md	scored	nucleoplasm	61.9	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A1	detail/nucleoplasm/FAM90A1/FAM90A1-evaluation.md	scored	nucleoplasm	71.9	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A10	detail/nucleoplasm/FAM90A10/FAM90A10-evaluation.md	scored	nucleoplasm	71.7	7	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A11	detail/nucleoplasm/FAM90A11/FAM90A11-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A12	detail/nucleoplasm/FAM90A12/FAM90A12-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A13	detail/nucleoplasm/FAM90A13/FAM90A13-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A14	detail/nucleoplasm/FAM90A14/FAM90A14-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A15	detail/nucleoplasm/FAM90A15/FAM90A15-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A16	detail/nucleoplasm/FAM90A16/FAM90A16-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A17	detail/nucleoplasm/FAM90A17/FAM90A17-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A18	detail/nucleoplasm/FAM90A18/FAM90A18-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A19	detail/nucleoplasm/FAM90A19/FAM90A19-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A20	detail/nucleoplasm/FAM90A20/FAM90A20-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A22	detail/nucleoplasm/FAM90A22/FAM90A22-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A23	detail/nucleoplasm/FAM90A23/FAM90A23-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A24	detail/nucleoplasm/FAM90A24/FAM90A24-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A26	detail/nucleoplasm/FAM90A26/FAM90A26-evaluation.md	scored	nucleoplasm	71.9	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A3	detail/nucleoplasm/FAM90A3/FAM90A3-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A5	detail/nucleoplasm/FAM90A5/FAM90A5-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A7	detail/nucleoplasm/FAM90A7/FAM90A7-evaluation.md	scored	nucleoplasm	71.7	7	162	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A8	detail/nucleoplasm/FAM90A8/FAM90A8-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM90A9	detail/nucleoplasm/FAM90A9/FAM90A9-evaluation.md	scored	nucleoplasm	70.0	7	155	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM91A1	detail/nucleoplasm/FAM91A1/FAM91A1-evaluation.md	scored	nucleoplasm	70.6	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM98B	detail/nucleoplasm/FAM98B/FAM98B-evaluation.md	scored	nucleoplasm	74.2	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM98C	detail/nucleoplasm/FAM98C/FAM98C-evaluation.md	scored	nucleoplasm	74.2	7	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAM9B	detail/nucleoplasm/FAM9B/FAM9B-evaluation.md	scored	nucleoplasm	73.1	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAN1	detail/nucleoplasm/FAN1/FAN1-evaluation.md	scored	nucleoplasm	49.7	7	194	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCA	detail/nucleoplasm/FANCA/FANCA-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCB	detail/nucleoplasm/FANCB/FANCB-evaluation.md	scored	nucleoplasm	62.2	7	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCC	detail/nucleoplasm/FANCC/FANCC-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCD2	detail/nucleoplasm/FANCD2/FANCD2-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCE	detail/nucleoplasm/FANCE/FANCE-evaluation.md	scored	nucleoplasm	63.3	7	196	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCF	detail/nucleoplasm/FANCF/FANCF-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCG	detail/nucleoplasm/FANCG/FANCG-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCI	detail/nucleoplasm/FANCI/FANCI-evaluation.md	rejected	nucleoplasm		7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCL	detail/nucleoplasm/FANCL/FANCL-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANCM	detail/nucleoplasm/FANCM/FANCM-evaluation.md	rejected	nucleoplasm		7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FANK1	detail/nucleoplasm/FANK1/FANK1-evaluation.md	scored	nucleoplasm	76.9	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAR2	detail/nucleoplasm/FAR2/FAR2-evaluation.md	scored	nucleoplasm	64.7	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FARSB	detail/nucleoplasm/FARSB/FARSB-evaluation.md	scored	nucleoplasm	65.0	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FASTKD1	detail/nucleoplasm/FASTKD1/FASTKD1-evaluation.md	scored	nucleoplasm	75.8	7	193	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FASTKD3	detail/nucleoplasm/FASTKD3/FASTKD3-evaluation.md	scored	nucleoplasm	75.3	7	193	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAU	detail/nucleoplasm/FAU/FAU-evaluation.md	scored	nucleoplasm	57.8	7	197	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FAXC	detail/nucleoplasm/FAXC/FAXC-evaluation.md	scored	nucleoplasm	67.2	4	166	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBL	detail/nucleoplasm/FBL/FBL-evaluation.md	rejected	nucleoplasm		7	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBRS	detail/nucleoplasm/FBRS/FBRS-evaluation.md	scored	nucleoplasm	66.4	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBRSL1	detail/nucleoplasm/FBRSL1/FBRSL1-evaluation.md	scored	nucleoplasm	63.9	4	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL17	detail/nucleoplasm/FBXL17/FBXL17-evaluation.md	scored	nucleoplasm	73.1	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL18	detail/nucleoplasm/FBXL18/FBXL18-evaluation.md	scored	nucleoplasm	64.7	4	190	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL19	detail/nucleoplasm/FBXL19/FBXL19-evaluation.md	scored	nucleoplasm	68.6	8	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL2	detail/nucleoplasm/FBXL2/FBXL2-evaluation.md	scored	nucleoplasm	59.4	4	192	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL21P	detail/nucleoplasm/FBXL21P/FBXL21P-evaluation.md	scored	nucleoplasm	75.0	7	158	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL4	detail/nucleoplasm/FBXL4/FBXL4-evaluation.md	scored	nucleoplasm	64.8	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL5	detail/nucleoplasm/FBXL5/FBXL5-evaluation.md	scored	nucleoplasm	56.4	7	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXL6	detail/nucleoplasm/FBXL6/FBXL6-evaluation.md	scored	nucleoplasm	73.9	7	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO10	detail/nucleoplasm/FBXO10/FBXO10-evaluation.md	scored	nucleoplasm	60.8	4	192	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO11	detail/nucleoplasm/FBXO11/FBXO11-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO16	detail/nucleoplasm/FBXO16/FBXO16-evaluation.md	scored	nucleoplasm	67.2	4	190	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO2	detail/nucleoplasm/FBXO2/FBXO2-evaluation.md	scored	nucleoplasm	59.2	4	195	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO22	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	scored	nucleoplasm	62.8	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO24	detail/nucleoplasm/FBXO24/FBXO24-evaluation.md	scored	nucleoplasm	74.2	7	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO25	detail/nucleoplasm/FBXO25/FBXO25-evaluation.md	scored	nucleoplasm	68.6	7	185	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO27	detail/nucleoplasm/FBXO27/FBXO27-evaluation.md	scored	nucleoplasm	70.3	4	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO28	detail/nucleoplasm/FBXO28/FBXO28-evaluation.md	scored	nucleoplasm	70.8	8	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO3	detail/nucleoplasm/FBXO3/FBXO3-evaluation.md	scored	nucleoplasm	68.3	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO31	detail/nucleoplasm/FBXO31/FBXO31-evaluation.md	scored	nucleoplasm	55.6	4	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO32	detail/nucleoplasm/FBXO32/FBXO32-evaluation.md	rejected	nucleoplasm		7	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO33	detail/nucleoplasm/FBXO33/FBXO33-evaluation.md	scored	nucleoplasm	75.0	7	175	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO36	detail/nucleoplasm/FBXO36/FBXO36-evaluation.md	scored	nucleoplasm	75.6	7	168	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO38	detail/nucleoplasm/FBXO38/FBXO38-evaluation.md	scored	nucleoplasm	65.6	7	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO4	detail/nucleoplasm/FBXO4/FBXO4-evaluation.md	scored	nucleoplasm	66.1	4	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO41	detail/nucleoplasm/FBXO41/FBXO41-evaluation.md	scored	nucleoplasm	64.7	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO42	detail/nucleoplasm/FBXO42/FBXO42-evaluation.md	scored	nucleoplasm	72.2	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO43	detail/nucleoplasm/FBXO43/FBXO43-evaluation.md	scored	nucleoplasm	60.0	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO44	detail/nucleoplasm/FBXO44/FBXO44-evaluation.md	scored	nucleoplasm	73.3	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO45	detail/nucleoplasm/FBXO45/FBXO45-evaluation.md	scored	nucleoplasm	65.8	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO46	detail/nucleoplasm/FBXO46/FBXO46-evaluation.md	scored	nucleoplasm	65.6	4	176	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO5	detail/nucleoplasm/FBXO5/FBXO5-evaluation.md	scored	nucleoplasm	61.9	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO7	detail/nucleoplasm/FBXO7/FBXO7-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXO8	detail/nucleoplasm/FBXO8/FBXO8-evaluation.md	scored	nucleoplasm	75.3	7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXW10	detail/nucleoplasm/FBXW10/FBXW10-evaluation.md	scored	nucleoplasm	64.4	4	170	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXW10B	detail/nucleoplasm/FBXW10B/FBXW10B-evaluation.md	scored	nucleoplasm	71.7	7	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXW2	detail/nucleoplasm/FBXW2/FBXW2-evaluation.md	scored	nucleoplasm	64.7	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXW7	detail/nucleoplasm/FBXW7/FBXW7-evaluation.md	rejected	nucleoplasm		4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FBXW8	detail/nucleoplasm/FBXW8/FBXW8-evaluation.md	scored	nucleoplasm	65.0	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FCHO1	detail/nucleoplasm/FCHO1/FCHO1-evaluation.md	scored	nucleoplasm	69.4	7	182	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FCHSD1	detail/nucleoplasm/FCHSD1/FCHSD1-evaluation.md	scored	nucleoplasm	67.2	4	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FCMR	detail/nucleoplasm/FCMR/FCMR-evaluation.md	scored	nucleoplasm	73.1	7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FDXACB1	detail/nucleoplasm/FDXACB1/FDXACB1-evaluation.md	scored	nucleoplasm	68.3	4	164	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FEM1B	detail/nucleoplasm/FEM1B/FEM1B-evaluation.md	scored	nucleoplasm	70.0	7	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FEM1C	detail/nucleoplasm/FEM1C/FEM1C-evaluation.md	scored	nucleoplasm	75.3	7	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FERMT2	detail/nucleoplasm/FERMT2/FERMT2-evaluation.md	scored	nucleoplasm	63.3	7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FEZ2	detail/nucleoplasm/FEZ2/FEZ2-evaluation.md	scored	nucleoplasm	67.2	4	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FGF11	detail/nucleoplasm/FGF11/FGF11-evaluation.md	scored	nucleoplasm	57.5	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FGF14	detail/nucleoplasm/FGF14/FGF14-evaluation.md	rejected	nucleoplasm		7	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FGGY	detail/nucleoplasm/FGGY/FGGY-evaluation.md	scored	nucleoplasm	75.7	7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FHIP2B	detail/nucleoplasm/FHIP2B/FHIP2B-evaluation.md	scored	nucleoplasm	71.9	7	159	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FHL5	detail/nucleoplasm/FHL5/FHL5-evaluation.md	scored	nucleoplasm	68.3	8	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FIBP	detail/nucleoplasm/FIBP/FIBP-evaluation.md	scored	nucleoplasm	74.0	6	248	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FICD	detail/nucleoplasm/FICD/FICD-evaluation.md	scored	nucleoplasm	63.3	4	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FIGN	detail/nucleoplasm/FIGN/FIGN-evaluation.md	scored	nucleoplasm	66.7	7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FIGNL1	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	scored	nucleoplasm	79.8	9	208	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FILIP1L	detail/nucleoplasm/FILIP1L/FILIP1L-evaluation.md	scored	nucleoplasm	60.0	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FKBP14	detail/nucleoplasm/FKBP14/FKBP14-evaluation.md	scored	nucleoplasm	66.7	4	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FKBP15	detail/nucleoplasm/FKBP15/FKBP15-evaluation.md	scored	nucleoplasm	62.8	4	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FKBP3	detail/nucleoplasm/FKBP3/FKBP3-evaluation.md	scored	nucleoplasm	80.0	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FKBPL	detail/nucleoplasm/FKBPL/FKBPL-evaluation.md	scored	nucleoplasm	56.4	4	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FKTN	detail/nucleoplasm/FKTN/FKTN-evaluation.md	scored	nucleoplasm	60.3	7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FLI1	detail/nucleoplasm/FLI1/FLI1-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FLII	detail/nucleoplasm/FLII/FLII-evaluation.md	rejected	nucleoplasm		7	191	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FLYWCH2	detail/nucleoplasm/FLYWCH2/FLYWCH2-evaluation.md	scored	nucleoplasm	70.8	7	174	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FMN1	detail/nucleoplasm/FMN1/FMN1-evaluation.md	scored	nucleoplasm	59.8	7	186	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FN3KRP	detail/nucleoplasm/FN3KRP/FN3KRP-evaluation.md	scored	nucleoplasm	60.3	7	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FNBP4	detail/nucleoplasm/FNBP4/FNBP4-evaluation.md	scored	nucleoplasm	67.8	8	177	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FNDC11	detail/nucleoplasm/FNDC11/FNDC11-evaluation.md	scored	nucleoplasm	68.3	4	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FNDC3A	detail/nucleoplasm/FNDC3A/FNDC3A-evaluation.md	scored	nucleoplasm	66.7	4	183	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOS	detail/nucleoplasm/FOS/FOS-evaluation.md	rejected	nucleoplasm		7	184	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOSB	detail/nucleoplasm/FOSB/FOSB-evaluation.md	rejected	nucleoplasm		7	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOSL1	detail/nucleoplasm/FOSL1/FOSL1-evaluation.md	rejected	nucleoplasm		9	180	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOSL2	detail/nucleoplasm/FOSL2/FOSL2-evaluation.md	rejected	nucleoplasm		9	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXA1	detail/nucleoplasm/FOXA1/FOXA1-evaluation.md	rejected	nucleoplasm		9	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXA2	detail/nucleoplasm/FOXA2/FOXA2-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXA3	detail/nucleoplasm/FOXA3/FOXA3-evaluation.md	rejected	nucleoplasm		7	179	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXB1	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	scored	nucleoplasm	72.4	7	190	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXC1	detail/nucleoplasm/FOXC1/FOXC1-evaluation.md	rejected	nucleoplasm		7	181	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXD1	detail/nucleoplasm/FOXD1/FOXD1-evaluation.md	rejected	nucleoplasm		8	169	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXD3	detail/nucleoplasm/FOXD3/FOXD3-evaluation.md	scored	nucleoplasm	74.4	8	172	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXD4	detail/nucleoplasm/FOXD4/FOXD4-evaluation.md	scored	nucleoplasm	71.1	9	178	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXD4L1	detail/nucleoplasm/FOXD4L1/FOXD4L1-evaluation.md	scored	nucleoplasm	76.7	9	173	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXD4L3	detail/nucleoplasm/FOXD4L3/FOXD4L3-evaluation.md	scored	nucleoplasm	76.7	9	171	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
FOXD4L4	detail/nucleoplasm/FOXD4L4/FOXD4L4-evaluation.md	scored	nucleoplasm	76.7	9	159	True	True	True	True	True	True	True	False	False	GOOD	ok_or_rejected_without_score
