gene	report_path	remaining_if_gap	remaining_pae_gap
GJB5	detail/rejected/GJB5/GJB5-evaluation.md	True	False
GJC3	detail/rejected/GJC3/GJC3-evaluation.md	True	False
GJD2	detail/rejected/GJD2/GJD2-evaluation.md	True	False
GJD3	detail/rejected/GJD3/GJD3-evaluation.md	True	False
GJD4	detail/rejected/GJD4/GJD4-evaluation.md	True	False
GJE1	detail/rejected/GJE1/GJE1-evaluation.md	True	False
GLB1L	detail/rejected/GLB1L/GLB1L-evaluation.md	True	False
GLB1L3	detail/rejected/GLB1L3/GLB1L3-evaluation.md	True	False
GLCE	detail/rejected/GLCE/GLCE-evaluation.md	True	False
GLRB	detail/rejected/GLRB/GLRB-evaluation.md	True	False
GLS2	detail/rejected/GLS2/GLS2-evaluation.md	True	False
GLT1D1	detail/rejected/GLT1D1/GLT1D1-evaluation.md	True	False
GLYAT	detail/rejected/GLYAT/GLYAT-evaluation.md	True	False
GLYATL3	detail/rejected/GLYATL3/GLYATL3-evaluation.md	True	False
GMDS	detail/rejected/GMDS/GMDS-evaluation.md	True	False
GMPPB	detail/rejected/GMPPB/GMPPB-evaluation.md	True	False
GMPR	detail/rejected/GMPR/GMPR-evaluation.md	True	False
GNA11	detail/rejected/GNA11/GNA11-evaluation.md	True	False
GNA14	detail/rejected/GNA14/GNA14-evaluation.md	True	False
GNA15	detail/rejected/GNA15/GNA15-evaluation.md	True	False
GNAO1	detail/rejected/GNAO1/GNAO1-evaluation.md	True	False
GNG10	detail/rejected/GNG10/GNG10-evaluation.md	True	False
GNG11	detail/rejected/GNG11/GNG11-evaluation.md	True	False
GNG13	detail/rejected/GNG13/GNG13-evaluation.md	True	False
GNG2	detail/rejected/GNG2/GNG2-evaluation.md	True	False
GNG3	detail/rejected/GNG3/GNG3-evaluation.md	True	False
GNG4	detail/rejected/GNG4/GNG4-evaluation.md	True	False
GNG5	detail/rejected/GNG5/GNG5-evaluation.md	True	False
GNG7	detail/rejected/GNG7/GNG7-evaluation.md	True	False
GNG8	detail/rejected/GNG8/GNG8-evaluation.md	True	False
GNGT1	detail/rejected/GNGT1/GNGT1-evaluation.md	True	False
GNGT2	detail/rejected/GNGT2/GNGT2-evaluation.md	True	False
GNL1	detail/rejected/GNL1/GNL1-evaluation.md	False	True
GNLY	detail/rejected/GNLY/GNLY-evaluation.md	True	False
GNPDA1	detail/rejected/GNPDA1/GNPDA1-evaluation.md	True	False
GNPNAT1	detail/rejected/GNPNAT1/GNPNAT1-evaluation.md	True	False
GNRH1	detail/rejected/GNRH1/GNRH1-evaluation.md	True	False
GNRHR	detail/rejected/GNRHR/GNRHR-evaluation.md	True	False
GNS	detail/rejected/GNS/GNS-evaluation.md	True	False
GOLGA7	detail/rejected/GOLGA7/GOLGA7-evaluation.md	True	False
GOLGA7B	detail/rejected/GOLGA7B/GOLGA7B-evaluation.md	True	False
GOLGA8F	detail/rejected/GOLGA8F/GOLGA8F-evaluation.md	True	False
GOLGA8G	detail/rejected/GOLGA8G/GOLGA8G-evaluation.md	True	False
GOLGA8H	detail/rejected/GOLGA8H/GOLGA8H-evaluation.md	True	False
GOLGA8J	detail/rejected/GOLGA8J/GOLGA8J-evaluation.md	True	False
GOLGA8K	detail/rejected/GOLGA8K/GOLGA8K-evaluation.md	True	False
GOLGA8M	detail/rejected/GOLGA8M/GOLGA8M-evaluation.md	True	False
GOLGA8N	detail/rejected/GOLGA8N/GOLGA8N-evaluation.md	True	False
GOLGA8O	detail/rejected/GOLGA8O/GOLGA8O-evaluation.md	True	False
GOLGA8Q	detail/rejected/GOLGA8Q/GOLGA8Q-evaluation.md	True	False
GOLGA8R	detail/rejected/GOLGA8R/GOLGA8R-evaluation.md	True	False
GOLGA8S	detail/rejected/GOLGA8S/GOLGA8S-evaluation.md	True	False
GOSR1	detail/rejected/GOSR1/GOSR1-evaluation.md	True	False
GOT1L1	detail/rejected/GOT1L1/GOT1L1-evaluation.md	True	False
GOT2	detail/rejected/GOT2/GOT2-evaluation.md	True	False
GP1BA	detail/rejected/GP1BA/GP1BA-evaluation.md	True	False
GP1BB	detail/rejected/GP1BB/GP1BB-evaluation.md	True	False
GP2	detail/rejected/GP2/GP2-evaluation.md	True	False
GP6	detail/rejected/GP6/GP6-evaluation.md	True	False
GPA33	detail/rejected/GPA33/GPA33-evaluation.md	True	False
GPAT2	detail/rejected/GPAT2/GPAT2-evaluation.md	False	True
GPAT3	detail/rejected/GPAT3/GPAT3-evaluation.md	True	False
GPAT4	detail/rejected/GPAT4/GPAT4-evaluation.md	True	False
GPBAR1	detail/rejected/GPBAR1/GPBAR1-evaluation.md	True	False
GPC2	detail/rejected/GPC2/GPC2-evaluation.md	True	False
GPC3	detail/rejected/GPC3/GPC3-evaluation.md	True	False
GPD1	detail/rejected/GPD1/GPD1-evaluation.md	True	False
GPD1L	detail/rejected/GPD1L/GPD1L-evaluation.md	True	False
GPLD1	detail/rejected/GPLD1/GPLD1-evaluation.md	True	False
GPM6A	detail/rejected/GPM6A/GPM6A-evaluation.md	True	False
GPM6B	detail/rejected/GPM6B/GPM6B-evaluation.md	True	False
GPN2	detail/rejected/GPN2/GPN2-evaluation.md	True	False
GPNMB	detail/rejected/GPNMB/GPNMB-evaluation.md	True	False
GPR137B	detail/rejected/GPR137B/GPR137B-evaluation.md	True	False
GPR146	detail/rejected/GPR146/GPR146-evaluation.md	True	False
GPR15	detail/rejected/GPR15/GPR15-evaluation.md	True	False
GPR153	detail/rejected/GPR153/GPR153-evaluation.md	True	False
GPR155	detail/rejected/GPR155/GPR155-evaluation.md	True	False
GPR176	detail/rejected/GPR176/GPR176-evaluation.md	True	False
GPR179	detail/rejected/GPR179/GPR179-evaluation.md	True	False
GPR182	detail/rejected/GPR182/GPR182-evaluation.md	True	False
GPR19	detail/rejected/GPR19/GPR19-evaluation.md	True	False
GPR21	detail/rejected/GPR21/GPR21-evaluation.md	True	False
GPR22	detail/rejected/GPR22/GPR22-evaluation.md	True	False
GPR25	detail/rejected/GPR25/GPR25-evaluation.md	True	False
GPR26	detail/rejected/GPR26/GPR26-evaluation.md	True	False
GPR3	detail/rejected/GPR3/GPR3-evaluation.md	True	False
GPR31	detail/rejected/GPR31/GPR31-evaluation.md	True	False
GPR32	detail/rejected/GPR32/GPR32-evaluation.md	True	False
GPR33	detail/rejected/GPR33/GPR33-evaluation.md	True	False
GPR35	detail/rejected/GPR35/GPR35-evaluation.md	True	False
GPR39	detail/rejected/GPR39/GPR39-evaluation.md	True	False
GPR4	detail/rejected/GPR4/GPR4-evaluation.md	True	False
GPR42	detail/rejected/GPR42/GPR42-evaluation.md	True	False
GPR45	detail/rejected/GPR45/GPR45-evaluation.md	True	False
GPR52	detail/rejected/GPR52/GPR52-evaluation.md	True	False
GPR55	detail/rejected/GPR55/GPR55-evaluation.md	True	False
GPR6	detail/rejected/GPR6/GPR6-evaluation.md	True	False
GPR61	detail/rejected/GPR61/GPR61-evaluation.md	True	False
GPR62	detail/rejected/GPR62/GPR62-evaluation.md	True	False
GPR68	detail/rejected/GPR68/GPR68-evaluation.md	True	False
GPR78	detail/rejected/GPR78/GPR78-evaluation.md	True	False
GPR82	detail/rejected/GPR82/GPR82-evaluation.md	True	False
GPR83	detail/rejected/GPR83/GPR83-evaluation.md	True	False
GPR84	detail/rejected/GPR84/GPR84-evaluation.md	True	False
GPR85	detail/rejected/GPR85/GPR85-evaluation.md	True	False
GPRC5D	detail/rejected/GPRC5D/GPRC5D-evaluation.md	True	False
GPRC6A	detail/rejected/GPRC6A/GPRC6A-evaluation.md	True	False
GPX3	detail/rejected/GPX3/GPX3-evaluation.md	True	True
GSX2	detail/rejected/GSX2/GSX2-evaluation.md	True	True
Gm52993	detail/rejected/Gm52993/Gm52993-evaluation.md	True	True
Hsf3	detail/rejected/Hsf3/Hsf3-evaluation.md	True	True
Ifi204	detail/rejected/Ifi204/Ifi204-evaluation.md	True	True
Ifi211	detail/rejected/Ifi211/Ifi211-evaluation.md	True	True
Ifi214	detail/rejected/Ifi214/Ifi214-evaluation.md	True	True
Ifi27l2a	detail/rejected/Ifi27l2a/Ifi27l2a-evaluation.md	True	True
Iigp1	detail/rejected/Iigp1/Iigp1-evaluation.md	True	True
Isoc2a	detail/rejected/Isoc2a/Isoc2a-evaluation.md	True	True
Isoc2b	detail/rejected/Isoc2b/Isoc2b-evaluation.md	True	True
KLF10	detail/rejected/KLF10/KLF10-evaluation.md	True	False
KLF14	detail/rejected/KLF14/KLF14-evaluation.md	True	False
KLHL42	detail/rejected/KLHL42/KLHL42-evaluation.md	True	False
MAGEL2	detail/rejected/MAGEL2/MAGEL2-evaluation.md	True	False
MAPDA	detail/rejected/MAPDA/MAPDA-evaluation.md	True	False
MRO	detail/rejected/MRO/MRO-evaluation.md	True	False
MTCL3	detail/rejected/MTCL3/MTCL3-evaluation.md	True	True
MX2	detail/rejected/MX2/MX2-evaluation.md	True	False
Mfap1a	detail/rejected/Mfap1a/Mfap1a-evaluation.md	True	True
Mfap1b	detail/rejected/Mfap1b/Mfap1b-evaluation.md	True	True
Mndal	detail/rejected/Mndal/Mndal-evaluation.md	True	True
Mycs	detail/rejected/Mycs/Mycs-evaluation.md	True	True
N4BP3	detail/rejected/N4BP3/N4BP3-evaluation.md	False	True
NAA30	detail/rejected/NAA30/NAA30-evaluation.md	True	True
NABP1	detail/rejected/NABP1/NABP1-evaluation.md	False	True
NADSYN1	detail/rejected/NADSYN1/NADSYN1-evaluation.md	False	True
NANOGNB	detail/rejected/NANOGNB/NANOGNB-evaluation.md	True	False
NBPF4	detail/rejected/NBPF4/NBPF4-evaluation.md	False	True
NDE1	detail/rejected/NDE1/NDE1-evaluation.md	True	False
NDEL1	detail/rejected/NDEL1/NDEL1-evaluation.md	True	False
NEUROD2	detail/rejected/NEUROD2/NEUROD2-evaluation.md	True	False
NFS1	detail/rejected/NFS1/NFS1-evaluation.md	True	False
NHSL3	detail/rejected/NHSL3/NHSL3-evaluation.md	True	False
NOBOX	detail/rejected/NOBOX/NOBOX-evaluation.md	True	False
NUTM1	detail/rejected/NUTM1/NUTM1-evaluation.md	True	False
Nat8f3	detail/rejected/Nat8f3/Nat8f3-evaluation.md	True	True
OLIG1	detail/rejected/OLIG1/OLIG1-evaluation.md	True	False
OSR1	detail/rejected/OSR1/OSR1-evaluation.md	True	False
Obox6	detail/rejected/Obox6/Obox6-evaluation.md	True	True
Obox7	detail/rejected/Obox7/Obox7-evaluation.md	True	True
Obox8	detail/rejected/Obox8/Obox8-evaluation.md	True	True
Oog1	detail/rejected/Oog1/Oog1-evaluation.md	True	True
PADI4	detail/rejected/PADI4/PADI4-evaluation.md	True	False
PAX1	detail/rejected/PAX1/PAX1-evaluation.md	True	False
PAX4	detail/rejected/PAX4/PAX4-evaluation.md	True	False
PITX3	detail/rejected/PITX3/PITX3-evaluation.md	True	False
POFUT4	detail/rejected/POFUT4/POFUT4-evaluation.md	True	False
POU4F1	detail/rejected/POU4F1/POU4F1-evaluation.md	True	False
POU4F2	detail/rejected/POU4F2/POU4F2-evaluation.md	True	False
PRM2	detail/rejected/PRM2/PRM2-evaluation.md	True	False
PROP1	detail/rejected/PROP1/PROP1-evaluation.md	True	False
PRR23E	detail/rejected/PRR23E/PRR23E-evaluation.md	True	False
PURA	detail/rejected/PURA/PURA-evaluation.md	True	False
Phf11a	detail/rejected/Phf11a/Phf11a-evaluation.md	True	True
QTGAL	detail/rejected/QTGAL/QTGAL-evaluation.md	True	False
RAX	detail/rejected/RAX/RAX-evaluation.md	True	False
RD3	detail/rejected/RD3/RD3-evaluation.md	True	False
REC114	detail/rejected/REC114/REC114-evaluation.md	True	False
REDIC1	detail/rejected/REDIC1/REDIC1-evaluation.md	True	False
Rasl2-9	detail/rejected/Rasl2-9/Rasl2-9-evaluation.md	True	True
SACK1G	detail/rejected/SACK1G/SACK1G-evaluation.md	True	True
SHOX2	detail/rejected/SHOX2/SHOX2-evaluation.md	True	False
SIRAL1	detail/rejected/SIRAL1/SIRAL1-evaluation.md	True	True
SKA2	detail/rejected/SKA2/SKA2-evaluation.md	True	False
SPAG4	detail/rejected/SPAG4/SPAG4-evaluation.md	True	False
SPATA22	detail/rejected/SPATA22/SPATA22-evaluation.md	True	False
SPEG	detail/rejected/SPEG/SPEG-evaluation.md	True	False
SPIC	detail/rejected/SPIC/SPIC-evaluation.md	True	False
SPOUT1	detail/rejected/SPOUT1/SPOUT1-evaluation.md	True	False
Selenbp2	detail/rejected/Selenbp2/Selenbp2-evaluation.md	True	True
Serpina3g	detail/rejected/Serpina3g/Serpina3g-evaluation.md	True	True
Sgo2a	detail/rejected/Sgo2a/Sgo2a-evaluation.md	True	True
Slfn1	detail/rejected/Slfn1/Slfn1-evaluation.md	True	True
Sox19	detail/rejected/Sox19/Sox19-evaluation.md	True	True
Spdye4a	detail/rejected/Spdye4a/Spdye4a-evaluation.md	True	True
Spin2c	detail/rejected/Spin2c/Spin2c-evaluation.md	True	True
Ssxa1	detail/rejected/Ssxa1/Ssxa1-evaluation.md	True	True
TAGLN	detail/rejected/TAGLN/TAGLN-evaluation.md	True	False
TBATA	detail/rejected/TBATA/TBATA-evaluation.md	True	False
TBR1	detail/rejected/TBR1/TBR1-evaluation.md	True	False
TEX11	detail/rejected/TEX11/TEX11-evaluation.md	True	False
TGIF2LY	detail/rejected/TGIF2LY/TGIF2LY-evaluation.md	True	False
TLX1	detail/rejected/TLX1/TLX1-evaluation.md	True	False
TMA7B	detail/rejected/TMA7B/TMA7B-evaluation.md	True	False
TNKS2	detail/rejected/TNKS2/TNKS2-evaluation.md	True	False
TNMD	detail/rejected/TNMD/TNMD-evaluation.md	True	False
TNP2	detail/rejected/TNP2/TNP2-evaluation.md	True	False
TP53INP2	detail/rejected/TP53INP2/TP53INP2-evaluation.md	True	False
TPRX2	detail/rejected/TPRX2/TPRX2-evaluation.md	True	False
TRIM37	detail/rejected/TRIM37/TRIM37-evaluation.md	True	False
TTN	detail/rejected/TTN/TTN-evaluation.md	True	False
Tex19.1	detail/rejected/Tex19.1/Tex19.1-evaluation.md	True	True
Tex19.2	detail/rejected/Tex19.2/Tex19.2-evaluation.md	True	True
Tex24	detail/rejected/Tex24/Tex24-evaluation.md	True	True
Trap1a	detail/rejected/Trap1a/Trap1a-evaluation.md	True	True
Trim30a	detail/rejected/Trim30a/Trim30a-evaluation.md	True	True
UVRAG	detail/rejected/UVRAG/UVRAG-evaluation.md	True	False
VBP1	detail/rejected/VBP1/VBP1-evaluation.md	False	True
VCF1	detail/rejected/VCF1/VCF1-evaluation.md	True	False
VOPP1	detail/rejected/VOPP1/VOPP1-evaluation.md	True	False
WDR43	detail/rejected/WDR43/WDR43-evaluation.md	True	False
WWP2	detail/rejected/WWP2/WWP2-evaluation.md	True	False
Xlr5c	detail/rejected/Xlr5c/Xlr5c-evaluation.md	True	True
YBX2	detail/rejected/YBX2/YBX2-evaluation.md	True	False
ZMPSTE24	detail/rejected/ZMPSTE24/ZMPSTE24-evaluation.md	True	False
ZWILCH	detail/rejected/ZWILCH/ZWILCH-evaluation.md	True	False
Zng1	detail/rejected/Zng1/Zng1-evaluation.md	False	True
merged_symbol	detail/rejected/merged_symbol/merged_symbol-evaluation.md	True	True
