gene	in_centrosome_seed	in_main_atlas	main_status	main_category	main_score	main_report_path	main_docs_report_path	centrosome_action	reason
KIAA0753	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIF19	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIF1A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIF20B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIF2A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIF2C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIF5B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIF6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIFC1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KIRREL2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KLC3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KLHL12	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KLHL21	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KLHL30	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KLHL35	TRUE	TRUE	scored	nucleolus	59.2	detail/nucleolus/KLHL35/KLHL35-evaluation.md	reports/KLHL35.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
KLHL4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KLHL6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KMT5B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
KNSTRN	TRUE	TRUE	scored	chromatin	72.2	detail/chromatin/KNSTRN/KNSTRN-evaluation.md	reports/KNSTRN.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
KXD1	TRUE	TRUE	scored	nucleolus	66.4	detail/nucleolus/KXD1/KXD1-evaluation.md	reports/KXD1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LAMP5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LAS1L	TRUE	TRUE	scored	nucleolus	73.1	detail/nucleolus/LAS1L/LAS1L-evaluation.md	reports/LAS1L.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LATS2	TRUE	TRUE	scored	nucleoplasm	43.6	detail/nucleoplasm/LATS2/LATS2-evaluation.md	reports/LATS2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LCA5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LEO1	TRUE	TRUE	scored	nucleolus	56.4	detail/nucleolus/LEO1/LEO1-evaluation.md	reports/LEO1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LEPROT	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LGI2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LGR4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LGR5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LHCGR	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LINC02203	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LMF2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LMNTD1	TRUE	TRUE	scored	nuclear-envelope	72.2	detail/nuclear-envelope/LMNTD1/LMNTD1-evaluation.md	reports/LMNTD1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LMTK2	TRUE	TRUE	scored	nuclear-speckle	58.3	detail/nuclear-speckle/LMTK2/LMTK2-evaluation.md	reports/LMTK2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LONRF1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LRIF1	TRUE	TRUE	scored	nucleoplasm	73.3	detail/nucleoplasm/LRIF1/LRIF1-evaluation.md	reports/LRIF1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LRRC45	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LRRC7	TRUE	TRUE	rejected	rejected	None	detail/rejected/LRRC7/LRRC7-evaluation.md	reports/LRRC7.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LRRCC1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LRRN1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LTB	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LUZP1	TRUE	TRUE	scored	chromatin	58.9	detail/chromatin/LUZP1/LUZP1-evaluation.md	reports/LUZP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LY9	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
LYST	TRUE	TRUE	scored	nucleoplasm	32.2	detail/nucleoplasm/LYST/LYST-evaluation.md	reports/LYST.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
LZTR1	TRUE	TRUE	rejected	rejected	None	detail/rejected/LZTR1/LZTR1-evaluation.md	reports/LZTR1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MAGEB16	TRUE	TRUE	scored	nucleoplasm	68.6	detail/nucleoplasm/MAGEB16/MAGEB16-evaluation.md	reports/MAGEB16.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MAL	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MAMLD1	TRUE	TRUE	scored	nucleoplasm	54.6	detail/nucleoplasm/MAMLD1/MAMLD1-evaluation.md	reports/MAMLD1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MAP3K11	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MAP3K13	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MAP4K3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MAP7D3	TRUE	TRUE	scored	nucleoplasm	64.4	detail/nucleoplasm/MAP7D3/MAP7D3-evaluation.md	reports/MAP7D3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MAP9	TRUE	TRUE	scored	nuclear-speckle	60	detail/nuclear-speckle/MAP9/MAP9-evaluation.md	reports/MAP9.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MAPK8IP3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MAPKAPK2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MAPRE1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MATK	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MCF2L2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MDH1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MDM1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MDM2	TRUE	TRUE	scored	nucleoplasm	45.3	detail/nucleoplasm/MDM2/MDM2-evaluation.md	reports/MDM2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MFAP1	TRUE	TRUE	scored	nucleolus	81.4	detail/nucleolus/MFAP1/MFAP1-evaluation.md	reports/MFAP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MGAT4C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MIB1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MICALL1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MID1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MKKS	TRUE	TRUE	scored	nucleoplasm	36.7	detail/nucleoplasm/MKKS/MKKS-evaluation.md	reports/MKKS.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MLF1	TRUE	TRUE	scored	nucleoplasm	50.8	detail/nucleoplasm/MLF1/MLF1-evaluation.md	reports/MLF1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MME	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MPDZ	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MPHOSPH9	TRUE	TRUE	scored	nucleoplasm	64.4	detail/nucleoplasm/MPHOSPH9/MPHOSPH9-evaluation.md	reports/MPHOSPH9.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
MPP1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MT-ND4L	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MTHFR	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MTMR11	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MTMR9	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MYO18B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MYO5A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MYOF	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MZT2A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
MZT2B	TRUE	TRUE	scored	nucleoplasm	71.4	detail/nucleoplasm/MZT2B/MZT2B-evaluation.md	reports/MZT2B.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
N4BP3	TRUE	TRUE	rejected	rejected	None	detail/rejected/N4BP3/N4BP3-evaluation.md	reports/N4BP3.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
N6AMT1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NAA11	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NAA40	TRUE	TRUE	scored	nucleoplasm	73.9	detail/nucleoplasm/NAA40/NAA40-evaluation.md	reports/NAA40.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NAE1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NCAPD2	TRUE	TRUE	scored	chromatin	69.4	detail/chromatin/NCAPD2/NCAPD2-evaluation.md	reports/NCAPD2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NDC80	TRUE	TRUE	rejected	rejected	None	detail/rejected/NDC80/NDC80-evaluation.md	reports/NDC80.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NDRG2	TRUE	TRUE	scored	nucleoplasm	51.7	detail/nucleoplasm/NDRG2/NDRG2-evaluation.md	reports/NDRG2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NEDD1	TRUE	TRUE	scored	nucleolus	61.4	detail/nucleolus/NEDD1/NEDD1-evaluation.md	reports/NEDD1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NEFH	TRUE	TRUE	rejected	rejected	None	detail/rejected/NEFH/NEFH-evaluation.md	reports/NEFH.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NEK1	TRUE	TRUE	scored	nucleoplasm	41.9	detail/nucleoplasm/NEK1/NEK1-evaluation.md	reports/NEK1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NEK2	TRUE	TRUE	rejected	rejected	None	detail/rejected/NEK2/NEK2-evaluation.md	reports/NEK2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NEK6	TRUE	TRUE	scored	nucleoplasm	47.5	detail/nucleoplasm/NEK6/NEK6-evaluation.md	reports/NEK6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NEUROD4	TRUE	TRUE	scored	nucleoplasm	65.6	detail/nucleoplasm/NEUROD4/NEUROD4-evaluation.md	reports/NEUROD4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NFE2L2	TRUE	TRUE	scored	nucleoplasm	45.3	detail/nucleoplasm/NFE2L2/NFE2L2-evaluation.md	reports/NFE2L2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NIN	TRUE	TRUE	rejected	rejected	None	detail/rejected/NIN/NIN-evaluation.md	reports/NIN.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NIT2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NLRC3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NLRC5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NME9	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NMRK1	TRUE	TRUE	scored	nucleoplasm	73.3	detail/nucleoplasm/NMRK1/NMRK1-evaluation.md	reports/NMRK1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NPTX2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NR0B1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NR6A1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NUBP1	TRUE	TRUE	scored	nucleoplasm	76.9	detail/nucleoplasm/NUBP1/NUBP1-evaluation.md	reports/NUBP1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
NUDT21	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NUDT5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
NUP107	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
OAS2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
OAZ1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
OBSL1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
OCRL	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ODAD4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
ODF2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
OR4M2-OT1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
OR4N4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
OR4N4C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PACSIN2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PAFAH1B1	TRUE	TRUE	rejected	rejected	None	detail/rejected/PAFAH1B1/PAFAH1B1-evaluation.md	reports/PAFAH1B1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PAOX	TRUE	TRUE	scored	nucleoplasm	64.7	detail/nucleoplasm/PAOX/PAOX-evaluation.md	reports/PAOX.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PATJ	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PCDH9	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PCDHB15	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PCLAF	TRUE	TRUE	scored	nucleoplasm	66.4	detail/nucleoplasm/PCLAF/PCLAF-evaluation.md	reports/PCLAF.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PCM1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PCNT	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PDCD6IP	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PDCL2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PDE11A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PDE4C	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PDIA6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PEAR1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PELI1	TRUE	TRUE	scored	nucleoplasm	55	detail/nucleoplasm/PELI1/PELI1-evaluation.md	reports/PELI1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PELI2	TRUE	TRUE	scored	nucleolus	74.3	detail/nucleolus/PELI2/PELI2-evaluation.md	reports/PELI2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PGBD4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PHLPP2	TRUE	TRUE	rejected	rejected	None	detail/rejected/PHLPP2/PHLPP2-evaluation.md	reports/PHLPP2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PIAS4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PIBF1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PIK3C2G	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PIK3R5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PINLYP	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PKN2	TRUE	TRUE	scored	nucleoplasm	49.2	detail/nucleoplasm/PKN2/PKN2-evaluation.md	reports/PKN2.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PLAG1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLCB4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLEKHA4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLEKHG6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLEKHG7	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLEKHH1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLEKHS1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLK4	TRUE	TRUE	scored	nucleoplasm	44.2	detail/nucleoplasm/PLK4/PLK4-evaluation.md	reports/PLK4.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PLVAP	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PLXNA1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PNMA5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PNPLA7	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PODXL	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
POFUT1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
POLD4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
POLR3H	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PPARA	TRUE	TRUE	scored	nucleoplasm	57.8	detail/nucleoplasm/PPARA/PPARA-evaluation.md	reports/PPARA.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PPP4R3B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PRICKLE4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PRKAR2A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PRKAR2B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PRKCQ	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PRPF6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PRR32	TRUE	TRUE	scored	nuclear-speckle	65.3	detail/nuclear-speckle/PRR32/PRR32-evaluation.md	reports/PRR32.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PSMA1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PSMB5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PSMD2	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PSMD5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PTPN20	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PTPN23	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PURG	TRUE	TRUE	scored	nucleoplasm	74.2	detail/nucleoplasm/PURG/PURG-evaluation.md	reports/PURG.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
PXK	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
PXN	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
QRSL1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB11A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB11B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB11FIP3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB11FIP5	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB15	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB23	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB26	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB34	TRUE	TRUE	scored	nucleolus	61.1	detail/nucleolus/RAB34/RAB34-evaluation.md	reports/RAB34.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RAB3A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB3IL1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAB3IP	TRUE	TRUE	scored	nucleoplasm	74.4	detail/nucleoplasm/RAB3IP/RAB3IP-evaluation.md	reports/RAB3IP.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RAB8A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RABL2A	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RABL2B	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RABL6	TRUE	TRUE	scored	nucleoplasm	72.2	detail/nucleoplasm/RABL6/RABL6-evaluation.md	reports/RABL6.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RAPGEF6	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RAPSN	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RASSF7	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RBM39	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RFPL4A	TRUE	TRUE	scored	nucleoplasm	77.2	detail/nucleoplasm/RFPL4A/RFPL4A-evaluation.md	reports/RFPL4A.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RFPL4AL1	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RGL4	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
RHEBL1	TRUE	TRUE	scored	nucleoplasm	63.9	detail/nucleoplasm/RHEBL1/RHEBL1-evaluation.md	reports/RHEBL1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RILPL1	TRUE	TRUE	scored	nucleoplasm	35	detail/nucleoplasm/RILPL1/RILPL1-evaluation.md	reports/RILPL1.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RIMKLB	TRUE	TRUE	scored	nucleoplasm	68.6	detail/nucleoplasm/RIMKLB/RIMKLB-evaluation.md	reports/RIMKLB.html	EVALUATE_INDEPENDENTLY	Gene in main atlas; will generate independent centrosome evaluation with also_in_main_atlas=True
RIOK3	TRUE	FALSE						EVALUATE_NEW	Gene not in main atlas; centrosome-only evaluation
