gene	path	lines	is_chinese	has_hpa	has_pubmed	has_structure	has_ppi	has_te_module	has_nuclear_reject	has_ppi_pending	has_hpa_url	has_if_embed	has_pae_explained	qa_pass	reason
MAP9	centrosome/detail/MAP9/MAP9-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MAPK8IP3	centrosome/detail/MAPK8IP3/MAPK8IP3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MAPKAPK2	centrosome/detail/MAPKAPK2/MAPKAPK2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MAPRE1	centrosome/detail/MAPRE1/MAPRE1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MATK	centrosome/detail/MATK/MATK-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MCF2L2	centrosome/detail/MCF2L2/MCF2L2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MDH1	centrosome/detail/MDH1/MDH1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MDM1	centrosome/detail/MDM1/MDM1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MDM2	centrosome/detail/MDM2/MDM2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MFAP1	centrosome/detail/MFAP1/MFAP1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MGAT4C	centrosome/detail/MGAT4C/MGAT4C-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MIB1	centrosome/detail/MIB1/MIB1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MICALL1	centrosome/detail/MICALL1/MICALL1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MID1	centrosome/detail/MID1/MID1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MKKS	centrosome/detail/MKKS/MKKS-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MLF1	centrosome/detail/MLF1/MLF1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MME	centrosome/detail/MME/MME-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MPDZ	centrosome/detail/MPDZ/MPDZ-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MPHOSPH9	centrosome/detail/MPHOSPH9/MPHOSPH9-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MPP1	centrosome/detail/MPP1/MPP1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MT-ND4L	centrosome/detail/MT-ND4L/MT-ND4L-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MTHFR	centrosome/detail/MTHFR/MTHFR-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MTMR11	centrosome/detail/MTMR11/MTMR11-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MTMR9	centrosome/detail/MTMR9/MTMR9-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MYO18B	centrosome/detail/MYO18B/MYO18B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MYO5A	centrosome/detail/MYO5A/MYO5A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MYOF	centrosome/detail/MYOF/MYOF-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
MZT2A	centrosome/detail/MZT2A/MZT2A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
MZT2B	centrosome/detail/MZT2B/MZT2B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
N4BP3	centrosome/detail/N4BP3/N4BP3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
N6AMT1	centrosome/detail/N6AMT1/N6AMT1-centrosome-evaluation.md	93	True	True	True	True	True	False	False	False	False	False	True	True	PASS
NAA11	centrosome/detail/NAA11/NAA11-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NAA40	centrosome/detail/NAA40/NAA40-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NAE1	centrosome/detail/NAE1/NAE1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NCAPD2	centrosome/detail/NCAPD2/NCAPD2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NDC80	centrosome/detail/NDC80/NDC80-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NDRG2	centrosome/detail/NDRG2/NDRG2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NEDD1	centrosome/detail/NEDD1/NEDD1-centrosome-evaluation.md	113	False	True	False	True	True	True	False	False	False	False	False	False	not Chinese; no PubMed; has TE module
NEFH	centrosome/detail/NEFH/NEFH-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NEK1	centrosome/detail/NEK1/NEK1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NEK2	centrosome/detail/NEK2/NEK2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NEK6	centrosome/detail/NEK6/NEK6-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NEUROD4	centrosome/detail/NEUROD4/NEUROD4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NFE2L2	centrosome/detail/NFE2L2/NFE2L2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NIN	centrosome/detail/NIN/NIN-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NIT2	centrosome/detail/NIT2/NIT2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NLRC3	centrosome/detail/NLRC3/NLRC3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NLRC5	centrosome/detail/NLRC5/NLRC5-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NME9	centrosome/detail/NME9/NME9-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NMRK1	centrosome/detail/NMRK1/NMRK1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NPTX2	centrosome/detail/NPTX2/NPTX2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NR0B1	centrosome/detail/NR0B1/NR0B1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NR6A1	centrosome/detail/NR6A1/NR6A1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NUBP1	centrosome/detail/NUBP1/NUBP1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NUDT21	centrosome/detail/NUDT21/NUDT21-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
NUDT5	centrosome/detail/NUDT5/NUDT5-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
NUP107	centrosome/detail/NUP107/NUP107-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
OAS2	centrosome/detail/OAS2/OAS2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
OAZ1	centrosome/detail/OAZ1/OAZ1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
OBSL1	centrosome/detail/OBSL1/OBSL1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
OCRL	centrosome/detail/OCRL/OCRL-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
ODAD4	centrosome/detail/ODAD4/ODAD4-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
ODF2	centrosome/detail/ODF2/ODF2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
OR4M2-OT1	centrosome/detail/OR4M2-OT1/OR4M2-OT1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
OR4N4	centrosome/detail/OR4N4/OR4N4-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
OR4N4C	centrosome/detail/OR4N4C/OR4N4C-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PACSIN2	centrosome/detail/PACSIN2/PACSIN2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PAFAH1B1	centrosome/detail/PAFAH1B1/PAFAH1B1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PAOX	centrosome/detail/PAOX/PAOX-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PATJ	centrosome/detail/PATJ/PATJ-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PCDH9	centrosome/detail/PCDH9/PCDH9-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PCDHB15	centrosome/detail/PCDHB15/PCDHB15-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PCLAF	centrosome/detail/PCLAF/PCLAF-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PCM1	centrosome/detail/PCM1/PCM1-centrosome-evaluation.md	98	False	True	False	True	True	True	False	False	False	False	False	False	no PubMed; has TE module
PCNT	centrosome/detail/PCNT/PCNT-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PDCD6IP	centrosome/detail/PDCD6IP/PDCD6IP-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PDCL2	centrosome/detail/PDCL2/PDCL2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PDE11A	centrosome/detail/PDE11A/PDE11A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PDE4C	centrosome/detail/PDE4C/PDE4C-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PDIA6	centrosome/detail/PDIA6/PDIA6-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PEAR1	centrosome/detail/PEAR1/PEAR1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PELI1	centrosome/detail/PELI1/PELI1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PELI2	centrosome/detail/PELI2/PELI2-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PGBD4	centrosome/detail/PGBD4/PGBD4-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PHLPP2	centrosome/detail/PHLPP2/PHLPP2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PIAS4	centrosome/detail/PIAS4/PIAS4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PIBF1	centrosome/detail/PIBF1/PIBF1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PIK3R5	centrosome/detail/PIK3R5/PIK3R5-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PINLYP	centrosome/detail/PINLYP/PINLYP-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PKN2	centrosome/detail/PKN2/PKN2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PLAG1	centrosome/detail/PLAG1/PLAG1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PLCB4	centrosome/detail/PLCB4/PLCB4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PLEKHA4	centrosome/detail/PLEKHA4/PLEKHA4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PLEKHG6	centrosome/detail/PLEKHG6/PLEKHG6-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PLEKHG7	centrosome/detail/PLEKHG7/PLEKHG7-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PLEKHH1	centrosome/detail/PLEKHH1/PLEKHH1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PLEKHS1	centrosome/detail/PLEKHS1/PLEKHS1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PLK4	centrosome/detail/PLK4/PLK4-centrosome-evaluation.md	96	False	True	False	True	True	True	False	False	False	False	False	False	no PubMed; has TE module
PLVAP	centrosome/detail/PLVAP/PLVAP-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PLXNA1	centrosome/detail/PLXNA1/PLXNA1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PNMA5	centrosome/detail/PNMA5/PNMA5-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PNPLA7	centrosome/detail/PNPLA7/PNPLA7-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PODXL	centrosome/detail/PODXL/PODXL-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
POFUT1	centrosome/detail/POFUT1/POFUT1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
POLD4	centrosome/detail/POLD4/POLD4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
POLR3H	centrosome/detail/POLR3H/POLR3H-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PPARA	centrosome/detail/PPARA/PPARA-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PPP4R3B	centrosome/detail/PPP4R3B/PPP4R3B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PRICKLE4	centrosome/detail/PRICKLE4/PRICKLE4-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PRKAR2A	centrosome/detail/PRKAR2A/PRKAR2A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PRKCQ	centrosome/detail/PRKCQ/PRKCQ-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PRPF6	centrosome/detail/PRPF6/PRPF6-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PRR32	centrosome/detail/PRR32/PRR32-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PSMA1	centrosome/detail/PSMA1/PSMA1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PSMB5	centrosome/detail/PSMB5/PSMB5-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PSMD2	centrosome/detail/PSMD2/PSMD2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
PSMD5	centrosome/detail/PSMD5/PSMD5-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PTPN20	centrosome/detail/PTPN20/PTPN20-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PTPN23	centrosome/detail/PTPN23/PTPN23-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PURG	centrosome/detail/PURG/PURG-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PXK	centrosome/detail/PXK/PXK-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
PXN	centrosome/detail/PXN/PXN-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
QRSL1	centrosome/detail/QRSL1/QRSL1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB11A	centrosome/detail/RAB11A/RAB11A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RAB11B	centrosome/detail/RAB11B/RAB11B-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RAB11FIP3	centrosome/detail/RAB11FIP3/RAB11FIP3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB11FIP5	centrosome/detail/RAB11FIP5/RAB11FIP5-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB15	centrosome/detail/RAB15/RAB15-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB23	centrosome/detail/RAB23/RAB23-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RAB26	centrosome/detail/RAB26/RAB26-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB34	centrosome/detail/RAB34/RAB34-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB3A	centrosome/detail/RAB3A/RAB3A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RAB3IL1	centrosome/detail/RAB3IL1/RAB3IL1-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB3IP	centrosome/detail/RAB3IP/RAB3IP-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAB8A	centrosome/detail/RAB8A/RAB8A-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RABL2A	centrosome/detail/RABL2A/RABL2A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RABL2B	centrosome/detail/RABL2B/RABL2B-centrosome-evaluation.md	90	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RABL6	centrosome/detail/RABL6/RABL6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAPGEF6	centrosome/detail/RAPGEF6/RAPGEF6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RAPSN	centrosome/detail/RAPSN/RAPSN-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RASSF7	centrosome/detail/RASSF7/RASSF7-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RBM39	centrosome/detail/RBM39/RBM39-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RFPL4A	centrosome/detail/RFPL4A/RFPL4A-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RFPL4AL1	centrosome/detail/RFPL4AL1/RFPL4AL1-centrosome-evaluation.md	92	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RGL4	centrosome/detail/RGL4/RGL4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RHEBL1	centrosome/detail/RHEBL1/RHEBL1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RILPL1	centrosome/detail/RILPL1/RILPL1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RIMKLB	centrosome/detail/RIMKLB/RIMKLB-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RIOK3	centrosome/detail/RIOK3/RIOK3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RLBP1	centrosome/detail/RLBP1/RLBP1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RMDN1	centrosome/detail/RMDN1/RMDN1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RNF167	centrosome/detail/RNF167/RNF167-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RNF39	centrosome/detail/RNF39/RNF39-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RPP25	centrosome/detail/RPP25/RPP25-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RRAGD	centrosome/detail/RRAGD/RRAGD-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RRM1	centrosome/detail/RRM1/RRM1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
RSPH1	centrosome/detail/RSPH1/RSPH1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RTTN	centrosome/detail/RTTN/RTTN-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RUNDC3B	centrosome/detail/RUNDC3B/RUNDC3B-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
RUVBL2	centrosome/detail/RUVBL2/RUVBL2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
S100Z	centrosome/detail/S100Z/S100Z-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SATB2	centrosome/detail/SATB2/SATB2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SAXO2	centrosome/detail/SAXO2/SAXO2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SEMA4D	centrosome/detail/SEMA4D/SEMA4D-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SENP7	centrosome/detail/SENP7/SENP7-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SERINC5	centrosome/detail/SERINC5/SERINC5-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SERPINB6	centrosome/detail/SERPINB6/SERPINB6-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SFR1	centrosome/detail/SFR1/SFR1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SH2B1	centrosome/detail/SH2B1/SH2B1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SHD	centrosome/detail/SHD/SHD-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SHTN1	centrosome/detail/SHTN1/SHTN1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SIRPB1	centrosome/detail/SIRPB1/SIRPB1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SKA1	centrosome/detail/SKA1/SKA1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SKA3	centrosome/detail/SKA3/SKA3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SKP1	centrosome/detail/SKP1/SKP1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SLAIN2	centrosome/detail/SLAIN2/SLAIN2-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SLC18A2	centrosome/detail/SLC18A2/SLC18A2-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SLC1A4	centrosome/detail/SLC1A4/SLC1A4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SLC1A5	centrosome/detail/SLC1A5/SLC1A5-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SLC2A1	centrosome/detail/SLC2A1/SLC2A1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SLC35A4	centrosome/detail/SLC35A4/SLC35A4-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SLC35D3	centrosome/detail/SLC35D3/SLC35D3-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SLC35F1	centrosome/detail/SLC35F1/SLC35F1-centrosome-evaluation.md	99	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SLC8A3	centrosome/detail/SLC8A3/SLC8A3-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SLC9A3R1	centrosome/detail/SLC9A3R1/SLC9A3R1-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SMAD4	centrosome/detail/SMAD4/SMAD4-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SMAD7	centrosome/detail/SMAD7/SMAD7-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
SMIM18	centrosome/detail/SMIM18/SMIM18-centrosome-evaluation.md	91	True	True	True	True	True	False	False	False	True	True	True	True	PASS
SNAP29	centrosome/detail/SNAP29/SNAP29-centrosome-evaluation.md	31	True	True	True	False	False	False	False	False	False	False	False	False	lines=31; no structure; no PPI
