gene	excel_sheets	has_report	report_paths	status	category	lines	has_duplicate	coverage_status	reason
NUTM2D	研究很多:560	True	detail/rejected/NUTM2D/NUTM2D-evaluation.md	rejected	rejected	44	False	COVERED_REJECTED	Report present
NUTM2E	研究很多:561	True	detail/nuclear-speckle/NUTM2E/NUTM2E-evaluation.md	scored	nuclear-speckle	156	False	COVERED_SCORED	Report present
NUTM2F	研究很多:562	True	detail/rejected/NUTM2F/NUTM2F-evaluation.md	rejected	rejected	44	False	COVERED_REJECTED	Report present
NUTM2G	研究很多:563	True	detail/nuclear-speckle/NUTM2G/NUTM2G-evaluation.md	scored	nuclear-speckle	164	False	COVERED_SCORED	Report present
NVL	重新pa一下:848	True	detail/nucleolus/NVL/NVL-evaluation.md;detail/nucleoplasm/NVL/NVL-evaluation.md	scored	nucleoplasm	203	True	COVERED_DUPLICATE_NEEDS_REVIEW	Multiple reports for same gene
NWD1	Sheet1:1172	True	detail/nucleolus/NWD1/NWD1-evaluation.md	scored	nucleolus	120	False	COVERED_SCORED	Report present
NXN	重新pa一下:1243	True	detail/nucleoplasm/NXN/NXN-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
NYAP2	重新pa一下:392	True	detail/nucleoplasm/NYAP2/NYAP2-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
NYNRIN	Sheet1:1173	True	detail/nucleoplasm/NYNRIN/NYNRIN-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
Naa11	研究很多:534	True	detail/nucleoplasm/Naa11/Naa11-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
Nat8f3	重新pa一下:221	True	detail/rejected/Nat8f3/Nat8f3-evaluation.md	rejected	rejected	154	False	COVERED_REJECTED	Report present
Ncbp2	Sheet1:1067	True	detail/rejected/Ncbp2/Ncbp2-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Nme2	Sheet1:1128	True	detail/rejected/NME2/NME2-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present via case-normalized gene match
Nsmce3	重新pa一下:502	True	detail/nucleoplasm/NSMCE3/NSMCE3-evaluation.md	scored	nucleoplasm	197	False	COVERED_SCORED	Report present via case-normalized gene match
Nsun5	Sheet1:1155	True	detail/rejected/Nsun5/Nsun5-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
OAF	研究很多:567	True	detail/nucleoplasm/OAF/OAF-evaluation.md	scored	nucleoplasm	169	False	COVERED_SCORED	Report present
OARD1	Sheet1:1174	True	detail/nucleolus/OARD1/OARD1-evaluation.md	scored	nucleolus	105	False	COVERED_SCORED	Report present
OAS3	Sheet1:1175	True	detail/rejected/OAS3/OAS3-evaluation.md	scored	rejected	133	False	COVERED_REJECTED	Report present
OASL	Sheet1:1176	True	detail/rejected/OASL/OASL-evaluation.md	scored	rejected	141	False	COVERED_REJECTED	Report present
OAZ2	重新pa一下:167	True	detail/nucleoplasm/OAZ2/OAZ2-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
OAZ3	重新pa一下:702	True	detail/nucleoplasm/OAZ3/OAZ3-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
OBI1	研究很多:566	True	detail/nuclear-speckle/OBI1/OBI1-evaluation.md	scored	nuclear-speckle	177	False	COVERED_SCORED	Report present
ODAM	Sheet1:1181	True	detail/nucleoplasm/ODAM/ODAM-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
ODR4	重新pa一下:526	True	detail/nucleoplasm/ODR4/ODR4-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
OFD1	Sheet1:1182	True	detail/rejected/OFD1/OFD1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OGA	Sheet1:1183	True	detail/rejected/OGA/OGA-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
OGFOD1	Sheet1:1184	True	detail/nucleoplasm/OGFOD1/OGFOD1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
OGFOD2	研究很多:2	True	detail/rejected/OGFOD2/OGFOD2-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
OGFOD3	研究很多:3	True	detail/rejected/OGFOD3/OGFOD3-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
OGFR	重新pa一下:549	True	detail/nucleoplasm/OGFR/OGFR-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
OGFRL1	Sheet1:1185	True	detail/nucleoplasm/OGFRL1/OGFRL1-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
OGG1	Sheet1:1186	True	detail/rejected/OGG1/OGG1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OGT	研究很少:259	True	detail/rejected/OGT/OGT-evaluation.md	rejected	rejected	176	False	COVERED_REJECTED	Report present
OIP5	Sheet1:1187	True	detail/rejected/OIP5/OIP5-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OLA1	Sheet1:1188	True	detail/nucleolus/OLA1/OLA1-evaluation.md	scored	nucleolus	182	False	COVERED_SCORED	Report present
OLFM2	Sheet1:1189	True	detail/nucleoplasm/OLFM2/OLFM2-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
OLIG1	Sheet1:1190	True	detail/rejected/OLIG1/OLIG1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OLIG2	研究很少:148	True	detail/rejected/OLIG2/OLIG2-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
OLIG3	Sheet1:1191	True	detail/nucleoplasm/OLIG3/OLIG3-evaluation.md	scored	nucleoplasm	191	False	COVERED_SCORED	Report present
ONECUT1	Sheet1:1192	True	detail/rejected/ONECUT1/ONECUT1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
ONECUT2	Sheet1:1193	True	detail/rejected/ONECUT2/ONECUT2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
ONECUT3	Sheet1:1194	True	detail/nucleoplasm/ONECUT3/ONECUT3-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
OOEP	研究很多:564	True	detail/rejected/OOEP/OOEP-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
OPHN1	Sheet1:1195	True	detail/nucleoplasm/OPHN1/OPHN1-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
OPLAH	重新pa一下:267	True	detail/nucleolus/OPLAH/OPLAH-evaluation.md	scored	nucleolus	176	False	COVERED_SCORED	Report present
OSBP	Sheet1:1196	True	detail/rejected/OSBP/OSBP-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OSBPL10	重新pa一下:398	True	detail/nucleoplasm/OSBPL10/OSBPL10-evaluation.md	scored	nucleoplasm	170	False	COVERED_SCORED	Report present
OSBPL11	重新pa一下:16	True	detail/nucleoplasm/OSBPL11/OSBPL11-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
OSBPL1A	重新pa一下:110	True	detail/nucleoplasm/OSBPL1A/OSBPL1A-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
OSBPL3	重新pa一下:777	True	detail/nuclear-envelope/OSBPL3/OSBPL3-evaluation.md	scored	nuclear-envelope	182	False	COVERED_SCORED	Report present
OSBPL7	重新pa一下:157	True	detail/nuclear-envelope/OSBPL7/OSBPL7-evaluation.md	scored	nuclear-envelope	179	False	COVERED_SCORED	Report present
OSBPL8	研究很多:569	True	detail/rejected/OSBPL8/OSBPL8-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
OSER1	重新pa一下:840	True	detail/nuclear-speckle/OSER1/OSER1-evaluation.md	scored	nuclear-speckle	170	False	COVERED_SCORED	Report present
OSGEP	Sheet1:1197	True	detail/nucleoplasm/OSGEP/OSGEP-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
OSGIN1	Sheet1:1198	True	detail/nucleoplasm/OSGIN1/OSGIN1-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
OSGIN2	研究很多:568	True	detail/nucleoplasm/OSGIN2/OSGIN2-evaluation.md	scored	nucleoplasm	166	False	COVERED_SCORED	Report present
OSMR	Sheet1:1199	True	detail/rejected/OSMR/OSMR-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OSR1	Sheet1:1200	True	detail/rejected/OSR1/OSR1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OSR2	Sheet1:1201	True	detail/rejected/OSR2/OSR2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OSTM1	重新pa一下:893	True	detail/nucleoplasm/OSTM1/OSTM1-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
OTP	Sheet1:1202	True	detail/rejected/OTP/OTP-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OTUD3	Sheet1:1203	True	detail/nucleoplasm/OTUD3/OTUD3-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
OTUD4	Sheet1:1204	True	detail/nucleoplasm/OTUD4/OTUD4-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
OTUD5	Sheet1:1205	True	detail/nuclear-envelope/OTUD5/OTUD5-evaluation.md	scored	nuclear-envelope	184	False	COVERED_SCORED	Report present
OTUD6B	重新pa一下:984	True	detail/nucleoplasm/OTUD6B/OTUD6B-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
OTULINL	重新pa一下:48	True	detail/nuclear-envelope/OTULINL/OTULINL-evaluation.md	scored	nuclear-envelope	175	False	COVERED_SCORED	Report present
OTX1	Sheet1:1206	True	detail/rejected/OTX1/OTX1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
OTX2	研究很少:253	True	detail/rejected/OTX2/OTX2-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
OVCA2	重新pa一下:894	True	detail/nucleoplasm/OVCA2/OVCA2-evaluation.md	scored	nucleoplasm	170	False	COVERED_SCORED	Report present
OXNAD1	重新pa一下:397	True	detail/nucleoplasm/OXNAD1/OXNAD1-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
Obox1	Sheet1:1177	True	detail/rejected/Obox1/Obox1-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Obox3	Sheet1:1178	True	detail/rejected/Obox3/Obox3-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Obox4	Sheet1:1179	True	detail/rejected/Obox4/Obox4-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Obox5	Sheet1:1180	True	detail/rejected/Obox5/Obox5-evaluation.md	rejected	rejected	37	False	COVERED_REJECTED	Report present
Obox6	重新pa一下:983	True	detail/rejected/Obox6/Obox6-evaluation.md	rejected	rejected	157	False	COVERED_REJECTED	Report present
Obox7	重新pa一下:639	True	detail/rejected/Obox7/Obox7-evaluation.md	rejected	rejected	154	False	COVERED_REJECTED	Report present
Obox8	重新pa一下:640	True	detail/rejected/Obox8/Obox8-evaluation.md	rejected	rejected	154	False	COVERED_REJECTED	Report present
Oog1	研究很多:565	True	detail/rejected/Oog1/Oog1-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
P2RX6	重新pa一下:647	True	detail/nucleoplasm/P2RX6/P2RX6-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
P3H2	Sheet1:1207	True	detail/nucleoplasm/P3H2/P3H2-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
P3H3	Sheet1:1208	True	detail/nucleolus/P3H3/P3H3-evaluation.md	scored	nucleolus	128	False	COVERED_SCORED	Report present
PA2G4	Sheet1:1209	True	detail/rejected/PA2G4/PA2G4-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAAF1	重新pa一下:823	True	detail/nucleoplasm/PAAF1/PAAF1-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PABIR1	重新pa一下:1277	True	detail/nuclear-speckle/PABIR1/PABIR1-evaluation.md	scored	nuclear-speckle	166	False	COVERED_SCORED	Report present
PABIR2	重新pa一下:250	True	detail/nucleoplasm/PABIR2/PABIR2-evaluation.md	scored	nucleoplasm	163	False	COVERED_SCORED	Report present
PABIR3	重新pa一下:237	True	detail/nucleoplasm/PABIR3/PABIR3-evaluation.md	scored	nucleoplasm	163	False	COVERED_SCORED	Report present
PABPC1L	重新pa一下:1276	True	detail/nuclear-speckle/PABPC1L/PABPC1L-evaluation.md	scored	nuclear-speckle	180	False	COVERED_SCORED	Report present
PABPN1	研究很少:518	True	detail/rejected/PABPN1/PABPN1-evaluation.md	rejected	rejected	181	False	COVERED_REJECTED	Report present
PACRGL	研究很多:570	True	detail/nucleoplasm/PACRGL/PACRGL-evaluation.md	scored	nucleoplasm	174	False	COVERED_SCORED	Report present
PACS1	重新pa一下:1365	True	detail/nucleoplasm/PACS1/PACS1-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
PADI1	重新pa一下:944	True	detail/nucleoplasm/PADI1/PADI1-evaluation.md	scored	nucleoplasm	172	False	COVERED_SCORED	Report present
PADI3	重新pa一下:1311	True	detail/nucleoplasm/PADI3/PADI3-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PADI4	Sheet1:1210	True	detail/rejected/PADI4/PADI4-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PADI6	Sheet1:1211	True	detail/nucleus-cytoplasm/PADI6/PADI6-evaluation.md	scored	nucleus-cytoplasm	161	False	COVERED_SCORED	Report present
PAF1	研究很少:164	True	detail/rejected/PAF1/PAF1-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
PAFAH1B1	Sheet1:1212	True	detail/rejected/PAFAH1B1/PAFAH1B1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAFAH1B2	重新pa一下:1218	True	detail/nucleolus/PAFAH1B2/PAFAH1B2-evaluation.md	scored	nucleolus	183	False	COVERED_SCORED	Report present
PAGE1	重新pa一下:142	True	detail/nucleolus/PAGE1/PAGE1-evaluation.md	scored	nucleolus	176	False	COVERED_SCORED	Report present
PAGE3	重新pa一下:117	True	detail/nuclear-speckle/PAGE3/PAGE3-evaluation.md	scored	nuclear-speckle	163	False	COVERED_SCORED	Report present
PAGR1	重新pa一下:930	True	detail/nucleoplasm/PAGR1/PAGR1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PAK1IP1	重新pa一下:17	True	detail/nucleolus/PAK1IP1/PAK1IP1-evaluation.md	scored	nucleolus	176	False	COVERED_SCORED	Report present
PAK2	Sheet1:1213	True	detail/rejected/PAK2/PAK2-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
PAK5	Sheet1:1214	True	detail/nucleolus/PAK5/PAK5-evaluation.md	scored	nucleolus	181	False	COVERED_SCORED	Report present
PALB2	Sheet1:1215	True	detail/rejected/PALB2/PALB2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAN2	Sheet1:1216	True	detail/nucleus-cytoplasm/PAN2/PAN2-evaluation.md	scored	nucleus-cytoplasm	157	False	COVERED_SCORED	Report present
PAN3	Sheet1:1217	True	detail/nucleus-cytoplasm/PAN3/PAN3-evaluation.md	scored	nucleus-cytoplasm	152	False	COVERED_SCORED	Report present
PANK1	Sheet1:1218	True	detail/nucleolus/PANK1/PANK1-evaluation.md	scored	nucleolus	167	False	COVERED_SCORED	Report present
PANO1	重新pa一下:1104	True	detail/nucleolus/PANO1/PANO1-evaluation.md	scored	nucleolus	154	False	COVERED_SCORED	Report present
PAOX	重新pa一下:408	True	detail/nucleoplasm/PAOX/PAOX-evaluation.md	scored	nucleoplasm	169	False	COVERED_SCORED	Report present
PAPOLA	Sheet1:1219	True	detail/rejected/PAPOLA/PAPOLA-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAPOLB	研究很多:595	True	detail/nucleoplasm/PAPOLB/PAPOLB-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
PAPOLG	Sheet1:1220	True	detail/nucleolus/PAPOLG/PAPOLG-evaluation.md	scored	nucleolus	179	False	COVERED_SCORED	Report present
PAPSS1	重新pa一下:956	True	detail/nucleoplasm/PAPSS1/PAPSS1-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PARG	Sheet1:1221	True	detail/rejected/PARG/PARG-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
PARK7	Sheet1:1222	True	detail/rejected/PARK7/PARK7-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PARN	Sheet1:1223	True	detail/rejected/PARN/PARN-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PASD1	重新pa一下:534	True	detail/nuclear-speckle/PASD1/PASD1-evaluation.md	scored	nuclear-speckle	170	False	COVERED_SCORED	Report present
PASK	Sheet1:1224	True	detail/rejected/PASK/PASK-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PATL2	重新pa一下:1138	True	detail/nucleoplasm/PATL2/PATL2-evaluation.md	scored	nucleoplasm	171	False	COVERED_SCORED	Report present
PAWR	Sheet1:1225	True	detail/rejected/PAWR/PAWR-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAX1	Sheet1:1226	True	detail/rejected/PAX1/PAX1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAX2	研究很少:129	True	detail/rejected/PAX2/PAX2-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
PAX3	研究很少:163	True	detail/rejected/PAX3/PAX3-evaluation.md	rejected	rejected	177	False	COVERED_REJECTED	Report present
PAX4	Sheet1:1227	True	detail/rejected/PAX4/PAX4-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAX5	研究很少:128	True	detail/rejected/PAX5/PAX5-evaluation.md	rejected	rejected	177	False	COVERED_REJECTED	Report present
PAX6	研究很少:207	True	detail/rejected/PAX6/PAX6-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
PAX7	研究很少:76	True	detail/rejected/PAX7/PAX7-evaluation.md	rejected	rejected	177	False	COVERED_REJECTED	Report present
PAX8	研究很少:261	True	detail/rejected/PAX8/PAX8-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
PAX9	Sheet1:1228	True	detail/rejected/PAX9/PAX9-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PAXBP1	Sheet1:1229	True	detail/nucleoplasm/PAXBP1/PAXBP1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PAXIP1	Sheet1:1230	True	detail/chromatin/PAXIP1/PAXIP1-evaluation.md	scored	chromatin	195	False	COVERED_SCORED	Report present
PAXX	Sheet1:1231	True	detail/chromatin/PAXX/PAXX-evaluation.md	scored	chromatin	171	False	COVERED_SCORED	Report present
PBDC1	研究很多:597	True	detail/nucleoplasm/PBDC1/PBDC1-evaluation.md	scored	nucleoplasm	173	False	COVERED_SCORED	Report present
PBOV1	重新pa一下:103	True	detail/nucleoplasm/PBOV1/PBOV1-evaluation.md	scored	nucleoplasm	160	False	COVERED_SCORED	Report present
PBRM1	研究很少:250	True	detail/rejected/PBRM1/PBRM1-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
PBX1	研究很少:234	True	detail/rejected/PBX1/PBX1-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
PBX2	Sheet1:1232	True	detail/nucleoplasm/PBX2/PBX2-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
PBX3	Sheet1:1233	True	detail/rejected/PBX3/PBX3-evaluation.md	rejected	rejected	178	False	COVERED_REJECTED	Report present
PBX4	Sheet1:1234	True	detail/chromatin/PBX4/PBX4-evaluation.md	scored	chromatin	178	False	COVERED_SCORED	Report present
PBXIP1	重新pa一下:515	True	detail/nucleoplasm/PBXIP1/PBXIP1-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
PCBD1	重新pa一下:921	True	detail/nucleoplasm/PCBD1/PCBD1-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
PCBP3	Sheet1:1235	True	detail/nucleoplasm/PCBP3/PCBP3-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
PCED1A	研究很多:571	True	detail/nucleoplasm/PCED1A/PCED1A-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
PCGF1	研究很少:251	True	detail/nucleoplasm/PCGF1/PCGF1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PCGF3	研究很少:367	True	detail/nucleoplasm/PCGF3/PCGF3-evaluation.md	scored	nucleoplasm	180	False	COVERED_SCORED	Report present
PCGF5	Sheet1:1236	True	detail/nucleoplasm/PCGF5/PCGF5-evaluation.md	scored	nucleoplasm	113	False	COVERED_SCORED	Report present
PCGF6	Sheet1:1237	True	detail/nucleoplasm/PCGF6/PCGF6-evaluation.md	scored	nucleoplasm	118	False	COVERED_SCORED	Report present
PCID2	重新pa一下:895	True	detail/nuclear-envelope/PCID2/PCID2-evaluation.md	scored	nuclear-envelope	179	False	COVERED_SCORED	Report present
PCLAF	重新pa一下:918	True	detail/nucleoplasm/PCLAF/PCLAF-evaluation.md	scored	nucleoplasm	175	False	COVERED_SCORED	Report present
PCLO	重新pa一下:779	True	detail/rejected/PCLO/PCLO-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
PCMTD1	研究很多:622	True	detail/nucleoplasm/PCMTD1/PCMTD1-evaluation.md	scored	nucleoplasm	178	False	COVERED_SCORED	Report present
PCMTD2	研究很多:623	True	detail/nucleoplasm/PCMTD2/PCMTD2-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PCNA	研究很少:90	True	detail/rejected/PCNA/PCNA-evaluation.md	rejected	rejected	183	False	COVERED_REJECTED	Report present
PCNP	研究很多:578	True	detail/rejected/PCNP/PCNP-evaluation.md	rejected	rejected	48	False	COVERED_REJECTED	Report present
PCNX1	研究很多:574	True	detail/nucleoplasm/PCNX1/PCNX1-evaluation.md	scored	nucleoplasm	167	False	COVERED_SCORED	Report present
PCP2	Sheet1:1238	True	detail/nuclear-speckle/PCP2/PCP2-evaluation.md	scored	nuclear-speckle	145	False	COVERED_SCORED	Report present
PCP4	Sheet1:1239	True	detail/nucleoplasm/PCP4/PCP4-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PCP4L1	重新pa一下:902	True	detail/nucleoplasm/PCP4L1/PCP4L1-evaluation.md	scored	nucleoplasm	168	False	COVERED_SCORED	Report present
PCTP	Sheet1:1240	True	detail/nucleolus/PCTP/PCTP-evaluation.md	scored	nucleolus	124	False	COVERED_SCORED	Report present
PCYT1A	重新pa一下:641	True	detail/nuclear-envelope/PCYT1A/PCYT1A-evaluation.md	scored	nuclear-envelope	181	False	COVERED_SCORED	Report present
PCYT2	Sheet1:1241	True	detail/nucleoplasm/PCYT2/PCYT2-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
PDC	研究很少:52	True	detail/rejected/PDC/PDC-evaluation.md	rejected	rejected	174	False	COVERED_REJECTED	Report present
PDIK1L	Sheet1:1242	True	detail/nucleoplasm/PDIK1L/PDIK1L-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PDLIM2	Sheet1:1243	True	detail/rejected/PDLIM2/PDLIM2-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PDLIM4	重新pa一下:1060	True	detail/nucleoplasm/PDLIM4/PDLIM4-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
PDLIM5	Sheet1:1244	True	detail/nucleoplasm/PDLIM5/PDLIM5-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
PDS5A	研究很少:428	True	detail/nucleoplasm/PDS5A/PDS5A-evaluation.md	scored	nucleoplasm	182	False	COVERED_SCORED	Report present
PDS5B	Sheet1:1245	True	detail/nucleoplasm/PDS5B/PDS5B-evaluation.md	scored	nucleoplasm	181	False	COVERED_SCORED	Report present
PDX1	研究很少:51	True	detail/rejected/PDX1/PDX1-evaluation.md	rejected	rejected	180	False	COVERED_REJECTED	Report present
PDXK	Sheet1:1246	True	detail/rejected/PDXK/PDXK-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PDZD7	重新pa一下:399	True	detail/nucleoplasm/PDZD7/PDZD7-evaluation.md	scored	nucleoplasm	183	False	COVERED_SCORED	Report present
PDZD9	研究很多:572	True	detail/nuclear-speckle/PDZD9/PDZD9-evaluation.md	scored	nuclear-speckle	173	False	COVERED_SCORED	Report present
PDZRN3	研究很多:573	True	detail/nucleoplasm/PDZRN3/PDZRN3-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PEA15	Sheet1:1247	True	detail/rejected/PEA15/PEA15-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PEF1	Sheet1:1248	True	detail/nucleoplasm/PEF1/PEF1-evaluation.md	scored	nucleoplasm	119	False	COVERED_SCORED	Report present
PEG10	Sheet1:1249	True	detail/rejected/PEG10/PEG10-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PELI1	重新pa一下:1214	True	detail/nucleoplasm/PELI1/PELI1-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PELI2	Sheet1:1250	True	detail/nucleolus/PELI2/PELI2-evaluation.md	scored	nucleolus	128	False	COVERED_SCORED	Report present
PELI3	研究很多:575	True	detail/nucleoplasm/PELI3/PELI3-evaluation.md	scored	nucleoplasm	176	False	COVERED_SCORED	Report present
PELP1	Sheet1:1251	True	detail/rejected/PELP1/PELP1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PEPD	Sheet1:1252	True	detail/rejected/PEPD/PEPD-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PER1	研究很少:408	True	detail/rejected/PER1/PER1-evaluation.md	rejected	rejected	179	False	COVERED_REJECTED	Report present
PER2	研究很少:244	True	detail/rejected/PER2/PER2-evaluation.md	rejected	rejected	182	False	COVERED_REJECTED	Report present
PER3	研究很少:266	True	detail/rejected/PER3/PER3-evaluation.md	rejected	rejected	177	False	COVERED_REJECTED	Report present
PERM1	重新pa一下:251	True	detail/nuclear-speckle/PERM1/PERM1-evaluation.md	scored	nuclear-speckle	168	False	COVERED_SCORED	Report present
PES1	Sheet1:1253	True	detail/rejected/PES1/PES1-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PFKL	Sheet1:1254	True	detail/rejected/PFKL/PFKL-evaluation.md	rejected	rejected	45	False	COVERED_REJECTED	Report present
PFN3	Sheet1:1255	True	detail/nucleoplasm/PFN3/PFN3-evaluation.md	scored	nucleoplasm	177	False	COVERED_SCORED	Report present
PHC1	Sheet1:1256	True	detail/nuclear-envelope/PHC1/PHC1-evaluation.md	scored	nuclear-envelope	184	False	COVERED_SCORED	Report present
PHC2	Sheet1:1257	True	detail/nucleolus/PHC2/PHC2-evaluation.md	scored	nucleolus	191	False	COVERED_SCORED	Report present
PHC3	Sheet1:1258	True	detail/nucleoplasm/PHC3/PHC3-evaluation.md	scored	nucleoplasm	179	False	COVERED_SCORED	Report present
PHF1	Sheet1:1259	True	detail/rejected/PHF1/PHF1-evaluation.md	rejected	rejected	39	False	COVERED_REJECTED	Report present
