gene	current_path	status	current_lines	current_chars	risk	issues	existed_in_prev_commit	prev_commit	prev_lines	prev_chars	recommended_action	reason
COQ7	detail/rejected/COQ7/COQ7-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
COTL1	detail/rejected/COTL1/COTL1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CPED1	detail/rejected/CPED1/CPED1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CPNE1	detail/rejected/CPNE1/CPNE1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CPNE2	detail/rejected/CPNE2/CPNE2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CPNE3	detail/rejected/CPNE3/CPNE3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CRACD	detail/rejected/CRACD/CRACD-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CRADD	detail/rejected/CRADD/CRADD-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CRCP	detail/rejected/CRCP/CRCP-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CREBZF	detail/rejected/CREBZF/CREBZF-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CRIP3	detail/rejected/CRIP3/CRIP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CRYBG1	detail/rejected/CRYBG1/CRYBG1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CRYL1	detail/rejected/CRYL1/CRYL1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CRYZL1	detail/rejected/CRYZL1/CRYZL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CTDSP1	detail/rejected/CTDSP1/CTDSP1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CTNNBIP1	detail/rejected/CTNNBIP1/CTNNBIP1-evaluation.md	rejected	11	192	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CTPS1	detail/rejected/CTPS1/CTPS1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CTPS2	detail/rejected/CTPS2/CTPS2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CUEDC2	detail/rejected/CUEDC2/CUEDC2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CWF19L1	detail/rejected/CWF19L1/CWF19L1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CWF19L2	detail/rejected/CWF19L2/CWF19L2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CYB5D1	detail/rejected/CYB5D1/CYB5D1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CYB5R2	detail/rejected/CYB5R2/CYB5R2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CYRIA	detail/rejected/CYRIA/CYRIA-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CYTIP	detail/rejected/CYTIP/CYTIP-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
CYYR1	detail/rejected/CYYR1/CYYR1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
Chtf8	detail/rejected/Chtf8/Chtf8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
Crxos	detail/rejected/Crxos/Crxos-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DAAM2	detail/rejected/DAAM2/DAAM2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DACT1	detail/rejected/DACT1/DACT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DACT3	detail/rejected/DACT3/DACT3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DAPL1	detail/rejected/DAPL1/DAPL1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DAZ3	detail/rejected/DAZ3/DAZ3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DAZAP2	detail/rejected/DAZAP2/DAZAP2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DBF4B	detail/rejected/DBF4B/DBF4B-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCLRE1A	detail/rejected/DCLRE1A/DCLRE1A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCLRE1B	detail/rejected/DCLRE1B/DCLRE1B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCTN5	detail/rejected/DCTN5/DCTN5-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCTN6	detail/rejected/DCTN6/DCTN6-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCTPP1	detail/rejected/DCTPP1/DCTPP1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCUN1D1	detail/rejected/DCUN1D1/DCUN1D1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCUN1D2	detail/rejected/DCUN1D2/DCUN1D2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DCUN1D4	detail/rejected/DCUN1D4/DCUN1D4-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DDA1	detail/rejected/DDA1/DDA1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DDI2	detail/rejected/DDI2/DDI2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DDRGK1	detail/rejected/DDRGK1/DDRGK1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DDX19A	detail/rejected/DDX19A/DDX19A-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DEDD2	detail/rejected/DEDD2/DEDD2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DEF8	detail/rejected/DEF8/DEF8-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DEGS2	detail/rejected/DEGS2/DEGS2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DENND2C	detail/rejected/DENND2C/DENND2C-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DENND4B	detail/rejected/DENND4B/DENND4B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DEPDC1B	detail/rejected/DEPDC1B/DEPDC1B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DERA	detail/rejected/DERA/DERA-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DEXI	detail/rejected/DEXI/DEXI-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DGKA	detail/rejected/DGKA/DGKA-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DGKE	detail/rejected/DGKE/DGKE-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DHDH	detail/rejected/DHDH/DHDH-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DIAPH2	detail/rejected/DIAPH2/DIAPH2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DIAPH3	detail/rejected/DIAPH3/DIAPH3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DIMT1	detail/rejected/DIMT1/DIMT1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DISP3	detail/rejected/DISP3/DISP3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DLG3	detail/rejected/DLG3/DLG3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DLG4	detail/rejected/DLG4/DLG4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DLGAP4	detail/rejected/DLGAP4/DLGAP4-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DLGAP5	detail/rejected/DLGAP5/DLGAP5-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DLK2	detail/rejected/DLK2/DLK2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DMWD	detail/rejected/DMWD/DMWD-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DMXL1	detail/rejected/DMXL1/DMXL1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DNAAF2	detail/rejected/DNAAF2/DNAAF2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DNAAF5	detail/rejected/DNAAF5/DNAAF5-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DNTTIP2	detail/rejected/DNTTIP2/DNTTIP2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DOC2A	detail/rejected/DOC2A/DOC2A-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DOCK1	detail/rejected/DOCK1/DOCK1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DOCK4	detail/rejected/DOCK4/DOCK4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DOLK	detail/rejected/DOLK/DOLK-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DRC1	detail/rejected/DRC1/DRC1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DSEL	detail/rejected/DSEL/DSEL-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DTD1	detail/rejected/DTD1/DTD1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DTWD1	detail/rejected/DTWD1/DTWD1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DTWD2	detail/rejected/DTWD2/DTWD2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DTX3	detail/rejected/DTX3/DTX3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DYNC1I1	detail/rejected/DYNC1I1/DYNC1I1-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DYNLL1	detail/rejected/DYNLL1/DYNLL1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DYNLL2	detail/rejected/DYNLL2/DYNLL2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DYNLT3	detail/rejected/DYNLT3/DYNLT3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DYRK3	detail/rejected/DYRK3/DYRK3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
DYRK4	detail/rejected/DYRK4/DYRK4-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EAPP	detail/rejected/EAPP/EAPP-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ECPAS	detail/rejected/ECPAS/ECPAS-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ECT2L	detail/rejected/ECT2L/ECT2L-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EEF1AKMT3	detail/rejected/EEF1AKMT3/EEF1AKMT3-evaluation.md	rejected	11	194	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EEF1D	detail/rejected/EEF1D/EEF1D-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EEF1E1	detail/rejected/EEF1E1/EEF1E1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EEFSEC	detail/rejected/EEFSEC/EEFSEC-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EEPD1	detail/rejected/EEPD1/EEPD1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EFCAB13	detail/rejected/EFCAB13/EFCAB13-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EFCAB6	detail/rejected/EFCAB6/EFCAB6-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EFCC1	detail/rejected/EFCC1/EFCC1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EID1	detail/rejected/EID1/EID1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EID2	detail/rejected/EID2/EID2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EID3	detail/rejected/EID3/EID3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EIPR1	detail/rejected/EIPR1/EIPR1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELFN1	detail/rejected/ELFN1/ELFN1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELFN2	detail/rejected/ELFN2/ELFN2-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELMOD1	detail/rejected/ELMOD1/ELMOD1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ELOC	detail/rejected/ELOC/ELOC-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EME2	detail/rejected/EME2/EME2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EML3	detail/rejected/EML3/EML3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ENDOV	detail/rejected/ENDOV/ENDOV-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ENOPH1	detail/rejected/ENOPH1/ENOPH1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ENTREP3	detail/rejected/ENTREP3/ENTREP3-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EPB41	detail/rejected/EPB41/EPB41-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EPN1	detail/rejected/EPN1/EPN1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EPN3	detail/rejected/EPN3/EPN3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EQTN	detail/rejected/EQTN/EQTN-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERAP1	detail/rejected/ERAP1/ERAP1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERCC8	detail/rejected/ERCC8/ERCC8-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERGIC1	detail/rejected/ERGIC1/ERGIC1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERGIC2	detail/rejected/ERGIC2/ERGIC2-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERI3	detail/rejected/ERI3/ERI3-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERICH1	detail/rejected/ERICH1/ERICH1-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERICH3	detail/rejected/ERICH3/ERICH3-evaluation.md	rejected	11	188	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ERP29	detail/rejected/ERP29/ERP29-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ESF1	detail/rejected/ESF1/ESF1-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ETAA1	detail/rejected/ETAA1/ETAA1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
ETNK1	detail/rejected/ETNK1/ETNK1-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EVC2	detail/rejected/EVC2/EVC2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EVI5	detail/rejected/EVI5/EVI5-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EXOC3L2	detail/rejected/EXOC3L2/EXOC3L2-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
EYA4	detail/rejected/EYA4/EYA4-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
F8A2	detail/rejected/F8A2/F8A2-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FA2H	detail/rejected/FA2H/FA2H-evaluation.md	rejected	11	184	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FADS3	detail/rejected/FADS3/FADS3-evaluation.md	rejected	11	186	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM107A	detail/rejected/FAM107A/FAM107A-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM107B	detail/rejected/FAM107B/FAM107B-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
FAM110C	detail/rejected/FAM110C/FAM110C-evaluation.md	rejected	11	190	CRITICAL	THIN,SHORT_REJECTED	False		0	0	FULL_REEVALUATE	Thin rejected (11L) — must evaluate from scratch
