gene	path	status	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed	has_structure	has_ppi	has_scoring_table	has_final_decision	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	is_blocking_incomplete	reason
LCORL	detail/rejected/LCORL/LCORL-evaluation.md	rejected	38	739	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LHX1	detail/rejected/LHX1/LHX1-evaluation.md	rejected	40	818	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LHX8	detail/rejected/LHX8/LHX8-evaluation.md	rejected	40	788	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LHX9	detail/rejected/LHX9/LHX9-evaluation.md	rejected	38	730	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LIG3	detail/rejected/LIG3/LIG3-evaluation.md	rejected	38	733	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LIMK1	detail/rejected/LIMK1/LIMK1-evaluation.md	rejected	40	795	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LIPA	detail/rejected/LIPA/LIPA-evaluation.md	rejected	40	866	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LITAF	detail/rejected/LITAF/LITAF-evaluation.md	rejected	40	857	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LMNB2	detail/rejected/LMNB2/LMNB2-evaluation.md	rejected	40	819	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LMO4	detail/rejected/LMO4/LMO4-evaluation.md	rejected	40	822	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LMX1B	detail/rejected/LMX1B/LMX1B-evaluation.md	rejected	40	823	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LNPK	detail/rejected/LNPK/LNPK-evaluation.md	rejected	35	615	True	True	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PubMed,Structure,PPI
LOXL2	detail/rejected/LOXL2/LOXL2-evaluation.md	rejected	40	827	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LPIN1	detail/rejected/LPIN1/LPIN1-evaluation.md	rejected	40	793	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LPP	detail/rejected/LPP/LPP-evaluation.md	rejected	39	751	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LRRC7	detail/rejected/LRRC7/LRRC7-evaluation.md	rejected	35	617	True	True	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PubMed,Structure,PPI
LRRFIP1	detail/rejected/LRRFIP1/LRRFIP1-evaluation.md	rejected	40	865	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LTV1	detail/rejected/LTV1/LTV1-evaluation.md	rejected	35	612	True	True	True	False	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PubMed,Structure,PPI
LYL1	detail/rejected/LYL1/LYL1-evaluation.md	rejected	38	728	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
LYRM1	detail/rejected/LYRM1/LYRM1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
LYRM4	detail/rejected/LYRM4/LYRM4-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
LZTR1	detail/rejected/LZTR1/LZTR1-evaluation.md	rejected	40	817	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MACC1	detail/rejected/MACC1/MACC1-evaluation.md	rejected	32	572	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MACO1	detail/rejected/MACO1/MACO1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
MAD2L1	detail/rejected/MAD2L1/MAD2L1-evaluation.md	rejected	32	572	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAFF	detail/rejected/MAFF/MAFF-evaluation.md	rejected	32	566	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAFK	detail/rejected/MAFK/MAFK-evaluation.md	rejected	32	566	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAGEA4	detail/rejected/MAGEA4/MAGEA4-evaluation.md	rejected	32	560	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAGEL2	detail/rejected/MAGEL2/MAGEL2-evaluation.md	rejected	32	561	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAGI1	detail/rejected/MAGI1/MAGI1-evaluation.md	rejected	32	605	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAML1	detail/rejected/MAML1/MAML1-evaluation.md	rejected	32	583	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAML2	detail/rejected/MAML2/MAML2-evaluation.md	rejected	32	583	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAML3	detail/rejected/MAML3/MAML3-evaluation.md	rejected	32	583	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MARCKS	detail/rejected/MARCKS/MARCKS-evaluation.md	rejected	32	592	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAT1A	detail/rejected/MAT1A/MAT1A-evaluation.md	rejected	32	570	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MAT2A	detail/rejected/MAT2A/MAT2A-evaluation.md	rejected	32	570	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MBLAC1	detail/rejected/MBLAC1/MBLAC1-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
MCRIP2	detail/rejected/MCRIP2/MCRIP2-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
MEF2A	detail/rejected/MEF2A/MEF2A-evaluation.md	rejected	32	563	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MEFV	detail/rejected/MEFV/MEFV-evaluation.md	rejected	32	573	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MEIOB	detail/rejected/MEIOB/MEIOB-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
METTL23	detail/rejected/METTL23/METTL23-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
MID1IP1	detail/rejected/MID1IP1/MID1IP1-evaluation.md	rejected	48	899	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
MKI67	detail/rejected/MKI67/MKI67-evaluation.md	rejected	32	569	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MKNK1	detail/rejected/MKNK1/MKNK1-evaluation.md	rejected	39	891	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
MLLT10	detail/rejected/MLLT10/MLLT10-evaluation.md	rejected	32	594	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MLX	detail/rejected/MLX/MLX-evaluation.md	rejected	32	561	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MMACHC	detail/rejected/MMACHC/MMACHC-evaluation.md	rejected	32	575	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MNDA	detail/rejected/MNDA/MNDA-evaluation.md	rejected	32	579	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MNX1	detail/rejected/MNX1/MNX1-evaluation.md	rejected	32	571	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MPG	detail/rejected/MPG/MPG-evaluation.md	rejected	32	563	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MRO	detail/rejected/MRO/MRO-evaluation.md	rejected	32	540	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MRTFA	detail/rejected/MRTFA/MRTFA-evaluation.md	rejected	32	577	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MSL3B	detail/rejected/MSL3B/MSL3B-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
MSRA	detail/rejected/MSRA/MSRA-evaluation.md	rejected	32	567	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MSX2	detail/rejected/MSX2/MSX2-evaluation.md	rejected	32	549	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MTA1	detail/rejected/MTA1/MTA1-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
MTAP	detail/rejected/MTAP/MTAP-evaluation.md	rejected	32	568	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MTF1	detail/rejected/MTF1/MTF1-evaluation.md	rejected	32	574	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MTRR	detail/rejected/MTRR/MTRR-evaluation.md	rejected	32	600	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MUS81	detail/rejected/MUS81/MUS81-evaluation.md	rejected	32	582	True	True	True	True	True	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
MUTYH	detail/rejected/MUTYH/MUTYH-evaluation.md	rejected	32	557	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MVB12A	detail/rejected/MVB12A/MVB12A-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
MX2	detail/rejected/MX2/MX2-evaluation.md	rejected	32	557	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MXD1	detail/rejected/MXD1/MXD1-evaluation.md	rejected	32	561	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MXI1	detail/rejected/MXI1/MXI1-evaluation.md	rejected	32	572	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MYBL1	detail/rejected/MYBL1/MYBL1-evaluation.md	rejected	32	562	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MYOG	detail/rejected/MYOG/MYOG-evaluation.md	rejected	32	545	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
MYRF	detail/rejected/MYRF/MYRF-evaluation.md	rejected	32	560	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
Mfap1b	detail/rejected/Mfap1b/Mfap1b-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
Msx3	detail/rejected/Msx3/Msx3-evaluation.md	rejected	37	855	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
NAB2	detail/rejected/NAB2/NAB2-evaluation.md	rejected	45	790	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NACA	detail/rejected/NACA/NACA-evaluation.md	rejected	45	850	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NACAD	detail/rejected/NACAD/NACAD-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NANOGNB	detail/rejected/NANOGNB/NANOGNB-evaluation.md	rejected	45	743	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NANS	detail/rejected/NANS/NANS-evaluation.md	rejected	45	766	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NASP	detail/rejected/NASP/NASP-evaluation.md	rejected	45	828	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NBAS	detail/rejected/NBAS/NBAS-evaluation.md	rejected	45	776	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NBR1	detail/rejected/NBR1/NBR1-evaluation.md	rejected	45	767	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NCBP1	detail/rejected/NCBP1/NCBP1-evaluation.md	rejected	45	777	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NCOA3	detail/rejected/NCOA3/NCOA3-evaluation.md	rejected	45	772	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NCOA4	detail/rejected/NCOA4/NCOA4-evaluation.md	rejected	45	773	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NDC80	detail/rejected/NDC80/NDC80-evaluation.md	rejected	45	776	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NDE1	detail/rejected/NDE1/NDE1-evaluation.md	rejected	45	774	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NDN	detail/rejected/NDN/NDN-evaluation.md	rejected	45	761	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NDOR1	detail/rejected/NDOR1/NDOR1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NEDD8	detail/rejected/NEDD8/NEDD8-evaluation.md	rejected	39	891	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
NEDD9	detail/rejected/NEDD9/NEDD9-evaluation.md	rejected	45	878	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NEFH	detail/rejected/NEFH/NEFH-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NEFL	detail/rejected/NEFL/NEFL-evaluation.md	rejected	45	767	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NEIL1	detail/rejected/NEIL1/NEIL1-evaluation.md	rejected	45	808	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NEIL2	detail/rejected/NEIL2/NEIL2-evaluation.md	rejected	45	789	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NEIL3	detail/rejected/NEIL3/NEIL3-evaluation.md	rejected	45	788	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NEK2	detail/rejected/NEK2/NEK2-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
NEK7	detail/rejected/NEK7/NEK7-evaluation.md	rejected	39	887	True	False	False	True	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,Structure
NEMP2	detail/rejected/NEMP2/NEMP2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NET1	detail/rejected/NET1/NET1-evaluation.md	rejected	45	816	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NEUROD2	detail/rejected/NEUROD2/NEUROD2-evaluation.md	rejected	45	803	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFE2	detail/rejected/NFE2/NFE2-evaluation.md	rejected	45	810	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFIC	detail/rejected/NFIC/NFIC-evaluation.md	rejected	45	777	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFIL3	detail/rejected/NFIL3/NFIL3-evaluation.md	rejected	45	824	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFILZ	detail/rejected/NFILZ/NFILZ-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NFIX	detail/rejected/NFIX/NFIX-evaluation.md	rejected	45	776	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFKBIA	detail/rejected/NFKBIA/NFKBIA-evaluation.md	rejected	45	852	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFS1	detail/rejected/NFS1/NFS1-evaluation.md	rejected	45	763	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFYA	detail/rejected/NFYA/NFYA-evaluation.md	rejected	45	821	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFYB	detail/rejected/NFYB/NFYB-evaluation.md	rejected	45	819	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NFYC	detail/rejected/NFYC/NFYC-evaluation.md	rejected	45	820	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NHLH1	detail/rejected/NHLH1/NHLH1-evaluation.md	rejected	45	797	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NICN1	detail/rejected/NICN1/NICN1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NIN	detail/rejected/NIN/NIN-evaluation.md	rejected	45	742	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NMI	detail/rejected/NMI/NMI-evaluation.md	rejected	45	761	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NMNAT1	detail/rejected/NMNAT1/NMNAT1-evaluation.md	rejected	45	789	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NMRAL1	detail/rejected/NMRAL1/NMRAL1-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NOBOX	detail/rejected/NOBOX/NOBOX-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NOCT	detail/rejected/NOCT/NOCT-evaluation.md	rejected	45	748	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NOTO	detail/rejected/NOTO/NOTO-evaluation.md	rejected	45	755	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NPAS2	detail/rejected/NPAS2/NPAS2-evaluation.md	rejected	45	770	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NPAS4	detail/rejected/NPAS4/NPAS4-evaluation.md	rejected	45	770	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NPAT	detail/rejected/NPAT/NPAT-evaluation.md	rejected	45	827	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NSMF	detail/rejected/NSMF/NSMF-evaluation.md	rejected	45	805	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NTAQ1	detail/rejected/NTAQ1/NTAQ1-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NTMT2	detail/rejected/NTMT2/NTMT2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NUAK1	detail/rejected/NUAK1/NUAK1-evaluation.md	rejected	45	796	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NUBP2	detail/rejected/NUBP2/NUBP2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NUCKS1	detail/rejected/NUCKS1/NUCKS1-evaluation.md	rejected	45	868	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NUDCD2	detail/rejected/NUDCD2/NUDCD2-evaluation.md	rejected	44	979	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUDT14	detail/rejected/NUDT14/NUDT14-evaluation.md	rejected	44	979	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUDT6	detail/rejected/NUDT6/NUDT6-evaluation.md	rejected	44	972	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUDT8	detail/rejected/NUDT8/NUDT8-evaluation.md	rejected	44	972	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUF2	detail/rejected/NUF2/NUF2-evaluation.md	rejected	45	825	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NUFIP1	detail/rejected/NUFIP1/NUFIP1-evaluation.md	rejected	44	979	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUGGC	detail/rejected/NUGGC/NUGGC-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NUMA1	detail/rejected/NUMA1/NUMA1-evaluation.md	rejected	45	777	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NUP43	detail/rejected/NUP43/NUP43-evaluation.md	rejected	44	972	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUP62	detail/rejected/NUP62/NUP62-evaluation.md	rejected	44	972	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUP62CL	detail/rejected/NUP62CL/NUP62CL-evaluation.md	rejected	44	986	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUPR1	detail/rejected/NUPR1/NUPR1-evaluation.md	rejected	45	829	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NUPR2	detail/rejected/NUPR2/NUPR2-evaluation.md	rejected	48	893	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
NUS1	detail/rejected/NUS1/NUS1-evaluation.md	rejected	44	965	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUSAP1	detail/rejected/NUSAP1/NUSAP1-evaluation.md	rejected	45	786	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NUTM1	detail/rejected/NUTM1/NUTM1-evaluation.md	rejected	45	821	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
NUTM2D	detail/rejected/NUTM2D/NUTM2D-evaluation.md	rejected	44	979	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NUTM2F	detail/rejected/NUTM2F/NUTM2F-evaluation.md	rejected	44	979	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NXF2B	detail/rejected/NXF2B/NXF2B-evaluation.md	rejected	44	972	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
NXPE2	detail/rejected/NXPE2/NXPE2-evaluation.md	rejected	44	972	True	True	True	True	True	False	True	True	False	False	False	Thin rejected/backlog candidate; Missing: PPI
Ncbp2	detail/rejected/Ncbp2/Ncbp2-evaluation.md	rejected	37	859	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
Nsun5	detail/rejected/Nsun5/Nsun5-evaluation.md	rejected	37	859	True	False	False	False	False	True	True	True	False	False	False	Thin rejected/backlog candidate; Missing: HPA,UniProt/GO,PubMed,Structure
OFD1	detail/rejected/OFD1/OFD1-evaluation.md	rejected	45	837	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OGG1	detail/rejected/OGG1/OGG1-evaluation.md	rejected	45	805	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OIP5	detail/rejected/OIP5/OIP5-evaluation.md	rejected	45	764	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OLIG1	detail/rejected/OLIG1/OLIG1-evaluation.md	rejected	45	779	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
ONECUT1	detail/rejected/ONECUT1/ONECUT1-evaluation.md	rejected	45	798	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
ONECUT2	detail/rejected/ONECUT2/ONECUT2-evaluation.md	rejected	45	798	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OOEP	detail/rejected/OOEP/OOEP-evaluation.md	rejected	48	890	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
OSBP	detail/rejected/OSBP/OSBP-evaluation.md	rejected	45	763	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OSBPL8	detail/rejected/OSBPL8/OSBPL8-evaluation.md	rejected	48	896	True	True	True	True	True	True	False	True	False	False	False	Thin rejected/backlog candidate
OSMR	detail/rejected/OSMR/OSMR-evaluation.md	rejected	45	759	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OSR1	detail/rejected/OSR1/OSR1-evaluation.md	rejected	45	780	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OSR2	detail/rejected/OSR2/OSR2-evaluation.md	rejected	45	801	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OTP	detail/rejected/OTP/OTP-evaluation.md	rejected	45	755	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
OTX1	detail/rejected/OTX1/OTX1-evaluation.md	rejected	45	762	True	True	True	True	False	False	False	True	False	False	False	Thin rejected/backlog candidate; Missing: Structure,PPI
