gene	excel_sheets	has_report	report_paths	status	category	lines	chars	has_duplicate	coverage_status	reason
MRFAP1	?	True	detail/rejected/MRFAP1/MRFAP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MRGBP	?	True	detail/rejected/MRGBP/MRGBP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MRI1	?	True	detail/rejected/MRI1/MRI1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MRNIP	?	True	detail/rejected/MRNIP/MRNIP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MRO	?	True	detail/rejected/MRO/MRO-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MROH1	?	True	detail/nucleoplasm/MROH1/MROH1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MROH6	?	True	detail/nucleoplasm/MROH6/MROH6-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MROH8	?	True	detail/nucleoplasm/MROH8/MROH8-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MRPL40	?	True	detail/nucleolus/MRPL40/MRPL40-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
MRPL44	?	True	detail/nuclear-body/MRPL44/MRPL44-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
MRTFA	?	True	detail/rejected/MRTFA/MRTFA-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MRTFB	?	True	detail/nucleoplasm/MRTFB/MRTFB-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MS4A12	?	True	detail/nucleoplasm/MS4A12/MS4A12-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MS4A14	?	True	detail/nucleoplasm/MS4A14/MS4A14-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MSANTD1	?	True	detail/nuclear-speckle/MSANTD1/MSANTD1-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
MSANTD3	?	True	detail/nuclear-speckle/MSANTD3/MSANTD3-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
MSANTD4	?	True	detail/nucleoplasm/MSANTD4/MSANTD4-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MSC	?	True	detail/rejected/MSC/MSC-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MSGN1	?	True	detail/nucleoplasm/MSGN1/MSGN1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MSL1	?	True	detail/nuclear-speckle/MSL1/MSL1-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
MSL2	?	True	detail/rejected/MSL2/MSL2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MSL3	?	True	detail/nucleoplasm/MSL3/MSL3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MSL3B	?	True	detail/rejected/MSL3B/MSL3B-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MSRA	?	True	detail/rejected/MSRA/MSRA-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MSRB1	?	True	detail/nucleoplasm/MSRB1/MSRB1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MSX1	?	True	detail/rejected/MSX1/MSX1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MSX2	?	True	detail/rejected/MSX2/MSX2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MT1E	?	True	detail/rejected/MT1E/MT1E-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTA1	?	True	detail/rejected/MTA1/MTA1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTA2	?	True	detail/rejected/MTA2/MTA2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTA3	?	True	detail/rejected/MTA3/MTA3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTAP	?	True	detail/rejected/MTAP/MTAP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTBP	?	True	detail/nucleoplasm/MTBP/MTBP-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MTCL3	?	True	detail/rejected/MTCL3/MTCL3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTCP1	?	True	detail/nucleoplasm/MTCP1/MTCP1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MTF1	?	True	detail/rejected/MTF1/MTF1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTF2	?	True	detail/nucleoplasm/MTF2/MTF2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MTHFSD	?	True	detail/nucleoplasm/MTHFSD/MTHFSD-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MTMR10	?	True	detail/nuclear-speckle/MTMR10/MTMR10-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
MTMR7	?	True	detail/nucleoplasm/MTMR7/MTMR7-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MTMR8	?	True	detail/nuclear-envelope/MTMR8/MTMR8-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
MTPN	?	True	detail/nucleoplasm/MTPN/MTPN-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MTREX	?	True	detail/nucleoplasm/MTREX/MTREX-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MTRR	?	True	detail/rejected/MTRR/MTRR-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MTUS1	?	True	detail/nucleolus/MTUS1/MTUS1-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
MUS81	?	True	detail/rejected/MUS81/MUS81-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MUTYH	?	True	detail/rejected/MUTYH/MUTYH-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MVB12A	?	True	detail/rejected/MVB12A/MVB12A-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MVP	?	True	detail/rejected/MVP/MVP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MX1	?	True	detail/rejected/MX1/MX1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MX2	?	True	detail/rejected/MX2/MX2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MXD1	?	True	detail/rejected/MXD1/MXD1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MXD3	?	True	detail/nucleoplasm/MXD3/MXD3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MXD4	?	True	detail/nucleoplasm/MXD4/MXD4-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MXI1	?	True	detail/rejected/MXI1/MXI1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MXRA8	?	True	detail/nuclear-speckle/MXRA8/MXRA8-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
MYADM	?	True	detail/nuclear-speckle/MYADM/MYADM-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
MYB	?	True	detail/rejected/MYB/MYB-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYBL1	?	True	detail/rejected/MYBL1/MYBL1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYBL2	?	True	detail/rejected/MYBL2/MYBL2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYBPH	?	True	detail/nucleoplasm/MYBPH/MYBPH-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYCBP2	?	True	detail/nucleoplasm/MYCBP2/MYCBP2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYCL	?	True	detail/nucleoplasm/Mycl/Mycl-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYCN	?	True	detail/rejected/MYCN/MYCN-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYCT1	?	True	detail/nucleoplasm/MYCT1/MYCT1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYD88	?	True	detail/rejected/MYD88/MYD88-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYEF2	?	True	detail/nucleoplasm/MYEF2/MYEF2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYEOV	?	True	detail/nucleolus/MYEOV/MYEOV-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
MYF5	?	True	detail/rejected/MYF5/MYF5-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYF6	?	True	detail/rejected/MYF6/MYF6-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYG1	?	True	detail/nucleolus/MYG1/MYG1-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
MYOD1	?	True	detail/rejected/MYOD1/MYOD1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYOG	?	True	detail/rejected/MYOG/MYOG-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYORG	?	True	detail/rejected/MYORG/MYORG-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYOZ1	?	True	detail/nucleoplasm/MYOZ1/MYOZ1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYOZ2	?	True	detail/nucleoplasm/MYOZ2/MYOZ2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYPN	?	True	detail/nucleoplasm/MYPN/MYPN-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYPOP	?	True	detail/nucleoplasm/MYPOP/MYPOP-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYRF	?	True	detail/rejected/MYRF/MYRF-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
MYRFL	?	True	detail/nucleoplasm/MYRFL/MYRFL-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MYRIP	?	True	detail/nucleolus/MYRIP/MYRIP-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
MYSM1	?	True	detail/nucleoplasm/MYSM1/MYSM1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
MZT2B	?	True	detail/nucleoplasm/MZT2B/MZT2B-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
Mef2b	?	True	detail/rejected/MEF2B/MEF2B-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
Meis3	?	True	detail/nucleoplasm/MEIS3/MEIS3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
Mfap1a	?	True	detail/rejected/Mfap1a/Mfap1a-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
Mfap1b	?	True	detail/rejected/Mfap1b/Mfap1b-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
Mndal	?	True	detail/rejected/Mndal/Mndal-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
Mplkip	?	True	detail/nucleoplasm/Mplkip/Mplkip-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
Mrfap1	?	True	detail/rejected/MRFAP1/MRFAP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
Msl3	?	True	detail/nucleoplasm/MSL3/MSL3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
Msx3	?	True	detail/rejected/Msx3/Msx3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
Mycl	?	True	detail/nucleoplasm/Mycl/Mycl-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
Mycn	?	True	detail/rejected/MYCN/MYCN-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
Mycs	?	True	detail/rejected/Mycs/Mycs-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
N4BP1	?	True	detail/nucleolus/N4BP1/N4BP1-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
N4BP2	?	True	detail/nucleoplasm/N4BP2/N4BP2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
N4BP2L2	?	True	detail/nucleoplasm/N4BP2L2/N4BP2L2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
N4BP3	?	True	detail/rejected/N4BP3/N4BP3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NAA10	?	True	detail/rejected/NAA10/NAA10-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NAA11	?	True	detail/nucleoplasm/Naa11/Naa11-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAA15	?	True	detail/nuclear-body/NAA15/NAA15-evaluation.md	COVERED_SCORED	nuclear-body	?	?	?	COVERED_SCORED	OK
NAA20	?	True	detail/nucleoplasm/NAA20/NAA20-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAA30	?	True	detail/rejected/NAA30/NAA30-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NAA35	?	True	detail/nucleoplasm/NAA35/NAA35-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAA38	?	True	detail/nucleoplasm/NAA38/NAA38-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAA40	?	True	detail/nucleoplasm/NAA40/NAA40-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAA50	?	True	detail/nucleus-cytoplasm/NAA50/NAA50-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
NAALADL2	?	True	detail/nucleoplasm/NAALADL2/NAALADL2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAB1	?	True	detail/nucleoplasm/NAB1/NAB1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAB2	?	True	detail/rejected/NAB2/NAB2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NABP1	?	True	detail/rejected/NABP1/NABP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NABP2	?	True	detail/nucleoplasm/NABP2/NABP2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NACA	?	True	detail/rejected/NACA/NACA-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NACA2	?	True	detail/nucleoplasm/NACA2/NACA2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NACAD	?	True	detail/rejected/NACAD/NACAD-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NACC1	?	True	detail/nucleus-cytoplasm/NACC1/NACC1-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
NACC2	?	True	detail/nucleus-cytoplasm/NACC2/NACC2-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
NADK	?	True	detail/nucleoplasm/NADK/NADK-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAGK	?	True	detail/nucleoplasm/NAGK/NAGK-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAIF1	?	True	detail/nucleoplasm/NAIF1/NAIF1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAMPT	?	True	detail/rejected/NAMPT/NAMPT-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NANOGNB	?	True	detail/rejected/NANOGNB/NANOGNB-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NANOGP8	?	True	detail/nuclear-envelope/NANOGP8/NANOGP8-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
NANP	?	True	detail/rejected/NANP/NANP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NANS	?	True	detail/rejected/NANS/NANS-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NAP1L1	?	True	detail/chromatin/NAP1L1/NAP1L1-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
NAP1L2	?	True	detail/chromatin/NAP1L2/NAP1L2-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
NAP1L3	?	True	detail/nucleoplasm/NAP1L3/NAP1L3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAP1L4	?	True	detail/nucleoplasm/NAP1L4/NAP1L4-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAP1L5	?	True	detail/nucleoplasm/NAP1L5/NAP1L5-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAPEPLD	?	True	detail/rejected/NAPEPLD/NAPEPLD-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NAPRT	?	True	detail/nucleoplasm/NAPRT/NAPRT-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NARF	?	True	detail/nucleolus/NARF/NARF-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
NASP	?	True	detail/rejected/NASP/NASP-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NAT10	?	True	detail/rejected/NAT10/NAT10-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NAT16	?	True	detail/nucleoplasm/NAT16/NAT16-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAT9	?	True	detail/nucleoplasm/NAT9/NAT9-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAV2	?	True	detail/nucleoplasm/NAV2/NAV2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NAV3	?	True	detail/nuclear-envelope/NAV3/NAV3-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
NBAS	?	True	detail/rejected/NBAS/NBAS-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NBEAL1	?	True	detail/nucleoplasm/NBEAL1/NBEAL1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NBN	?	True	detail/rejected/NBN/NBN-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NBPF3	?	True	detail/nuclear-speckle/NBPF3/NBPF3-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
NBPF4	?	True	detail/rejected/NBPF4/NBPF4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NBPF6	?	True	detail/nucleoplasm/NBPF6/NBPF6-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NBR1	?	True	detail/rejected/NBR1/NBR1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCAPD2	?	True	detail/chromatin/NCAPD2/NCAPD2-evaluation.md	COVERED_SCORED	chromatin	?	?	?	COVERED_SCORED	OK
NCAPD3	?	True	detail/nucleoplasm/NCAPD3/NCAPD3-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCAPG2	?	True	detail/nuclear-speckle/NCAPG2/NCAPG2-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
NCAPH	?	True	detail/nucleoplasm/NCAPH/NCAPH-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCAPH2	?	True	detail/nucleoplasm/NCAPH2/NCAPH2-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCBP1	?	True	detail/rejected/NCBP1/NCBP1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCBP2	?	True	detail/rejected/Ncbp2/Ncbp2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCBP3	?	True	detail/nuclear-speckle/NCBP3/NCBP3-evaluation.md	COVERED_SCORED	nuclear-speckle	?	?	?	COVERED_SCORED	OK
NCK1	?	True	detail/rejected/NCK1/NCK1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCKAP5	?	True	detail/nucleoplasm/NCKAP5/NCKAP5-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCKIPSD	?	True	detail/nucleoplasm/NCKIPSD/NCKIPSD-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCL	?	True	detail/rejected/NCL/NCL-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCLN	?	True	detail/nucleoplasm/NCLN/NCLN-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCOA1	?	True	detail/rejected/NCOA1/NCOA1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCOA2	?	True	detail/rejected/NCOA2/NCOA2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCOA3	?	True	detail/rejected/NCOA3/NCOA3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCOA4	?	True	detail/rejected/NCOA4/NCOA4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCOA5	?	True	detail/nucleoplasm/NCOA5/NCOA5-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCOA6	?	True	detail/nucleoplasm/NCOA6/NCOA6-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NCOA7	?	True	detail/nucleus-cytoplasm/NCOA7/NCOA7-evaluation.md	COVERED_SCORED	nucleus-cytoplasm	?	?	?	COVERED_SCORED	OK
NCOR1	?	True	detail/rejected/NCOR1/NCOR1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NCOR2	?	True	detail/rejected/NCOR2/NCOR2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NDC1	?	True	detail/nuclear-envelope/NDC1/NDC1-evaluation.md	COVERED_SCORED	nuclear-envelope	?	?	?	COVERED_SCORED	OK
NDC80	?	True	detail/rejected/NDC80/NDC80-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NDE1	?	True	detail/rejected/NDE1/NDE1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NDEL1	?	True	detail/rejected/NDEL1/NDEL1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NDN	?	True	detail/rejected/NDN/NDN-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NDOR1	?	True	detail/rejected/NDOR1/NDOR1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NDRG2	?	True	detail/rejected/NDRG2/NDRG2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NDUFA9	?	True	detail/nucleoplasm/NDUFA9/NDUFA9-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NECAB1	?	True	detail/nucleoplasm/NECAB1/NECAB1-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NEDD1	?	True	detail/nucleolus/NEDD1/NEDD1-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
NEDD4	?	True	detail/rejected/NEDD4/NEDD4-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEDD8	?	True	detail/rejected/NEDD8/NEDD8-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEDD9	?	True	detail/rejected/NEDD9/NEDD9-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEFH	?	True	detail/rejected/NEFH/NEFH-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEFL	?	True	detail/rejected/NEFL/NEFL-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEIL1	?	True	detail/rejected/NEIL1/NEIL1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEIL2	?	True	detail/rejected/NEIL2/NEIL2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEIL3	?	True	detail/rejected/NEIL3/NEIL3-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEK1	?	True	detail/rejected/NEK1/NEK1-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
NEK10	?	True	detail/nucleoplasm/NEK10/NEK10-evaluation.md	COVERED_SCORED	nucleoplasm	?	?	?	COVERED_SCORED	OK
NEK11	?	True	detail/nucleolus/NEK11/NEK11-evaluation.md	COVERED_SCORED	nucleolus	?	?	?	COVERED_SCORED	OK
NEK2	?	True	detail/rejected/NEK2/NEK2-evaluation.md	COVERED_REJECTED	rejected	?	?	?	COVERED_REJECTED	OK
