gene	path	status	category	lines	chars	has_yaml	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_te_relevance_reasoning	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	risk_level	recommended_action	reason
LBH	detail/rejected/LBH/LBH-evaluation.md	rejected	rejected	41	795	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
GLIPR2	detail/rejected/GLIPR2/GLIPR2-evaluation.md	rejected	rejected	172	4786	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TCEANC2	detail/rejected/TCEANC2/TCEANC2-evaluation.md	rejected	rejected	49	899	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
ERP44	detail/rejected/ERP44/ERP44-evaluation.md	rejected	rejected	184	5911	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CASK	detail/rejected/CASK/CASK-evaluation.md	rejected	rejected	184	5772	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RCCD1	detail/rejected/RCCD1/RCCD1-evaluation.md	rejected	rejected	179	5784	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
FCRL3	detail/rejected/FCRL3/FCRL3-evaluation.md	rejected	rejected	178	5697	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
KLHL15	detail/rejected/KLHL15/KLHL15-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
AVPI1	detail/rejected/AVPI1/AVPI1-evaluation.md	rejected	rejected	174	4918	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GMPR	detail/rejected/GMPR/GMPR-evaluation.md	rejected	rejected	167	4212	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MYD88	detail/rejected/MYD88/MYD88-evaluation.md	rejected	rejected	175	5173	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
AKIP1	detail/rejected/AKIP1/AKIP1-evaluation.md	rejected	rejected	114	3699	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PAX6	detail/rejected/PAX6/PAX6-evaluation.md	rejected	rejected	181	5537	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
ATR	detail/rejected/ATR/ATR-evaluation.md	rejected	rejected	175	5104	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
TNKS	detail/rejected/TNKS/TNKS-evaluation.md	rejected	rejected	46	817	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
BRCA1	detail/rejected/BRCA1/BRCA1-evaluation.md	rejected	rejected	184	5968	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DESI1	detail/rejected/DESI1/DESI1-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
OGFOD2	detail/rejected/OGFOD2/OGFOD2-evaluation.md	rejected	rejected	174	5233	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
WDHD1	detail/rejected/WDHD1/WDHD1-evaluation.md	rejected	rejected	46	800	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FAM149A	detail/rejected/FAM149A/FAM149A-evaluation.md	rejected	rejected	168	4650	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
R3HDM4	detail/rejected/R3HDM4/R3HDM4-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
RP2	detail/rejected/RP2/RP2-evaluation.md	rejected	rejected	175	5207	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
COX14	detail/rejected/COX14/COX14-evaluation.md	rejected	rejected	179	5743	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MSRA	detail/rejected/MSRA/MSRA-evaluation.md	rejected	rejected	33	567	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
CCDC9	detail/rejected/CCDC9/CCDC9-evaluation.md	rejected	rejected	181	5630	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
WDR55	detail/rejected/WDR55/WDR55-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
SMURF2	detail/rejected/SMURF2/SMURF2-evaluation.md	rejected	rejected	40	895	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
DLG5	detail/rejected/DLG5/DLG5-evaluation.md	rejected	rejected	165	4162	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
BMX	detail/rejected/BMX/BMX-evaluation.md	rejected	rejected	180	5921	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PALB2	detail/rejected/PALB2/PALB2-evaluation.md	rejected	rejected	46	777	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
KLF11	detail/rejected/KLF11/KLF11-evaluation.md	rejected	rejected	41	795	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
NEK7	detail/rejected/NEK7/NEK7-evaluation.md	rejected	rejected	40	887	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
CPTP	detail/rejected/CPTP/CPTP-evaluation.md	rejected	rejected	164	5005	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ARNT	detail/rejected/ARNT/ARNT-evaluation.md	rejected	rejected	209	8516	True	True	True	True	True	True	True	True	False	True	False	False	False	False	OK	KEEP	OK
PNPLA3	detail/rejected/PNPLA3/PNPLA3-evaluation.md	rejected	rejected	175	5514	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
KRR1	detail/rejected/KRR1/KRR1-evaluation.md	rejected	rejected	41	830	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FGF12	detail/rejected/FGF12/FGF12-evaluation.md	rejected	rejected	22	304	True	True	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	PDB,PPI,Reason
EFHC2	detail/rejected/EFHC2/EFHC2-evaluation.md	rejected	rejected	173	5151	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
RLBP1	detail/rejected/RLBP1/RLBP1-evaluation.md	rejected	rejected	46	772	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
GPR155	detail/rejected/GPR155/GPR155-evaluation.md	rejected	rejected	167	4988	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
KLF9	detail/rejected/KLF9/KLF9-evaluation.md	rejected	rejected	181	5949	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
HSBP1	detail/rejected/HSBP1/HSBP1-evaluation.md	rejected	rejected	44	981	True	False	True	True	False	False	True	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
AGO2	detail/rejected/AGO2/AGO2-evaluation.md	rejected	rejected	175	5115	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CHCHD6	detail/rejected/CHCHD6/CHCHD6-evaluation.md	rejected	rejected	35	657	True	False	True	True	False	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
MEF2C	detail/rejected/MEF2C/MEF2C-evaluation.md	rejected	rejected	184	5746	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NANP	detail/rejected/NANP/NANP-evaluation.md	rejected	rejected	177	5632	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
FARP1	detail/rejected/FARP1/FARP1-evaluation.md	rejected	rejected	185	6016	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SULT1E1	detail/rejected/SULT1E1/SULT1E1-evaluation.md	rejected	rejected	179	5846	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DDB2	detail/rejected/DDB2/DDB2-evaluation.md	rejected	rejected	184	5927	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RASL11A	detail/rejected/RASL11A/RASL11A-evaluation.md	rejected	rejected	49	899	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
Csnk2a1	detail/rejected/Csnk2a1/Csnk2a1-evaluation.md	rejected	rejected	38	867	True	False	False	False	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,Reason
NUDT8	detail/rejected/NUDT8/NUDT8-evaluation.md	rejected	rejected	45	972	True	False	True	True	True	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
VIRMA	detail/rejected/VIRMA/VIRMA-evaluation.md	rejected	rejected	46	784	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
STRAP	detail/rejected/STRAP/STRAP-evaluation.md	rejected	rejected	181	5791	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MAFB	detail/rejected/MAFB/MAFB-evaluation.md	rejected	rejected	179	5720	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NDN	detail/rejected/NDN/NDN-evaluation.md	rejected	rejected	46	761	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
DNAJC18	detail/rejected/DNAJC18/DNAJC18-evaluation.md	rejected	rejected	173	4845	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
KEAP1	detail/rejected/KEAP1/KEAP1-evaluation.md	rejected	rejected	177	5414	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MRPL44	detail/rejected/MRPL44/MRPL44-evaluation.md	rejected	rejected	11	188	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
FAM185A	detail/rejected/FAM185A/FAM185A-evaluation.md	rejected	rejected	170	4596	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
FOXO1	detail/rejected/FOXO1/FOXO1-evaluation.md	rejected	rejected	182	5969	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MNS1	detail/rejected/MNS1/MNS1-evaluation.md	rejected	rejected	11	184	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
TGFB1I1	detail/rejected/TGFB1I1/TGFB1I1-evaluation.md	rejected	rejected	46	795	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
KPTN	detail/rejected/KPTN/KPTN-evaluation.md	rejected	rejected	36	625	True	False	True	False	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,PPI,Reason
Tbl1x	detail/rejected/Tbl1x/Tbl1x-evaluation.md	rejected	rejected	38	859	True	False	False	False	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,Reason
EXOC3L	detail/rejected/EXOC3L/EXOC3L-evaluation.md	rejected	rejected	174	5097	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MEF2D	detail/rejected/MEF2D/MEF2D-evaluation.md	rejected	rejected	179	5555	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
AURKB	detail/rejected/AURKB/AURKB-evaluation.md	rejected	rejected	40	891	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
C4orf51	detail/rejected/C4orf51/C4orf51-evaluation.md	rejected	rejected	155	3788	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
HELLS	detail/rejected/HELLS/HELLS-evaluation.md	rejected	rejected	44	992	True	False	True	True	False	False	True	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
OTX2	detail/rejected/OTX2/OTX2-evaluation.md	rejected	rejected	180	5388	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NPAS4	detail/rejected/NPAS4/NPAS4-evaluation.md	rejected	rejected	46	770	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
SKP1	detail/rejected/SKP1/SKP1-evaluation.md	rejected	rejected	46	815	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
NUDT6	detail/rejected/NUDT6/NUDT6-evaluation.md	rejected	rejected	45	972	True	False	True	True	True	False	False	True	True	True	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI
GOLGA5	detail/rejected/GOLGA5/GOLGA5-evaluation.md	rejected	rejected	182	5945	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TRIM63	detail/rejected/TRIM63/TRIM63-evaluation.md	rejected	rejected	172	5724	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CKS2	detail/rejected/CKS2/CKS2-evaluation.md	rejected	rejected	178	5904	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DIAPH1	detail/rejected/DIAPH1/DIAPH1-evaluation.md	rejected	rejected	176	5383	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
KLF7	detail/rejected/KLF7/KLF7-evaluation.md	rejected	rejected	41	792	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FSTL3	detail/rejected/FSTL3/FSTL3-evaluation.md	rejected	rejected	22	320	True	True	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	PDB,PPI,Reason
GFPT1	detail/rejected/GFPT1/GFPT1-evaluation.md	rejected	rejected	178	5901	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TET3	detail/rejected/TET3/TET3-evaluation.md	rejected	rejected	181	5824	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SUV39H2	detail/rejected/SUV39H2/SUV39H2-evaluation.md	rejected	rejected	180	5862	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
CPT2	detail/rejected/CPT2/CPT2-evaluation.md	rejected	rejected	172	4837	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EXOC7	detail/rejected/EXOC7/EXOC7-evaluation.md	rejected	rejected	185	6116	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CEBPB	detail/rejected/CEBPB/CEBPB-evaluation.md	rejected	rejected	184	5980	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CBLC	detail/rejected/CBLC/CBLC-evaluation.md	rejected	rejected	178	5724	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
DBP	detail/rejected/DBP/DBP-evaluation.md	rejected	rejected	179	5408	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
MAFK	detail/rejected/MAFK/MAFK-evaluation.md	rejected	rejected	33	566	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
TPR	detail/rejected/TPR/TPR-evaluation.md	rejected	rejected	184	5926	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
MEFV	detail/rejected/MEFV/MEFV-evaluation.md	rejected	rejected	33	573	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
SBF1	detail/rejected/SBF1/SBF1-evaluation.md	rejected	rejected	11	184	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
SEPTIN10	detail/rejected/SEPTIN10/SEPTIN10-evaluation.md	rejected	rejected	11	192	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
CLSTN3	detail/rejected/CLSTN3/CLSTN3-evaluation.md	rejected	rejected	184	5947	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DNM1	detail/rejected/DNM1/DNM1-evaluation.md	rejected	rejected	176	5621	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
EML5	detail/rejected/EML5/EML5-evaluation.md	rejected	rejected	180	5778	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GOLGA2	detail/rejected/GOLGA2/GOLGA2-evaluation.md	rejected	rejected	180	5340	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TP53BP2	detail/rejected/TP53BP2/TP53BP2-evaluation.md	rejected	rejected	46	777	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
WDR37	detail/rejected/WDR37/WDR37-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
NHLRC2	detail/rejected/NHLRC2/NHLRC2-evaluation.md	rejected	rejected	11	188	True	False	False	False	False	False	False	True	False	True	False	False	False	False	CRITICAL	REPAIR_REPORT	HPA,PubMed,PDB,PPI
MTA3	detail/rejected/MTA3/MTA3-evaluation.md	rejected	rejected	180	5792	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
IMPDH1	detail/rejected/IMPDH1/IMPDH1-evaluation.md	rejected	rejected	26	367	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FBXO40	detail/rejected/FBXO40/FBXO40-evaluation.md	rejected	rejected	178	5703	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
DNAJC16	detail/rejected/DNAJC16/DNAJC16-evaluation.md	rejected	rejected	168	4197	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ANXA10	detail/rejected/ANXA10/ANXA10-evaluation.md	rejected	rejected	20	277	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
FEN1	detail/rejected/FEN1/FEN1-evaluation.md	rejected	rejected	22	302	True	True	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	PDB,PPI,Reason
DAXX	detail/rejected/DAXX/DAXX-evaluation.md	rejected	rejected	183	5965	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PAX7	detail/rejected/PAX7/PAX7-evaluation.md	rejected	rejected	178	5619	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ABRACL	detail/rejected/ABRACL/ABRACL-evaluation.md	rejected	rejected	169	5006	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ABCA17	detail/rejected/ABCA17/ABCA17-evaluation.md	rejected	rejected	155	3407	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
NFILZ	detail/rejected/NFILZ/NFILZ-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
OGFOD3	detail/rejected/OGFOD3/OGFOD3-evaluation.md	rejected	rejected	174	5737	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RSRC2	detail/rejected/RSRC2/RSRC2-evaluation.md	rejected	rejected	159	6370	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
SIGLEC11	detail/rejected/SIGLEC11/SIGLEC11-evaluation.md	rejected	rejected	46	769	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
Crxos	detail/rejected/Crxos/Crxos-evaluation.md	rejected	rejected	159	4179	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TPP2	detail/rejected/TPP2/TPP2-evaluation.md	rejected	rejected	49	890	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
DLG4	detail/rejected/DLG4/DLG4-evaluation.md	rejected	rejected	168	5460	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PRR13	detail/rejected/PRR13/PRR13-evaluation.md	rejected	rejected	49	893	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
FCGBP	detail/rejected/FCGBP/FCGBP-evaluation.md	rejected	rejected	180	5716	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CENPA	detail/rejected/CENPA/CENPA-evaluation.md	rejected	rejected	184	5943	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
RPRD1A	detail/rejected/RPRD1A/RPRD1A-evaluation.md	rejected	rejected	182	12292	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
TP53INP2	detail/rejected/TP53INP2/TP53INP2-evaluation.md	rejected	rejected	46	772	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
C3orf20	detail/rejected/C3orf20/C3orf20-evaluation.md	rejected	rejected	169	4711	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
SELENBP1	detail/rejected/SELENBP1/SELENBP1-evaluation.md	rejected	rejected	182	5726	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
FCRL5	detail/rejected/FCRL5/FCRL5-evaluation.md	rejected	rejected	180	5662	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
SUN1	detail/rejected/SUN1/SUN1-evaluation.md	rejected	rejected	182	5812	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
TSNAXIP1	detail/rejected/TSNAXIP1/TSNAXIP1-evaluation.md	rejected	rejected	49	902	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
RTEL1	detail/rejected/RTEL1/RTEL1-evaluation.md	rejected	rejected	46	785	True	False	True	True	False	False	False	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
ESR2	detail/rejected/ESR2/ESR2-evaluation.md	rejected	rejected	180	5754	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
FAH	detail/rejected/FAH/FAH-evaluation.md	rejected	rejected	178	5640	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
STX2	detail/rejected/STX2/STX2-evaluation.md	rejected	rejected	46	753	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
SET	detail/rejected/SET/SET-evaluation.md	rejected	rejected	184	5863	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
ABCA3	detail/rejected/ABCA3/ABCA3-evaluation.md	rejected	rejected	155	3396	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CSTPP1	detail/rejected/CSTPP1/CSTPP1-evaluation.md	rejected	rejected	166	5253	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
KAZN	detail/rejected/KAZN/KAZN-evaluation.md	rejected	rejected	49	890	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
DOCK7	detail/rejected/DOCK7/DOCK7-evaluation.md	rejected	rejected	173	4929	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
R3HDM2	detail/rejected/R3HDM2/R3HDM2-evaluation.md	rejected	rejected	49	896	True	True	True	True	True	True	True	True	False	True	False	False	False	False	MED	MANUAL_REVIEW	OK
BTBD16	detail/rejected/BTBD16/BTBD16-evaluation.md	rejected	rejected	165	4694	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
FAM120AOS	detail/rejected/FAM120AOS/FAM120AOS-evaluation.md	rejected	rejected	171	5481	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CENPF	detail/rejected/CENPF/CENPF-evaluation.md	rejected	rejected	184	5766	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
CORO1C	detail/rejected/CORO1C/CORO1C-evaluation.md	rejected	rejected	184	6062	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
PARN	detail/rejected/PARN/PARN-evaluation.md	rejected	rejected	46	824	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
ITGA7	detail/rejected/ITGA7/ITGA7-evaluation.md	rejected	rejected	23	348	True	False	True	False	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PubMed,PDB,PPI,Reason
IFI44L	detail/rejected/IFI44L/IFI44L-evaluation.md	rejected	rejected	26	366	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
LIMK1	detail/rejected/LIMK1/LIMK1-evaluation.md	rejected	rejected	41	795	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
DPP9	detail/rejected/DPP9/DPP9-evaluation.md	rejected	rejected	176	5014	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
C20orf96	detail/rejected/C20orf96/C20orf96-evaluation.md	rejected	rejected	173	4941	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SSH1	detail/rejected/SSH1/SSH1-evaluation.md	rejected	rejected	46	753	True	False	True	True	False	False	False	False	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,PPI,Reason
PARG	detail/rejected/PARG/PARG-evaluation.md	rejected	rejected	40	887	True	False	False	True	False	False	True	True	False	False	False	False	False	False	HIGH	REPAIR_REPORT	HPA,PDB,Reason
CEP290	detail/rejected/CEP290/CEP290-evaluation.md	rejected	rejected	175	5761	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
CREB3	detail/rejected/CREB3/CREB3-evaluation.md	rejected	rejected	184	6162	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
GPRIN1	detail/rejected/GPRIN1/GPRIN1-evaluation.md	rejected	rejected	174	5049	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
SMCR8	detail/rejected/SMCR8/SMCR8-evaluation.md	rejected	rejected	188	8471	True	True	True	True	True	True	True	True	True	True	True	False	False	False	OK	KEEP	OK
CBFB	detail/rejected/CBFB/CBFB-evaluation.md	rejected	rejected	179	5722	True	True	True	True	True	True	True	True	True	True	False	False	False	False	OK	KEEP	OK
