gene	in_original_recovery_plan	original_recommended_action	in_full_reevaluate_batches	batch_id	was_processed	current_report_path	current_status	current_lines	current_chars	processed_but_not_in_queue	should_have_been_skipped	reason
FANCL	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FANCL/FANCL-evaluation.md	rejected	184	5853	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FANCM	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FANCM/FANCM-evaluation.md	rejected	182	5509	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FANK1	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FANK1/FANK1-evaluation.md	rejected	49	893	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FARP1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FARP1/FARP1-evaluation.md	rejected	185	6016	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FARP2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FARP2/FARP2-evaluation.md	rejected	179	5552	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FASTK	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nuclear-body/FASTK/FASTK-evaluation.md	scored	185	5871	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FASTKD1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FASTKD1/FASTKD1-evaluation.md	scored	186	6082	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FASTKD2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FASTKD2/FASTKD2-evaluation.md	rejected	181	5710	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FASTKD3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FASTKD3/FASTKD3-evaluation.md	scored	186	5994	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FASTKD5	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FASTKD5/FASTKD5-evaluation.md	rejected	181	5854	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FAU	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FAU/FAU-evaluation.md	scored	190	6264	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBF1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBF1/FBF1-evaluation.md	rejected	185	5822	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBH1	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FBH1/FBH1-evaluation.md	rejected	49	890	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBL	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBL/FBL-evaluation.md	rejected	176	5738	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBLL1	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FBLL1/FBLL1-evaluation.md	rejected	49	893	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBP2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBP2/FBP2-evaluation.md	rejected	22	300	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL17	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FBXL17/FBXL17-evaluation.md	rejected	49	896	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL18	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXL18/FBXL18-evaluation.md	scored	183	5791	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL19	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXL19/FBXL19-evaluation.md	scored	177	4467	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL20	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXL20/FBXL20-evaluation.md	rejected	173	5509	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nuclear-body/FBXL3/FBXL3-evaluation.md	scored	187	5817	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXL4/FBXL4-evaluation.md	scored	172	4452	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL5	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXL5/FBXL5-evaluation.md	scored	183	6038	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXL8	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXL8/FBXL8-evaluation.md	rejected	168	5153	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO11	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO11/FBXO11-evaluation.md	rejected	184	5709	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO15	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO15/FBXO15-evaluation.md	rejected	177	5439	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO17	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO17/FBXO17-evaluation.md	rejected	180	5597	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO18	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/chromatin/FBXO18/FBXO18-evaluation.md	scored	180	5916	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO2/FBXO2-evaluation.md	scored	188	6320	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO21	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO21/FBXO21-evaluation.md	rejected	179	5830	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO22	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO22/FBXO22-evaluation.md	scored	181	5845	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO24	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO24/FBXO24-evaluation.md	scored	182	5928	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO27	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO27/FBXO27-evaluation.md	scored	179	5579	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO28	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO28/FBXO28-evaluation.md	scored	177	5581	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO30	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO30/FBXO30-evaluation.md	rejected	177	5602	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO32	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO32/FBXO32-evaluation.md	rejected	168	4898	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO36	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO36/FBXO36-evaluation.md	scored	168	4769	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO38	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO38/FBXO38-evaluation.md	scored	180	5546	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO39	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO39/FBXO39-evaluation.md	rejected	168	4784	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO4/FBXO4-evaluation.md	scored	180	5555	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO40	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO40/FBXO40-evaluation.md	rejected	178	5703	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO42	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO42/FBXO42-evaluation.md	scored	177	5521	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO43	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO43/FBXO43-evaluation.md	scored	170	4873	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO45	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXO45/FBXO45-evaluation.md	scored	184	6057	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO48	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nuclear-speckle/FBXO48/FBXO48-evaluation.md	scored	168	4525	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO6	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO6/FBXO6-evaluation.md	rejected	180	5538	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXO9	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXO9/FBXO9-evaluation.md	rejected	180	5571	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW10	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXW10/FBXW10-evaluation.md	scored	170	4875	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW11	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nuclear-envelope/FBXW11/FBXW11-evaluation.md	scored	184	6150	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW12	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXW12/FBXW12-evaluation.md	rejected	171	5154	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXW4/FBXW4-evaluation.md	rejected	179	5667	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW5	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXW5/FBXW5-evaluation.md	rejected	180	5541	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW7	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXW7/FBXW7-evaluation.md	rejected	177	5436	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW8	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FBXW8/FBXW8-evaluation.md	scored	184	6101	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FBXW9	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FBXW9/FBXW9-evaluation.md	rejected	177	5632	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCGBP	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCGBP/FCGBP-evaluation.md	rejected	180	5716	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCHO1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FCHO1/FCHO1-evaluation.md	scored	182	5806	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCHO2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCHO2/FCHO2-evaluation.md	rejected	182	5945	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCMR	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FCMR/FCMR-evaluation.md	scored	178	5597	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCRL3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCRL3/FCRL3-evaluation.md	rejected	178	5697	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCRL4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCRL4/FCRL4-evaluation.md	rejected	178	5601	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCRL5	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCRL5/FCRL5-evaluation.md	rejected	180	5662	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCRL6	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCRL6/FCRL6-evaluation.md	rejected	168	4731	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCRLA	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCRLA/FCRLA-evaluation.md	rejected	174	5210	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FCRLB	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FCRLB/FCRLB-evaluation.md	rejected	164	4640	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FDPS	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FDPS/FDPS-evaluation.md	rejected	22	302	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FEN1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FEN1/FEN1-evaluation.md	rejected	22	302	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FERD3L	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/chromatin/FERD3L/FERD3L-evaluation.md	scored	169	5411	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FEV	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FEV/FEV-evaluation.md	rejected	22	302	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FGF12	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FGF12/FGF12-evaluation.md	rejected	22	304	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FGGY	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FGGY/FGGY-evaluation.md	scored	172	4559	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FHIT	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FHIT/FHIT-evaluation.md	rejected	22	303	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FHL1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FHL1/FHL1-evaluation.md	rejected	22	302	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FHL2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FHL2/FHL2-evaluation.md	rejected	22	308	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FHL3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FHL3/FHL3-evaluation.md	rejected	22	317	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FHL5	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FHL5/FHL5-evaluation.md	scored	178	5539	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FIBP	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FIBP/FIBP-evaluation.md	scored	241	10316	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FIGLA	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FIGLA/FIGLA-evaluation.md	rejected	22	315	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FIGNL1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	scored	205	6274	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FIRRM	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FIRRM/FIRRM-evaluation.md	rejected	49	893	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FKBP4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FKBP4/FKBP4-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FKBP5	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FKBP5/FKBP5-evaluation.md	rejected	22	320	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FLCN	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FLCN/FLCN-evaluation.md	rejected	22	302	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FLII	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FLII/FLII-evaluation.md	rejected	53	1281	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FMN1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FMN1/FMN1-evaluation.md	scored	179	4678	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXB1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	scored	183	4684	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXB2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/chromatin/FOXB2/FOXB2-evaluation.md	scored	157	3788	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXC2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXC2/FOXC2-evaluation.md	rejected	22	307	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXD2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXD2/FOXD2-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXD4L3	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FOXD4L3/FOXD4L3-evaluation.md	rejected	49	899	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXD4L5	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXD4L5/FOXD4L5-evaluation.md	scored	157	3686	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXE1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXE1/FOXE1-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXE3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXE3/FOXE3-evaluation.md	rejected	22	325	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXF1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXF1/FOXF1-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXF2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXF2/FOXF2-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXH1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXH1/FOXH1-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXI1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/FOXI1/FOXI1-evaluation.md	scored	127	3823	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXI2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/chromatin/FOXI2/FOXI2-evaluation.md	scored	169	4604	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXI3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXI3/FOXI3-evaluation.md	rejected	22	326	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXJ1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXJ1/FOXJ1-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXJ2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nuclear-body/FOXJ2/FOXJ2-evaluation.md	scored	189	5132	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXJ3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXJ3/FOXJ3-evaluation.md	scored	211	5407	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXK2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXK2/FOXK2-evaluation.md	scored	186	4805	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXL1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXL1/FOXL1-evaluation.md	rejected	178	5375	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXN2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXN2/FOXN2-evaluation.md	scored	118	3385	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXN3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXN3/FOXN3-evaluation.md	scored	184	4712	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXN4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	scored	181	4564	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXO3B	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXO3B/FOXO3B-evaluation.md	scored	163	4369	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXO4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXO4/FOXO4-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXO6	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/FOXO6/FOXO6-evaluation.md	scored	102	4534	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXP4	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXP4/FOXP4-evaluation.md	rejected	22	302	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXQ1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FOXQ1/FOXQ1-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXR1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/FOXR1/FOXR1-evaluation.md	scored	181	4777	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXR2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/FOXR2/FOXR2-evaluation.md	scored	181	4500	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FOXS1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FOXS1/FOXS1-evaluation.md	scored	118	3536	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FRG1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/FRG1/FRG1-evaluation.md	scored	101	4455	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FRG2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FRG2/FRG2-evaluation.md	rejected	22	324	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FRG2B	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FRG2B/FRG2B-evaluation.md	rejected	49	893	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FRG2C	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FRG2C/FRG2C-evaluation.md	rejected	49	893	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FRK	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FRK/FRK-evaluation.md	scored	118	3541	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FSAF1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/FSAF1/FSAF1-evaluation.md	scored	182	6234	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FSBP	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/FSBP/FSBP-evaluation.md	rejected	49	890	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FSD1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FSD1/FSD1-evaluation.md	rejected	22	308	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FSTL3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FSTL3/FSTL3-evaluation.md	rejected	22	320	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FTSJ1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/FTSJ1/FTSJ1-evaluation.md	scored	191	5430	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FTSJ3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FTSJ3/FTSJ3-evaluation.md	scored	176	4676	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FUBP1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FUBP1/FUBP1-evaluation.md	rejected	22	310	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FUBP3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	scored	181	4555	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FUT8	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FUT8/FUT8-evaluation.md	rejected	22	317	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FYTTD1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nuclear-speckle/FYTTD1/FYTTD1-evaluation.md	scored	221	8373	True	False	PROCESSED_BUT_NOT_IN_QUEUE
FZR1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/FZR1/FZR1-evaluation.md	rejected	22	308	True	False	PROCESSED_BUT_NOT_IN_QUEUE
Fam209	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/Fam209/Fam209-evaluation.md	rejected	49	896	True	False	PROCESSED_BUT_NOT_IN_QUEUE
Fbxw15	True	AUDIT_THEN_FIX	False	N/A	True	detail/rejected/Fbxw15/Fbxw15-evaluation.md	rejected	49	896	True	False	PROCESSED_BUT_NOT_IN_QUEUE
G2E3	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleolus/G2E3/G2E3-evaluation.md	scored	106	5068	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GAB1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/GAB1/GAB1-evaluation.md	rejected	35	708	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GABPB1	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/GABPB1/GABPB1-evaluation.md	scored	179	5640	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GABPB2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/GABPB2/GABPB2-evaluation.md	scored	179	5700	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GADD45A	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/GADD45A/GADD45A-evaluation.md	rejected	35	723	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GADD45B	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/GADD45B/GADD45B-evaluation.md	rejected	35	720	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GALK2	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/GALK2/GALK2-evaluation.md	scored	105	4177	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GALM	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/rejected/GALM/GALM-evaluation.md	rejected	39	843	True	False	PROCESSED_BUT_NOT_IN_QUEUE
GALNT7	False	NOT_IN_RECOVERY_PLAN	False	N/A	True	detail/nucleoplasm/GALNT7/GALNT7-evaluation.md	scored	180	5873	True	False	PROCESSED_BUT_NOT_IN_QUEUE
