gene	category	status	lines	chars	risk	missing_fields	issues	has_packet_error	has_template	has_hpa	has_pubmed	has_alphafold	has_pdb	has_ppi	has_literature
Rhox13	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SACK1A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SAGE1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SAMD10	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SAMD11	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SASH3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SAXO6	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SBF1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SBF2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SBNO1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SC5D	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SCAMP1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SCEL	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SCFD2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SCHIP1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SCRN2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SDCBP2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SEH1L	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SELENOH	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SELENOM	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SENP5	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SENP7	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SENP8	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SEPHS2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SEPTIN10	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SEPTIN3	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SEPTIN6	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SEPTIN7	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERF1A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERF1B	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERGEF	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERPINB10	rejected	rejected	11	194	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERPINB13	rejected	rejected	11	194	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERPINB9	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERTAD2	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERTAD3	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SERTAD4	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SFT2D1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SGK2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SGSM2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SGTB	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHFL	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHISA2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHISA6	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHLD2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHLD3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHOC1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHPK	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHROOM4	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SHTN1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SIGIRR	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SIGLEC15	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SIRAL1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SIVA1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SKA3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SKAP1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SKAP2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SKIDA1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SKOR1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SLF2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SLFN14	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SLX1B	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SLX9	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SMCR8	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SMPD4	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SMTN	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SMTNL1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SNF8	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SNTB2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SNTG1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SOCS5	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPACA9	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPAG7	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPAG8	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPANXA1	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPANXA2	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPANXB1	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPANXD	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPATA13	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPATA18	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPATA2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPATA22	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPATA31H1	rejected	rejected	11	194	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPATS2L	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPDYA	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPEF2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPG11	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPIDR	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPIN2A	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPIN3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPIN4	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPMAP2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPOPL	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPOUT1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPRR4	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPRTN	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPRY3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPSB3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPTBN4	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPTY2D1	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SPZ1	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SRP19	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SS18L1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SS18L2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SSH3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SSNA1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SSX2IP	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SSX4	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ST6GAL2	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ST6GALNAC1	rejected	rejected	11	196	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
ST6GALNAC3	rejected	rejected	11	196	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STAM2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STAP1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STARD3	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STEAP3	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STEEP1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STON2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STOX1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STRADA	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STRN	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STX12	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STX3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STX5	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STX6	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STYK1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
STYXL2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SUCO	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SULT1E1	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SUN3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SUN5	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SUPT20H	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SURF2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SURF6	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SV2C	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYAP1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYCE3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYCP1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYCP2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYDE1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYDE2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYNE2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYNE4	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYNJ1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYNPO2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SYTL3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
SZT2	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
Selenbp2	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
Serf1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
Serpina3g	rejected	rejected	11	194	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
Spin2c	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TAB3	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TACC2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TADA1	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TAFA2	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TALDO1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TAPBP	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TARS3	rejected	rejected	11	186	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBC1D1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBC1D14	rejected	rejected	11	190	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBC1D2	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBC1D22A	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBC1D22B	rejected	rejected	11	192	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBCA	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBCK	rejected	rejected	11	184	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
TBKBP1	rejected	rejected	11	188	CRITICAL	HPA,PubMed,AlphaFold,PDB,PPI,Literature	THIN,SHORT_REJECTED	False	False	False	False	False	False	False	False
