gene	path	status	lines	source	report_claim	evidence_exists	evidence_type	evidence_path_or_source	embedded_in_report	mismatch_type	severity	recommended_action	needs_download	needs_embed	needs_report_text_fix	needs_manual_review	reason
CCAR1	detail/nucleoplasm/CCAR1/CCAR1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TENT2	detail/nucleoplasm/TENT2/TENT2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
KANSL3	detail/nucleoplasm/KANSL3/KANSL3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
UCK2	detail/nucleoplasm/UCK2/UCK2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RECQL5	detail/nucleoplasm/RECQL5/RECQL5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PCYT2	detail/nucleoplasm/PCYT2/PCYT2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SP140L	detail/nucleoplasm/SP140L/SP140L-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CHML	detail/nucleoplasm/CHML/CHML-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CSRP3	detail/nucleoplasm/CSRP3/CSRP3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
VENTX	detail/nucleoplasm/VENTX/VENTX-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PHF20	detail/nucleoplasm/PHF20/PHF20-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
KANSL2	detail/nucleoplasm/KANSL2/KANSL2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CSRNP3	detail/nucleoplasm/CSRNP3/CSRNP3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PHC3	detail/nucleoplasm/PHC3/PHC3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
IWS1	detail/nucleoplasm/IWS1/IWS1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HLX	detail/nucleoplasm/HLX/HLX-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SMAP2	detail/nucleoplasm/SMAP2/SMAP2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
AURKAIP1	detail/nucleoplasm/AURKAIP1/AURKAIP1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CWC27	detail/nucleoplasm/CWC27/CWC27-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
FOXK2	detail/nucleoplasm/FOXK2/FOXK2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PCP4	detail/nucleoplasm/PCP4/PCP4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ATOSB	detail/nucleoplasm/ATOSB/ATOSB-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
IARS1	detail/nucleoplasm/IARS1/IARS1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RASGEF1B	detail/nucleoplasm/RASGEF1B/RASGEF1B-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HMGXB4	detail/nucleoplasm/HMGXB4/HMGXB4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
OLFM2	detail/nucleoplasm/OLFM2/OLFM2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PHF10	detail/nucleoplasm/PHF10/PHF10-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TRANK1	detail/nucleoplasm/TRANK1/TRANK1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
THYN1	detail/nucleoplasm/THYN1/THYN1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HES7	detail/nucleoplasm/HES7/HES7-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
E4F1	detail/nucleoplasm/E4F1/E4F1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
IPMK	detail/nucleoplasm/IPMK/IPMK-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DRAP1	detail/nucleoplasm/DRAP1/DRAP1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TOPORS	detail/nucleoplasm/TOPORS/TOPORS-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HSF2BP	detail/nucleoplasm/HSF2BP/HSF2BP-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
FMN1	detail/nucleoplasm/FMN1/FMN1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TOX2	detail/nucleoplasm/TOX2/TOX2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CCDC137	detail/nucleoplasm/CCDC137/CCDC137-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TRIP12	detail/nucleoplasm/TRIP12/TRIP12-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ANKRD50	detail/nucleoplasm/ANKRD50/ANKRD50-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ELP2	detail/nucleoplasm/ELP2/ELP2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PPIL1	detail/nucleoplasm/PPIL1/PPIL1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NINL	detail/nucleoplasm/NINL/NINL-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SCMH1	detail/nucleoplasm/SCMH1/SCMH1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CHCT1	detail/nucleoplasm/CHCT1/CHCT1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ADIRF	detail/nucleoplasm/ADIRF/ADIRF-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PLD3	detail/nucleoplasm/PLD3/PLD3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ANKRD61	detail/nucleoplasm/ANKRD61/ANKRD61-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NAP1L5	detail/nucleoplasm/NAP1L5/NAP1L5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PRR16	detail/nucleoplasm/PRR16/PRR16-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ICE2	detail/nucleoplasm/ICE2/ICE2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TTC14	detail/nucleoplasm/TTC14/TTC14-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NPDC1	detail/nucleoplasm/NPDC1/NPDC1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ROM1	detail/nucleoplasm/ROM1/ROM1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
MAEA	detail/nucleoplasm/MAEA/MAEA-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PDLIM5	detail/nucleoplasm/PDLIM5/PDLIM5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CEBPG	detail/nucleoplasm/CEBPG/CEBPG-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
HOMEZ	detail/nucleoplasm/HOMEZ/HOMEZ-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CENPP	detail/nucleoplasm/CENPP/CENPP-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
OGFRL1	detail/nucleoplasm/OGFRL1/OGFRL1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
MAB21L4	detail/nucleoplasm/MAB21L4/MAB21L4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ADAT1	detail/nucleoplasm/ADAT1/ADAT1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ESPL1	detail/nucleoplasm/ESPL1/ESPL1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TXNL4A	detail/nucleoplasm/TXNL4A/TXNL4A-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CAMTA2	detail/nucleoplasm/CAMTA2/CAMTA2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CITED4	detail/nucleoplasm/CITED4/CITED4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TMA16	detail/nucleoplasm/TMA16/TMA16-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TNNC1	detail/nucleoplasm/TNNC1/TNNC1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ASF1B	detail/nucleoplasm/ASF1B/ASF1B-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CCDC86	detail/nucleoplasm/CCDC86/CCDC86-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SYVN1	detail/nucleoplasm/SYVN1/SYVN1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PUS7L	detail/nucleoplasm/PUS7L/PUS7L-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ANP32E	detail/nucleoplasm/ANP32E/ANP32E-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
EP400	detail/nucleoplasm/EP400/EP400-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
UPP1	detail/nucleoplasm/UPP1/UPP1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
VRTN	detail/nucleoplasm/VRTN/VRTN-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NAPRT	detail/nucleoplasm/NAPRT/NAPRT-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PYGO2	detail/nucleoplasm/PYGO2/PYGO2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
BRSK1	detail/nucleoplasm/BRSK1/BRSK1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DRGX	detail/nucleoplasm/DRGX/DRGX-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CLNS1A	detail/nucleoplasm/CLNS1A/CLNS1A-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NAA35	detail/nucleoplasm/NAA35/NAA35-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TNRC6A	detail/nucleoplasm/TNRC6A/TNRC6A-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PROB1	detail/nucleoplasm/PROB1/PROB1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SNRK	detail/nucleoplasm/SNRK/SNRK-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RHOBTB1	detail/nucleoplasm/RHOBTB1/RHOBTB1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
CTDP1	detail/nucleoplasm/CTDP1/CTDP1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TADA3	detail/nucleoplasm/TADA3/TADA3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
FUBP3	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PEF1	detail/nucleoplasm/PEF1/PEF1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
BEND6	detail/nucleoplasm/BEND6/BEND6-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
TSR2	detail/nucleoplasm/TSR2/TSR2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ELK4	detail/nucleoplasm/ELK4/ELK4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
COG5	detail/nucleoplasm/COG5/COG5-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
GSK3A	detail/nucleoplasm/GSK3A/GSK3A-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DDIT4L	detail/nucleoplasm/DDIT4L/DDIT4L-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
ANAPC16	detail/nucleoplasm/ANAPC16/ANAPC16-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
SCOC	detail/nucleoplasm/SCOC/SCOC-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
UNCX	detail/nucleoplasm/UNCX/UNCX-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
PLCXD2	detail/nucleoplasm/PLCXD2/PLCXD2-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
RPUSD1	detail/nucleoplasm/RPUSD1/RPUSD1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
NKTR	detail/nucleoplasm/NKTR/NKTR-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
IRX4	detail/nucleoplasm/IRX4/IRX4-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
FOXS1	detail/nucleoplasm/FOXS1/FOXS1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
DMRTA1	detail/nucleoplasm/DMRTA1/DMRTA1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
INKA1	detail/nucleoplasm/INKA1/INKA1-evaluation.md	scored	?	HPA_IF	missing_claim	True	HPA_IF	?	False	IMAGE_EXISTS_NOT_EMBEDDED	HIGH	EMBED_IMAGE	False	True	True	False	Local HPA_IF exists but not embedded
