gene	batch_id	current_path	current_status	current_lines	current_chars	was_in_recovery_master_queue	was_processed	was_committed	qa_pass	qa_fail_reason	old_status	new_status	old_score	new_score	needs_reharvest	harvest_completed	has_hpa	has_uniprot_go	has_pubmed_strict_broad	has_alphafold_plddt_pae	has_pdb_or_no_pdb_explanation	has_ppi	has_scoring_table	has_final_decision_reason	has_manual_review_note	has_forbidden_placeholders	has_packet_error_conclusion	has_one_line_no_nuclear_rejection	completion_status	reason
PLEKHO2	41	detail/nucleoplasm/PLEKHO2/PLEKHO2-evaluation.md	scored	178	5829	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PLK5	41	detail/nucleolus/PLK5/PLK5-evaluation.md	scored	173	4787	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
PLOD1	41	detail/rejected/PLOD1/PLOD1-evaluation.md	rejected	183	6239	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
PLPP4	41	detail/nucleoplasm/PLPP4/PLPP4-evaluation.md	scored	178	5705	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PLPP6	42	detail/nuclear-envelope/PLPP6/PLPP6-evaluation.md	scored	179	5710	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
PLPP7	42	detail/nuclear-envelope/PLPP7/PLPP7-evaluation.md	scored	166	4168	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=166 qa=False pkt=True
PLPPR3	42	detail/nucleoplasm/PLPPR3/PLPPR3-evaluation.md	scored	177	5779	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PLSCR2	42	detail/nucleoplasm/PLSCR2/PLSCR2-evaluation.md	scored	171	5406	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
PM20D2	42	detail/nucleoplasm/PM20D2/PM20D2-evaluation.md	scored	175	5457	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=175 qa=False pkt=True
PNRC1	43	detail/nucleoplasm/PNRC1/PNRC1-evaluation.md	scored	175	5234	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
PNRC2	43	detail/nucleoplasm/PNRC2/PNRC2-evaluation.md	scored	181	5716	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
POFUT3	43	detail/nucleoplasm/POFUT3/POFUT3-evaluation.md	scored	164	4627	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=164 qa=False pkt=True
POGLUT2	43	detail/nucleoplasm/POGLUT2/POGLUT2-evaluation.md	scored	180	5889	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
POMT2	43	detail/nucleolus/POMT2/POMT2-evaluation.md	scored	181	5756	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
POPDC3	44	detail/nucleoplasm/POPDC3/POPDC3-evaluation.md	scored	169	4738	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
POU2AF2	44	detail/nucleoplasm/POU2AF2/POU2AF2-evaluation.md	scored	162	4709	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=162 qa=False pkt=True
POU2AF3	44	detail/nucleoplasm/POU2AF3/POU2AF3-evaluation.md	scored	162	4615	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=162 qa=False pkt=True
POU6F2	44	detail/chromatin/POU6F2/POU6F2-evaluation.md	scored	178	5600	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PPM1B	44	detail/nucleolus/PPM1B/PPM1B-evaluation.md	scored	180	5632	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
PRAC1	45	detail/nucleoplasm/PRAC1/PRAC1-evaluation.md	scored	165	4508	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=165 qa=False pkt=True
PRAG1	45	detail/nucleoplasm/PRAG1/PRAG1-evaluation.md	scored	180	5840	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
PRICKLE2	45	detail/nuclear-envelope/PRICKLE2/PRICKLE2-evaluation.md	scored	177	5318	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PRKD2	45	detail/nucleoplasm/PRKD2/PRKD2-evaluation.md	scored	182	5890	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
PRKRIP1	45	detail/nucleolus/PRKRIP1/PRKRIP1-evaluation.md	scored	179	5643	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
PRKX	46	detail/nucleoplasm/PRKX/PRKX-evaluation.md	scored	181	5885	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
PRM3	46	detail/chromatin/PRM3/PRM3-evaluation.md	scored	174	5079	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
PRPS2	46	detail/nuclear-speckle/PRPS2/PRPS2-evaluation.md	scored	178	5601	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PRPSAP2	46	detail/nucleoplasm/PRPSAP2/PRPSAP2-evaluation.md	scored	177	5760	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PRR11	46	detail/nucleoplasm/PRR11/PRR11-evaluation.md	scored	179	5392	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
PRR12	47	detail/nucleoplasm/PRR12/PRR12-evaluation.md	scored	179	5681	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
PRR14L	47	detail/nucleoplasm/PRR14L/PRR14L-evaluation.md	scored	177	5531	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PRR32	47	detail/nuclear-speckle/PRR32/PRR32-evaluation.md	scored	170	4993	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=170 qa=False pkt=True
PRR35	47	detail/nucleoplasm/PRR35/PRR35-evaluation.md	scored	174	5049	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=174 qa=False pkt=True
PRR9	47	detail/nucleoplasm/PRR9/PRR9-evaluation.md	scored	168	4496	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=168 qa=False pkt=True
PRRG1	48	detail/nucleoplasm/PRRG1/PRRG1-evaluation.md	scored	178	5966	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PRXL2B	48	detail/nucleoplasm/PRXL2B/PRXL2B-evaluation.md	scored	178	5661	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
PSORS1C1	48	detail/nucleoplasm/PSORS1C1/PSORS1C1-evaluation.md	scored	168	4632	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=168 qa=False pkt=True
PSRC1	48	detail/nucleoplasm/PSRC1/PSRC1-evaluation.md	scored	183	6110	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
PTGES2	48	detail/nucleoplasm/PTGES2/PTGES2-evaluation.md	scored	183	6157	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=183 qa=False pkt=True
PTGR3	49	detail/nucleoplasm/PTGR3/PTGR3-evaluation.md	scored	175	5400	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
PUDP	49	detail/nucleoplasm/PUDP/PUDP-evaluation.md	scored	177	5775	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=177 qa=False pkt=True
PURG	49	detail/nucleoplasm/PURG/PURG-evaluation.md	scored	175	5556	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
PWWP2B	49	detail/nucleoplasm/PWWP2B/PWWP2B-evaluation.md	scored	177	5371	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
PWWP3A	49	detail/nucleoplasm/PWWP3A/PWWP3A-evaluation.md	scored	175	5007	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
PXMP4	50	detail/nucleolus/PXMP4/PXMP4-evaluation.md	scored	171	5066	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
PYDC2	50	detail/nucleolus/PYDC2/PYDC2-evaluation.md	scored	172	4809	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
PYHIN1	50	detail/nuclear-speckle/PYHIN1/PYHIN1-evaluation.md	scored	181	6196	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
PYM1	50	detail/nucleolus/PYM1/PYM1-evaluation.md	scored	182	6008	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
PYROXD1	50	detail/nuclear-speckle/PYROXD1/PYROXD1-evaluation.md	scored	178	5684	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
Pak6	51	detail/rejected/Pak6/Pak6-evaluation.md	rejected	182	5909	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
Phf11a	51	detail/rejected/Phf11a/Phf11a-evaluation.md	rejected	155	3455	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=155 qa=False pkt=True
QTGAL	51	detail/rejected/QTGAL/QTGAL-evaluation.md	rejected	159	4268	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=159 qa=False pkt=True
QTMAN	51	detail/nucleoplasm/QTMAN/QTMAN-evaluation.md	scored	157	3929	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=157 qa=False pkt=True
R3HDM1	51	detail/nucleoplasm/R3HDM1/R3HDM1-evaluation.md	scored	177	5746	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
RAB34	52	detail/nucleolus/RAB34/RAB34-evaluation.md	scored	177	5609	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
RAB3IP	52	detail/nucleoplasm/RAB3IP/RAB3IP-evaluation.md	scored	184	6199	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=184 qa=False pkt=True
RAB6C	52	detail/nucleoplasm/RAB6C/RAB6C-evaluation.md	scored	182	6003	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
RABL6	52	detail/nucleoplasm/RABL6/RABL6-evaluation.md	scored	182	5785	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
RAI14	52	detail/nucleolus/RAI14/RAI14-evaluation.md	scored	182	5759	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
RALGAPB	53	detail/nuclear-speckle/RALGAPB/RALGAPB-evaluation.md	scored	177	5556	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=177 qa=False pkt=True
RALGDS	53	detail/rejected/RALGDS/RALGDS-evaluation.md	rejected	180	5555	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=180 qa=False pkt=True
RASAL3	53	detail/nucleoplasm/RASAL3/RASAL3-evaluation.md	scored	182	5705	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
RASD1	53	detail/nucleoplasm/RASD1/RASD1-evaluation.md	scored	181	5816	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=181 qa=False pkt=True
RASL11B	53	detail/nuclear-speckle/RASL11B/RASL11B-evaluation.md	scored	177	5461	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
RAX2	54	detail/nuclear-speckle/RAX2/RAX2-evaluation.md	scored	175	5317	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=175 qa=False pkt=True
RBPJL	54	detail/chromatin/RBPJL/RBPJL-evaluation.md	scored	177	5560	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
RCBTB2	54	detail/nucleoplasm/RCBTB2/RCBTB2-evaluation.md	scored	198	12433	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=198 qa=False pkt=True
RCCD1	54	detail/rejected/RCCD1/RCCD1-evaluation.md	rejected	179	5784	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
RDH14	54	detail/nucleoplasm/RDH14/RDH14-evaluation.md	scored	182	5737	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=182 qa=False pkt=True
RERG	55	detail/nucleolus/RERG/RERG-evaluation.md	scored	172	5061	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=172 qa=False pkt=True
REXO1	55	detail/nuclear-speckle/REXO1/REXO1-evaluation.md	scored	178	5534	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
REXO5	55	detail/nucleolus/REXO5/REXO5-evaluation.md	scored	178	5347	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
RFESD	55	detail/nucleoplasm/RFESD/RFESD-evaluation.md	scored	169	4794	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=169 qa=False pkt=True
RFNG	55	detail/nucleoplasm/RFNG/RFNG-evaluation.md	scored	173	5187	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=173 qa=False pkt=True
RHBDL1	56	detail/nucleoplasm/RHBDL1/RHBDL1-evaluation.md	scored	178	5747	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
RHEBL1	56	detail/nucleoplasm/RHEBL1/RHEBL1-evaluation.md	scored	178	5447	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
RIMKLA	56	detail/nucleolus/RIMKLA/RIMKLA-evaluation.md	scored	178	5722	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=178 qa=False pkt=True
RIMKLB	56	detail/nucleoplasm/RIMKLB/RIMKLB-evaluation.md	scored	171	4974	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=171 qa=False pkt=True
RIMS3	56	detail/nucleoplasm/RIMS3/RIMS3-evaluation.md	scored	179	5789	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
RINL	57	detail/nucleoplasm/RINL/RINL-evaluation.md	scored	177	5346	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
RIOX1	57	detail/rejected/RIOX1/RIOX1-evaluation.md	rejected	169	7297	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=169 qa=False pkt=True
RIPOR3	57	detail/nucleoplasm/RIPOR3/RIPOR3-evaluation.md	scored	177	5643	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
RIPPLY2	57	detail/rejected/RIPPLY2/RIPPLY2-evaluation.md	rejected	164	6623	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=164 qa=False pkt=True
RIPPLY3	57	detail/nucleoplasm/RIPPLY3/RIPPLY3-evaluation.md	scored	177	5368	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=177 qa=False pkt=True
RIT2	58	detail/rejected/RIT2/RIT2-evaluation.md	rejected	168	7024	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=168 qa=False pkt=True
RMC1	58	detail/nucleoplasm/RMC1/RMC1-evaluation.md	scored	179	5501	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=179 qa=False pkt=True
RMND5A	58	detail/rejected/RMND5A/RMND5A-evaluation.md	rejected	171	7386	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=171 qa=False pkt=True
RMP24	58	detail/nucleoplasm/RMP24/RMP24-evaluation.md	scored	159	4088	True	True	True	False		rejected	scored	?	?	False	True	True	True	True	True	True	True	True	True	False	False	False	False	COMPLETE_BUT_NEEDS_MANUAL_REVIEW	lines=159 qa=False pkt=True
RMP64	58	detail/rejected/RMP64/RMP64-evaluation.md	rejected	154	6180	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=154 qa=False pkt=True
ROGDI	59	detail/rejected/ROGDI/ROGDI-evaluation.md	rejected	168	6990	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=168 qa=False pkt=True
ROPN1L	59	detail/rejected/ROPN1L/ROPN1L-evaluation.md	rejected	151	6452	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=151 qa=False pkt=True
RSPH1	59	detail/rejected/RSPH1/RSPH1-evaluation.md	rejected	167	6848	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=167 qa=False pkt=True
RSRC1	59	detail/rejected/RSRC1/RSRC1-evaluation.md	rejected	164	6904	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=164 qa=False pkt=True
RSRC2	59	detail/rejected/RSRC2/RSRC2-evaluation.md	rejected	159	6370	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=159 qa=False pkt=True
RSRP1	60	detail/rejected/RSRP1/RSRP1-evaluation.md	rejected	151	6143	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=151 qa=False pkt=True
RTKN	60	detail/rejected/RTKN/RTKN-evaluation.md	rejected	165	6801	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=165 qa=False pkt=True
RTKN2	60	detail/rejected/RTKN2/RTKN2-evaluation.md	rejected	163	6507	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=163 qa=False pkt=True
RTL5	60	detail/rejected/RTL5/RTL5-evaluation.md	rejected	157	5908	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=157 qa=False pkt=True
RTL6	60	detail/rejected/RTL6/RTL6-evaluation.md	rejected	158	6173	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=158 qa=False pkt=True
RTN1	61	detail/rejected/RTN1/RTN1-evaluation.md	rejected	164	6581	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=164 qa=False pkt=True
RTRAF	61	detail/rejected/RTRAF/RTRAF-evaluation.md	rejected	158	6563	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=158 qa=False pkt=True
RUFY2	61	detail/rejected/RUFY2/RUFY2-evaluation.md	rejected	169	6885	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=169 qa=False pkt=True
RWDD3	61	detail/rejected/RWDD3/RWDD3-evaluation.md	rejected	166	7015	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=166 qa=False pkt=True
Rhox13	61	detail/rejected/Rhox13/Rhox13-evaluation.md	rejected	146	5230	True	True	True	False		rejected	rejected	?	?	False	True	True	True	True	True	True	True	True	True	True	False	False	False	COMPLETE_PASS	lines=146 qa=False pkt=True
