gene	category	status	report_path	mismatch_type	risk	report_claim	actual_evidence	packet_evidence	source_checked	candidates	local_files	action_suggestion	notes
CLIC2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CLIC2/CLIC2-evaluation.md	IF_UNAVAIL	LOW	成本地图片或未可靠获取）。  **HPA IF 状态**: IF unavailable — HPA 暂无 IF 原图数据。核定位基于 UniProt + GO-CC。  ![[CLIC2-PAE.png]]  **PPI**: STRING li	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CLIC2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CLIC2/CLIC2-evaluation.md	NO_IF	MED	F 状态**: IF unavailable — HPA 暂无 IF 原图数据。核定位基于 UniProt + GO-CC。  ![[CLIC2-PAE.png]]  **PPI**: STRING limited, IntAc	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
COMMD3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/COMMD3/COMMD3-evaluation.md	NO_DATA	MED	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
COMMD3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/COMMD3/COMMD3-evaluation.md	NO_DATA	MED	Pending cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  **结论**: UniProt Cytoplasm+Nucleu	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
COMMD3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/COMMD3/COMMD3-evaluation.md	PENDING	MED	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  **结论**: UniProt Cyt	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
COMMD3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/COMMD3/COMMD3-evaluation.md	PENDING	MED	ng cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  **结论**: UniProt Cytoplasm+Nucleus + GO nucleus，双定位COMM	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
CRTC3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CRTC3/CRTC3-evaluation.md	NO_DATA	HIGH	Prot | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt | — |  **结论**: Nucleus; Cytoplasm。CRTC3定位于	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
CRTC3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CRTC3/CRTC3-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt | — |  **结论**: Nucleus; Cytoplasm。CRTC3定位于Nucleus，在多个数据库中确认核定位。 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
CSNK2A2IP	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	NO_DATA	MED	 |  **AlphaFold PAE 状态**: PAE 暂无数据（未生成本地图片或未可靠获取），结构判断基于 AlphaFold pLDDT 统计。 ![[CSNK2A2IP-PAE.png]]  pLDDT 极低（均值 4	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSNK2A2IP	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	NO_IF	MED	 | 电子注释预测 | | HPA (IF) | 页面存在但无 IF 图像 | 无数据 |  **HPA IF 状态**: IF thumbnail only — HPA 暂无 IF 原图，仅获取到 60x60 缩略图，不能作为	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSNK2A2IP	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	NO_IF	MED	态**: IF thumbnail only — HPA 暂无 IF 原图，仅获取到 60x60 缩略图，不能作为可靠定位证据。核定位基于 UniProt + GO-CC。  **结论**: CSNK2A2IP 核定位几乎完全无	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSNK2A2IP	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSNK2A2IP/CSNK2A2IP-evaluation.md	NO_IF	MED	einatlas.org/search/CSNK2A2IP（无 IF 图像） 	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSRP1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSRP1/CSRP1-evaluation.md	NO_IMAGE	MED	rotKB | | HPA IF | 暂无 IF 数据 | no_image_detected |  **结论**: CSRP1 同时定位于细胞核 (IDA 实验证据)、细胞质、粘着斑 (focal adhesion) 和 Z 盘 (Z disc)。核定	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSRP1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSRP1/CSRP1-evaluation.md	NO_IF	MED	| HDA:UniProtKB | | HPA IF | 暂无 IF 数据 | no_image_detected |  **结论**: CSRP1 同时定位于细胞核 (IDA 实验证据)、细胞质、粘着斑 (focal adhe	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSRP2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSRP2/CSRP2-evaluation.md	NO_IMAGE	MED	Protein Atlas (IF) | 暂无IF数据 | no_image_detected |  **结论**: CSRP2 在 UniProt 和 GO 中注释为 Nucleus，但同时也有 Cytoplasm、Focal adhesion、Z d	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSRP2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSRP2/CSRP2-evaluation.md	NO_IF	MED	ral | | Protein Atlas (IF) | 暂无IF数据 | no_image_detected |  **结论**: CSRP2 在 UniProt 和 GO 中注释为 Nucleus，但同时也有 Cytopl	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSRP2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSRP2/CSRP2-evaluation.md	NO_IF	MED	/focal adhesion/Z disc) 4. HPA无IF数据，核定位需实验验证  **下一步建议**: - [ ] Co-IP验证CSRP2与PIAS1/SRF的互作及其对下游TE调控的影响 - [ ] 利用SUMO	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
CSRP3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSRP3/CSRP3-evaluation.md	NO_DATA	HIGH	Prot | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt | — |  **结论**: Nucleus; Cytoplasm; cytoske	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
CSRP3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CSRP3/CSRP3-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt | — |  **结论**: Nucleus; Cytoplasm; cytoskeleton; Z line。CSRP3定位于	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
CUTC	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CUTC/CUTC-evaluation.md	NO_DATA	HIGH	Prot | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt | — |  **结论**: Cytoplasm; Nucleus。CUTC定位于C	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
CUTC	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CUTC/CUTC-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt | — |  **结论**: Cytoplasm; Nucleus。CUTC定位于Cytoplasm，核定位信号较弱。  ###	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
CYREN	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CYREN/CYREN-evaluation.md	NO_DATA	MED	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
CYREN	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CYREN/CYREN-evaluation.md	NO_DATA	MED	Pending cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  **结论**: UniProt Cytoplasm+Nucleu	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
CYREN	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CYREN/CYREN-evaluation.md	PENDING	MED	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  **结论**: UniProt Cyt	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
CYREN	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/CYREN/CYREN-evaluation.md	PENDING	MED	ng cell analysis） | — |  暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释。  **结论**: UniProt Cytoplasm+Nucleus+Chromosome + GO DNA 	local_IF=0 local_PAE=1		packet+local	0	0	GENUINE_ABSENCE	
DAZ2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/DAZ2/DAZ2-evaluation.md	NO_IF	MED	位。  **结论**: 实验证据支持核-胞质双定位，HPA 无 IF 数据。  #### 3.2 蛋白大小评估  **评价**: 558 aa (63.1 kDa)，处于中等偏大范围 (400-600)。  #### 3.3 研	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
DNPH1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/DNPH1/DNPH1-evaluation.md	IF_NOT_ACQUIRED	HIGH	leus (IDA) + cytoplasm (IDA); HPA IF 原图未可靠获取 | | 📏 蛋白大小 | 7/10 | ×1 | 7.0 | 174 aa, 19.1 kDa; 紧凑单域水解酶，大小与功能匹配 | | 🆕 研究新颖性 | 	local_IF=2 local_PAE=1	HPA has 1 IF thumbnails PAE_URL exists LOCAL_IF=2	packet+local	1	2	EMBED_LOCAL	
DNPH1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/DNPH1/DNPH1-evaluation.md	NO_IF	HIGH	| | Protein Atlas (IF) | HPA 暂无 IF 原图，仅获取到 60x60 缩略图，不能作为可靠定位证据 | 未确认 |  **HPA IF 状态**: IF thumbnail only — HPA 暂无	local_IF=2 local_PAE=1	HPA has 1 IF thumbnails PAE_URL exists LOCAL_IF=2	packet+local	1	2	EMBED_LOCAL	
DNPH1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/DNPH1/DNPH1-evaluation.md	NO_IF	HIGH	态**: IF thumbnail only — HPA 暂无 IF 原图，仅获取到 60x60 缩略图，不能作为可靠定位证据。核定位基于 UniProt + GO-CC。DNPH1 的核-胞质双定位判断基于 UniProt 亚	local_IF=2 local_PAE=1	HPA has 1 IF thumbnails PAE_URL exists LOCAL_IF=2	packet+local	1	2	EMBED_LOCAL	
IER2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IER2/IER2-evaluation.md	NO_DATA	HIGH	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm | Nucleus	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IER2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IER2/IER2-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm | Nucleus | — | | GO Cellular C	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IER2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IER2/IER2-evaluation.md	NO_IF	HIGH	。UniProt 明确标注 Nucleus 定位。HPA 暂无 IF 数据，核定位判断主要基于 UniProt + GO。  #### 3.2 蛋白大小评估  **评价**: 223 aa (~24.5 kDa)，适合常规生化实	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IER5	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IER5/IER5-evaluation.md	NO_DATA	HIGH	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | Cytoplasm	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IER5	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IER5/IER5-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | Cytoplasm | — | | GO Cellular C	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IER5	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IER5/IER5-evaluation.md	NO_IF	HIGH	。UniProt 明确标注 Nucleus 定位。HPA 暂无 IF 数据，核定位判断主要基于 UniProt + GO。  #### 3.2 蛋白大小评估  **评价**: 327 aa (~36.0 kDa)，适合常规生化实	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IFI35	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IFI35/IFI35-evaluation.md	NO_DATA	HIGH	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm | Nucleus	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IFI35	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IFI35/IFI35-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm | Nucleus | Secreted | — | | GO	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
IFI35	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/IFI35/IFI35-evaluation.md	NO_IF	HIGH	。UniProt 明确标注 Nucleus 定位。HPA 暂无 IF 数据，核定位判断主要基于 UniProt + GO。  #### 3.2 蛋白大小评估  **评价**: 286 aa (~31.5 kDa)，适合常规生化实	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
KCTD5	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/KCTD5/KCTD5-evaluation.md	NO_IMAGE	MED	lular_location, image_status: no_image_detected)  ### 2. 评分总览  | 维度 | 得分 | 满分 | 加权后 | 关键证据摘要 | |------|------|------|--------|-	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
KPNA4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/KPNA4/KPNA4-evaluation.md	NO_DATA	HIGH	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释 | — |   **结论**: KPNA4 Cytoplasm(EC	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
KPNA4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/KPNA4/KPNA4-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释 | — |   **结论**: KPNA4 Cytoplasm(ECO:0000305); Nucleus(EC	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
KTI12	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/KTI12/KTI12-evaluation.md	NO_DATA	HIGH	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释 | — |   **结论**: KTI12 Cytoplasm(EC	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
KTI12	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/KTI12/KTI12-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释 | — |   **结论**: KTI12 Cytoplasm(ECO:0000269); Nucleus(EC	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
LACC1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/LACC1/LACC1-evaluation.md	NO_IMAGE	MED	lular_location, image_status: no_image_detected)  ### 2. 评分总览  | 维度 | 得分 | 满分 | 加权后 | 关键证据摘要 | |------|------|------|--------|-	local_IF=0 local_PAE=1	 PAE_URL exists	packet+local	0	0	GENUINE_ABSENCE	
LETMD1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/LETMD1/LETMD1-evaluation.md	NO_DATA	HIGH	 | — | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释 | — |   **结论**: LETMD1 Mitochondri	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
LETMD1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/LETMD1/LETMD1-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO 注释 | — |   **结论**: LETMD1 Mitochondrion outer membrane(ECO:	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NAA50	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NAA50/NAA50-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, Nucleus 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NAA50	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NAA50/NAA50-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, Nucleus | 实验/预测 | | GO Cellula	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NACC1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NACC1/NACC1-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus, Cytoplasm 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NACC1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NACC1/NACC1-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus, Cytoplasm | 实验/预测 | | GO Cellula	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NACC2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NACC2/NACC2-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | N/A | 实验/预测 | | GO 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NACC2	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NACC2/NACC2-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | N/A | 实验/预测 | | GO Cellular Component | G	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NCOA7	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NCOA7/NCOA7-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | |	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NCOA7	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NCOA7/NCOA7-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | | GO Cellular Component	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NEUROD4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NEUROD4/NEUROD4-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | |	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NEUROD4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NEUROD4/NEUROD4-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | | GO Cellular Component	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NFE2L3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NFE2L3/NFE2L3-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | |	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NFE2L3	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NFE2L3/NFE2L3-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | | GO Cellular Component	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NFKBIB	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NFKBIB/NFKBIB-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, Nucleus 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NFKBIB	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NFKBIB/NFKBIB-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, Nucleus | 实验/预测 | | GO Cellula	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NKAPL	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NKAPL/NKAPL-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | |	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NKAPL	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NKAPL/NKAPL-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Nucleus | 实验/预测 | | GO Cellular Component	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NPEPL1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NPEPL1/NPEPL1-evaluation.md	NO_IF	HIGH	仅返回 IHC/RNA 缩略图及 IF 60x60 缩略图，无 IF display 原图）。Approved 可靠性 + Nucleoplasm 注释即为经过验证的亚细胞定位结论。 ![[Projects/TEreg-find	local_IF=1 local_PAE=1	HPA has 1 IF thumbnails, 24 red_green/blue_red_green PAE_URL exists LOCAL_IF=1	packet+local	24	1	EMBED_LOCAL	
NPHP4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NPHP4/NPHP4-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, cytoskel	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NPHP4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NPHP4/NPHP4-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, cytoskeleton, cilium basal bod	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NPLOC4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NPLOC4/NPLOC4-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, cytosol,	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NPLOC4	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NPLOC4/NPLOC4-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, cytosol, Endoplasmic reticulum	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NSL1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NSL1/NSL1-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | N/A | 实验/预测 | | GO 	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NSL1	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NSL1/NSL1-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | N/A | 实验/预测 | | GO Cellular Component | G	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NUDC	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NUDC/NUDC-evaluation.md	NO_DATA	HIGH	信度保守 | | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, cytoskel	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
NUDC	nucleus-cytoplasm	scored	detail/nucleus-cytoplasm/NUDC/NUDC-evaluation.md	PENDING	HIGH	| | Protein Atlas (IF) | 暂无数据（Pending cell analysis），核定位基于 UniProt + GO | — | | UniProt | Cytoplasm, cytoskeleton, Nucleus, Cytopla	local_IF=2 local_PAE=1	 LOCAL_IF=2	packet+local	0	2	EMBED_LOCAL	
