gene	category	status	wc	risk	has_score	has_hpa	has_if_embed	has_if_files	has_pae_embed	has_pae_file	has_af_plddt	has_pdb	has_domain	has_ppi_table	has_string	has_intact	has_pubmed	has_literature	has_formula	suspicious
DDAH1	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DDB1	rejected	rejected	194	HIGH	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	SHORT;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_STRING;NO_INTACT;NO_PUBMED
DDN	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DDX39B	rejected	rejected	46	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DEDD	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DENND4A	rejected	rejected	166	HIGH	False	True	True	True	False	False	False	False	True	False	False	False	False	False	False	SHORT;NO_SCORE;NO_PAE;NO_pLDDT;NO_PDB;NO_STRING;NO_INTACT;NO_PUBMED
DEPDC7	rejected	rejected	152	HIGH	False	True	True	True	False	False	False	False	True	False	False	False	False	False	False	SHORT;NO_SCORE;NO_PAE;NO_pLDDT;NO_PDB;NO_STRING;NO_INTACT;NO_PUBMED
DEPTOR	rejected	rejected	45	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DFFB	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DGAT1	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DGKQ	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DGKZ	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DHPS	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DIO2	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DLL3	rejected	rejected	45	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DLST	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DLX3	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DLX4	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DLX6	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DMRT2	rejected	rejected	46	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DMTF1	rejected	rejected	45	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DOK1	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DPP9	rejected	rejected	45	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DPYSL5	rejected	rejected	45	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DR1	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DRG1	rejected	rejected	45	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DST	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DTL	rejected	rejected	45	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DVL2	rejected	rejected	44	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
DYNC1LI1	rejected	rejected	201	HIGH	False	True	True	True	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
E2F2	rejected	rejected	153	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
E2F5	rejected	rejected	153	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
E2F6	rejected	rejected	153	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
E2F7	rejected	rejected	154	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
E2F8	rejected	rejected	154	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EAF2	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EBF3	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ECT2	rejected	rejected	153	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EDARADD	rejected	rejected	152	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EEF2	rejected	rejected	148	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EEF2K	rejected	rejected	154	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EGLN1	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EGLN3	rejected	rejected	151	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EGR4	rejected	rejected	149	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ELAC2	rejected	rejected	155	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ELF4	rejected	rejected	152	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ELK3	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_STRING;NO_INTACT;NO_PUBMED
ELOF1	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ELP4	rejected	rejected	168	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ELP6	rejected	rejected	167	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
EME1	rejected	rejected	152	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EMG1	rejected	rejected	193	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EMP2	rejected	rejected	155	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EMSY	rejected	rejected	151	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EMX2	rejected	rejected	151	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EN2	rejected	rejected	148	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ENC1	rejected	rejected	171	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EPC1	rejected	rejected	152	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EPOP	rejected	rejected	173	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ERCC6L2	rejected	rejected	179	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
ERI2	rejected	rejected	167	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ESCO1	rejected	rejected	166	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
ESCO2	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ESD	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ESRRA	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ESRRG	rejected	rejected	149	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ESX1	rejected	rejected	150	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
ETV5	rejected	rejected	148	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EVI5L	rejected	rejected	170	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
EYA1	rejected	rejected	149	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
EYA2	rejected	rejected	165	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
Elob	rejected	rejected	258	HIGH	True	False	False	False	False	False	False	False	True	False	False	False	False	False	True	SHORT;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_STRING;NO_INTACT;NO_PUBMED
FABP1	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FABP6	rejected	rejected	73	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FABP7	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FADD	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FADS2	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FAF1	rejected	rejected	69	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FAM13A	rejected	rejected	70	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FAN1	rejected	rejected	82	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FANCA	rejected	rejected	70	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FANCC	rejected	rejected	70	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FANCI	rejected	rejected	82	HIGH	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_HPA;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FBP2	rejected	rejected	69	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FBXO11	rejected	rejected	69	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FBXO32	rejected	rejected	70	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FDPS	rejected	rejected	71	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FEN1	rejected	rejected	71	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FEV	rejected	rejected	71	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FGF12	rejected	rejected	71	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FHIT	rejected	rejected	71	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FHL1	rejected	rejected	71	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FHL2	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FHL3	rejected	rejected	69	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FIGLA	rejected	rejected	73	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FKBP4	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FKBP5	rejected	rejected	69	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FLCN	rejected	rejected	72	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FLII	rejected	rejected	117	HIGH	False	True	True	True	True	True	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED
FOXC2	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FOXD2	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FOXE1	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FOXE3	rejected	rejected	73	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FOXF1	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FOXF2	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
FOXH1	rejected	rejected	68	HIGH	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	SHORT;NO_SCORE;NO_IF;NO_PAE;NO_pLDDT;NO_PDB;NO_DOMAIN;NO_STRING;NO_INTACT;NO_PUBMED;REJ_WITH_NUKE_HPA
