gene	path	lines	chars	has_uni_q	has_uni_nd	has_uni_url	has_af_q	has_af_url	has_go_nd	has_hpa_nd	has_if_un	has_pae_nd	has_pdb_0	has_ppi_0	has_pm_0	has_pkt_e	has_one_line	nuclear_score	issue_count	risk_level
GLS2	detail/rejected/GLS2/GLS2-evaluation.md	178	5547	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ADK	detail/rejected/ADK/ADK-evaluation.md	20	271	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
ABR	detail/rejected/ABR/ABR-evaluation.md	20	272	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
ABL1	detail/rejected/ABL1/ABL1-evaluation.md	175	5204	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MTRR	detail/rejected/MTRR/MTRR-evaluation.md	33	600	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
LORICRIN	detail/rejected/LORICRIN/LORICRIN-evaluation.md	180	5609	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DTL	detail/rejected/DTL/DTL-evaluation.md	184	6313	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GPM6A	detail/rejected/GPM6A/GPM6A-evaluation.md	180	5251	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
CHM	detail/rejected/CHM/CHM-evaluation.md	179	5625	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GPR26	detail/rejected/GPR26/GPR26-evaluation.md	164	4020	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
NET1	detail/rejected/NET1/NET1-evaluation.md	46	816	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
HUS1	detail/rejected/HUS1/HUS1-evaluation.md	44	987	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SMAD3	detail/rejected/SMAD3/SMAD3-evaluation.md	175	5520	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TSC22D3	detail/rejected/TSC22D3/TSC22D3-evaluation.md	46	807	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
YAP1	detail/rejected/YAP1/YAP1-evaluation.md	184	6112	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CLCN6	detail/rejected/CLCN6/CLCN6-evaluation.md	174	5477	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
EPAS1	detail/rejected/EPAS1/EPAS1-evaluation.md	173	5071	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DGAT1	detail/rejected/DGAT1/DGAT1-evaluation.md	180	6211	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
CMIP	detail/rejected/CMIP/CMIP-evaluation.md	177	5375	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ASCL1	detail/rejected/ASCL1/ASCL1-evaluation.md	189	6670	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GPR19	detail/rejected/GPR19/GPR19-evaluation.md	172	4917	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
PBX1	detail/rejected/PBX1/PBX1-evaluation.md	181	5944	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SKIL	detail/rejected/SKIL/SKIL-evaluation.md	46	786	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GPD1	detail/rejected/GPD1/GPD1-evaluation.md	174	4948	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
UPRT	detail/rejected/UPRT/UPRT-evaluation.md	46	812	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ZWINT	detail/rejected/ZWINT/ZWINT-evaluation.md	46	794	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
AHCY	detail/rejected/AHCY/AHCY-evaluation.md	181	5855	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
EMP2	detail/rejected/EMP2/EMP2-evaluation.md	37	715	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
RIT2	detail/rejected/RIT2/RIT2-evaluation.md	168	7024	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SMAD4	detail/rejected/SMAD4/SMAD4-evaluation.md	184	5921	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
NFATC1	detail/rejected/NFATC1/NFATC1-evaluation.md	183	6031	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GPR21	detail/rejected/GPR21/GPR21-evaluation.md	169	4874	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
ELF1	detail/rejected/ELF1/ELF1-evaluation.md	170	4959	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
RUNX1	detail/rejected/RUNX1/RUNX1-evaluation.md	180	5786	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
CSTB	detail/rejected/CSTB/CSTB-evaluation.md	184	5882	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ASCC2	detail/rejected/ASCC2/ASCC2-evaluation.md	20	276	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
MAGEA4	detail/rejected/MAGEA4/MAGEA4-evaluation.md	33	560	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CFLAR	detail/rejected/CFLAR/CFLAR-evaluation.md	181	6035	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
CYP4V2	detail/rejected/CYP4V2/CYP4V2-evaluation.md	170	4915	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
PINX1	detail/rejected/PINX1/PINX1-evaluation.md	46	837	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ACP4	detail/rejected/ACP4/ACP4-evaluation.md	154	5286	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
NFE2L2	detail/rejected/NFE2L2/NFE2L2-evaluation.md	184	6009	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PTHLH	detail/rejected/PTHLH/PTHLH-evaluation.md	174	5321	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
C1orf216	detail/rejected/C1orf216/C1orf216-evaluation.md	169	4665	True	False	False	False	False	False	False	False	True	False	False	True	False	False	3	1	LOW
APMAP	detail/rejected/APMAP/APMAP-evaluation.md	178	5537	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
RSRP1	detail/rejected/RSRP1/RSRP1-evaluation.md	151	6143	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
HIPK2	detail/rejected/HIPK2/HIPK2-evaluation.md	44	992	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TBR1	detail/rejected/TBR1/TBR1-evaluation.md	46	772	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
EDARADD	detail/rejected/EDARADD/EDARADD-evaluation.md	37	697	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CIDEC	detail/rejected/CIDEC/CIDEC-evaluation.md	179	5654	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GPR42	detail/rejected/GPR42/GPR42-evaluation.md	171	5437	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
DGCR8	detail/rejected/DGCR8/DGCR8-evaluation.md	184	5828	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CAD	detail/rejected/CAD/CAD-evaluation.md	184	5850	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CNPY3	detail/rejected/CNPY3/CNPY3-evaluation.md	177	5634	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
FOSL2	detail/rejected/FOSL2/FOSL2-evaluation.md	181	5875	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
SMOX	detail/rejected/SMOX/SMOX-evaluation.md	46	754	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
BORA	detail/rejected/BORA/BORA-evaluation.md	180	5563	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
LHX8	detail/rejected/LHX8/LHX8-evaluation.md	41	788	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FASTKD5	detail/rejected/FASTKD5/FASTKD5-evaluation.md	181	5854	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
YY1	detail/rejected/YY1/YY1-evaluation.md	184	5830	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
SPN	detail/rejected/SPN/SPN-evaluation.md	184	5744	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
LBX1	detail/rejected/LBX1/LBX1-evaluation.md	39	741	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TCOF1	detail/rejected/TCOF1/TCOF1-evaluation.md	46	778	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GALM	detail/rejected/GALM/GALM-evaluation.md	42	963	True	False	False	False	False	False	False	False	True	False	False	False	False	False	0	1	LOW
FASTKD2	detail/rejected/FASTKD2/FASTKD2-evaluation.md	181	5710	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
AMZ2	detail/rejected/AMZ2/AMZ2-evaluation.md	177	5567	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
FAM153C	detail/rejected/FAM153C/FAM153C-evaluation.md	156	3561	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
MNT	detail/rejected/MNT/MNT-evaluation.md	178	5504	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
CNPY4	detail/rejected/CNPY4/CNPY4-evaluation.md	168	4471	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GPR45	detail/rejected/GPR45/GPR45-evaluation.md	177	5313	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SNTB2	detail/rejected/SNTB2/SNTB2-evaluation.md	194	8767	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
LHX6	detail/rejected/LHX6/LHX6-evaluation.md	178	5750	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
MN1	detail/rejected/MN1/MN1-evaluation.md	171	4777	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
Phf11a	detail/rejected/Phf11a/Phf11a-evaluation.md	155	3455	True	False	False	False	False	False	False	False	True	False	False	True	False	False	3	1	LOW
GNS	detail/rejected/GNS/GNS-evaluation.md	178	4877	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
AXIN2	detail/rejected/AXIN2/AXIN2-evaluation.md	20	276	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
PBRM1	detail/rejected/PBRM1/PBRM1-evaluation.md	184	5842	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
FAM196B	detail/rejected/FAM196B/FAM196B-evaluation.md	165	3920	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3	1	LOW
NCOA3	detail/rejected/NCOA3/NCOA3-evaluation.md	46	772	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
MEOX2	detail/rejected/MEOX2/MEOX2-evaluation.md	183	5725	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
EIF2B5	detail/rejected/EIF2B5/EIF2B5-evaluation.md	175	5405	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GGN	detail/rejected/GGN/GGN-evaluation.md	177	5502	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
DNAJB14	detail/rejected/DNAJB14/DNAJB14-evaluation.md	168	4696	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
KPNB1	detail/rejected/KPNB1/KPNB1-evaluation.md	39	754	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
EIF4G3	detail/rejected/EIF4G3/EIF4G3-evaluation.md	180	5718	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
GNRH1	detail/rejected/GNRH1/GNRH1-evaluation.md	184	5814	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
DLX2	detail/rejected/DLX2/DLX2-evaluation.md	169	5133	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
EN2	detail/rejected/EN2/EN2-evaluation.md	37	656	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NDEL1	detail/rejected/NDEL1/NDEL1-evaluation.md	184	5888	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
LMNB1	detail/rejected/LMNB1/LMNB1-evaluation.md	184	5815	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
RORC	detail/rejected/RORC/RORC-evaluation.md	171	5037	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
GDA	detail/rejected/GDA/GDA-evaluation.md	35	704	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
AKIRIN1	detail/rejected/AKIRIN1/AKIRIN1-evaluation.md	196	7477	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SAE1	detail/rejected/SAE1/SAE1-evaluation.md	185	6064	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
EBF1	detail/rejected/EBF1/EBF1-evaluation.md	178	5419	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
NCOA4	detail/rejected/NCOA4/NCOA4-evaluation.md	46	773	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
REL	detail/rejected/REL/REL-evaluation.md	182	5541	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
MT1G	detail/rejected/MT1G/MT1G-evaluation.md	183	8747	True	False	False	False	False	False	False	False	True	False	False	False	False	False	4	1	LOW
TEX12	detail/rejected/TEX12/TEX12-evaluation.md	178	5622	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
LHX1	detail/rejected/LHX1/LHX1-evaluation.md	41	818	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
AASS	detail/rejected/AASS/AASS-evaluation.md	20	273	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
AGPAT4	detail/rejected/AGPAT4/AGPAT4-evaluation.md	114	4236	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
OSR2	detail/rejected/OSR2/OSR2-evaluation.md	46	801	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
BMPR2	detail/rejected/BMPR2/BMPR2-evaluation.md	184	5680	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
EYA1	detail/rejected/EYA1/EYA1-evaluation.md	182	5526	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DLX5	detail/rejected/DLX5/DLX5-evaluation.md	179	5412	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
BHLHE40	detail/rejected/BHLHE40/BHLHE40-evaluation.md	180	5718	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
TBXT	detail/rejected/TBXT/TBXT-evaluation.md	46	766	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SMAD5	detail/rejected/SMAD5/SMAD5-evaluation.md	46	762	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
EEIG2	detail/rejected/EEIG2/EEIG2-evaluation.md	155	3559	True	False	False	False	False	False	False	False	False	False	False	True	False	False	3	1	LOW
TGIF2	detail/rejected/TGIF2/TGIF2-evaluation.md	46	803	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
EGLN3	detail/rejected/EGLN3/EGLN3-evaluation.md	37	671	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
IRAK1	detail/rejected/IRAK1/IRAK1-evaluation.md	26	563	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
EMD	detail/rejected/EMD/EMD-evaluation.md	175	5049	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GPAM	detail/rejected/GPAM/GPAM-evaluation.md	179	5845	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
PDXK	detail/rejected/PDXK/PDXK-evaluation.md	46	754	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SPR	detail/rejected/SPR/SPR-evaluation.md	180	5593	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PTGS2	detail/rejected/PTGS2/PTGS2-evaluation.md	46	783	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GADD45B	detail/rejected/GADD45B/GADD45B-evaluation.md	35	720	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DUSP6	detail/rejected/DUSP6/DUSP6-evaluation.md	171	4863	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
BHMT	detail/rejected/BHMT/BHMT-evaluation.md	179	5617	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DVL2	detail/rejected/DVL2/DVL2-evaluation.md	184	6301	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
AFF1	detail/rejected/AFF1/AFF1-evaluation.md	177	6790	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SPATA22	detail/rejected/SPATA22/SPATA22-evaluation.md	177	5488	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
FAM193A	detail/rejected/FAM193A/FAM193A-evaluation.md	175	5546	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
CBY3	detail/rejected/CBY3/CBY3-evaluation.md	168	4431	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
NQO2	detail/rejected/NQO2/NQO2-evaluation.md	183	6025	True	False	False	False	False	False	False	False	True	False	False	False	False	False	7	1	LOW
FAM155A	detail/rejected/FAM155A/FAM155A-evaluation.md	169	4897	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
DR1	detail/rejected/DR1/DR1-evaluation.md	176	5198	True	False	False	False	False	False	False	False	False	False	False	False	False	False	5	1	LOW
NUF2	detail/rejected/NUF2/NUF2-evaluation.md	46	825	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SMAD2	detail/rejected/SMAD2/SMAD2-evaluation.md	184	6154	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CBARP	detail/rejected/CBARP/CBARP-evaluation.md	180	5545	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
MAK	detail/rejected/MAK/MAK-evaluation.md	175	5314	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FOXP1	detail/rejected/FOXP1/FOXP1-evaluation.md	179	5491	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
TINF2	detail/rejected/TINF2/TINF2-evaluation.md	46	819	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CNST	detail/rejected/CNST/CNST-evaluation.md	168	4157	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
RARB	detail/rejected/RARB/RARB-evaluation.md	46	795	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DUSP1	detail/rejected/DUSP1/DUSP1-evaluation.md	170	5092	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
SP9	detail/rejected/SP9/SP9-evaluation.md	46	796	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
PRCC	detail/rejected/PRCC/PRCC-evaluation.md	179	5717	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
AGL	detail/rejected/AGL/AGL-evaluation.md	20	272	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
DOK1	detail/rejected/DOK1/DOK1-evaluation.md	171	5292	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CTNNAL1	detail/rejected/CTNNAL1/CTNNAL1-evaluation.md	170	4697	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
CRBN	detail/rejected/CRBN/CRBN-evaluation.md	164	4566	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GLYAT	detail/rejected/GLYAT/GLYAT-evaluation.md	172	4666	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
MSTO1	detail/rejected/MSTO1/MSTO1-evaluation.md	198	11122	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
LIG3	detail/rejected/LIG3/LIG3-evaluation.md	39	733	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GOLM1	detail/rejected/GOLM1/GOLM1-evaluation.md	176	5004	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
SPATA13	detail/rejected/SPATA13/SPATA13-evaluation.md	193	8761	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DMXL2	detail/rejected/DMXL2/DMXL2-evaluation.md	177	4986	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
EIF4A1	detail/rejected/EIF4A1/EIF4A1-evaluation.md	185	6080	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PAPOLA	detail/rejected/PAPOLA/PAPOLA-evaluation.md	46	796	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TBX6	detail/rejected/TBX6/TBX6-evaluation.md	46	776	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
SNTG1	detail/rejected/SNTG1/SNTG1-evaluation.md	189	8243	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CPLX3	detail/rejected/CPLX3/CPLX3-evaluation.md	173	4660	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
ATOH1	detail/rejected/ATOH1/ATOH1-evaluation.md	169	4613	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
HTT	detail/rejected/HTT/HTT-evaluation.md	184	5921	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
DCLK1	detail/rejected/DCLK1/DCLK1-evaluation.md	178	5891	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
EMSY	detail/rejected/EMSY/EMSY-evaluation.md	37	681	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
THRA	detail/rejected/THRA/THRA-evaluation.md	46	768	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
DOCK11	detail/rejected/DOCK11/DOCK11-evaluation.md	168	4648	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
DLEU2	detail/rejected/DLEU2/DLEU2-evaluation.md	159	3968	True	False	False	False	False	False	False	False	False	False	False	False	False	False	3	1	LOW
TPI1	detail/rejected/TPI1/TPI1-evaluation.md	46	764	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
TBX1	detail/rejected/TBX1/TBX1-evaluation.md	175	5200	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
GLYATL1	detail/rejected/GLYATL1/GLYATL1-evaluation.md	171	5123	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SSRP1	detail/rejected/SSRP1/SSRP1-evaluation.md	171	5126	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
BCL2L1	detail/rejected/BCL2L1/BCL2L1-evaluation.md	184	6191	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
FA2H	detail/rejected/FA2H/FA2H-evaluation.md	179	5797	True	False	False	False	False	False	False	False	False	False	False	False	False	False	4	1	LOW
TREX1	detail/rejected/TREX1/TREX1-evaluation.md	46	774	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
NEDD9	detail/rejected/NEDD9/NEDD9-evaluation.md	46	878	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
LIG4	detail/rejected/LIG4/LIG4-evaluation.md	183	5699	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
Ifi27l2a	detail/rejected/Ifi27l2a/Ifi27l2a-evaluation.md	159	4333	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
CLIP2	detail/rejected/CLIP2/CLIP2-evaluation.md	172	5028	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
BTG1	detail/rejected/BTG1/BTG1-evaluation.md	164	4451	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
ZMPSTE24	detail/rejected/ZMPSTE24/ZMPSTE24-evaluation.md	46	802	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
CRYZ	detail/rejected/CRYZ/CRYZ-evaluation.md	173	5203	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
PEPD	detail/rejected/PEPD/PEPD-evaluation.md	46	749	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
FANCM	detail/rejected/FANCM/FANCM-evaluation.md	182	5509	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
DEK	detail/rejected/DEK/DEK-evaluation.md	181	5598	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
GPR176	detail/rejected/GPR176/GPR176-evaluation.md	169	4877	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
NABP1	detail/rejected/NABP1/NABP1-evaluation.md	168	4683	True	False	False	False	False	False	False	False	True	False	False	False	False	False	3	1	LOW
CLPTM1	detail/rejected/CLPTM1/CLPTM1-evaluation.md	180	5807	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
NIN	detail/rejected/NIN/NIN-evaluation.md	46	742	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GLB1L	detail/rejected/GLB1L/GLB1L-evaluation.md	174	4886	True	False	False	False	False	False	False	False	False	False	False	True	False	False	2	1	LOW
TP73	detail/rejected/TP73/TP73-evaluation.md	46	755	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
GPR182	detail/rejected/GPR182/GPR182-evaluation.md	179	5789	True	False	False	False	False	False	False	False	False	False	False	False	False	False	2	1	LOW
SOX3	detail/rejected/SOX3/SOX3-evaluation.md	179	5612	True	False	False	False	False	False	False	False	False	False	False	False	False	False	9	1	LOW
NFS1	detail/rejected/NFS1/NFS1-evaluation.md	46	763	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
BACH1	detail/rejected/BACH1/BACH1-evaluation.md	182	5862	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
CRY1	detail/rejected/CRY1/CRY1-evaluation.md	179	5722	True	False	False	False	False	False	False	False	False	False	False	False	False	False	7	1	LOW
PTCH2	detail/rejected/PTCH2/PTCH2-evaluation.md	46	751	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
PLOD2	detail/rejected/PLOD2/PLOD2-evaluation.md	46	789	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ATE1	detail/rejected/ATE1/ATE1-evaluation.md	20	273	True	False	False	False	False	False	False	False	False	False	False	False	False	True	0	1	LOW
SESN1	detail/rejected/SESN1/SESN1-evaluation.md	46	750	True	False	False	False	False	False	False	False	False	False	False	False	False	False	0	1	LOW
ARL17B	detail/rejected/ARL17B/ARL17B-evaluation.md	182	6030	True	False	False	False	False	False	False	False	True	False	False	False	False	False	2	1	LOW
