gene	category	status	char_count	risk	flags	has_hpa_details	has_if_or_rescue	has_plddt	has_pae_or_note	has_pdb_info	has_real_ppi	has_pubmed_counts	has_key_lit	rejection_lines	lazy_phrases
MIX23	nucleoplasm	scored	6290	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
MKRN1	nucleoplasm	scored	5376	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MKS1	nucleoplasm	scored	5302	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MLF2	nucleoplasm	scored	5579	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MLLT1	nucleoplasm	scored	5434	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MLLT11	nucleoplasm	scored	5474	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MLLT6	nucleoplasm	scored	5918	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MNAT1	nucleoplasm	scored	5606	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
MND1	nucleoplasm	scored	5196	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PUBMED_COUNTS	False	False	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MORF4L1	nucleoplasm	scored	5834	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MORF4L2	nucleoplasm	scored	5743	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MPPED2	nucleoplasm	scored	5780	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MROH1	nucleoplasm	scored	5463	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MRTFB	nucleoplasm	scored	5327	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
MSGN1	nucleoplasm	scored	4684	HIGH	SHORT_SCORED(4684); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MTA2	nucleoplasm	scored	2900	CRITICAL	SHORT_SCORED(2900); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
MTA3	nucleoplasm	scored	2861	CRITICAL	SHORT_SCORED(2861); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
MTBP	nucleoplasm	scored	5706	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MTCP1	nucleoplasm	scored	3358	CRITICAL	SHORT_SCORED(3358); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PDB_INFO; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	False	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
MTREX	nucleoplasm	scored	6216	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
MXD3	nucleoplasm	scored	6229	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MXD4	nucleoplasm	scored	5547	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MYCT1	nucleoplasm	scored	5063	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
MYEF2	nucleoplasm	scored	5060	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
MYPOP	nucleoplasm	scored	5628	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	IntAct 有限记录;无记录 \| — \| —
MYSM1	nucleoplasm	scored	7613	MED	NO_HPA_DETAILS; NO_PUBMED_COUNTS	False	True	True	True	True	True	False	True	0	
NAA20	nucleoplasm	scored	4363	HIGH	SHORT_SCORED(4363); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NAA35	nucleoplasm	scored	3588	HIGH	SHORT_SCORED(3588); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
NAA38	nucleoplasm	scored	4437	HIGH	SHORT_SCORED(4437); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NAB1	nucleoplasm	scored	4689	HIGH	SHORT_SCORED(4689); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NAGK	nucleoplasm	scored	3423	HIGH	SHORT_SCORED(3423); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
NAP1L5	nucleoplasm	scored	2904	CRITICAL	SHORT_SCORED(2904); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
NAPRT	nucleoplasm	scored	3558	HIGH	SHORT_SCORED(3558); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
NCAPD3	nucleoplasm	scored	2930	CRITICAL	SHORT_SCORED(2930); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
NCAPG2	nucleoplasm	scored	2802	CRITICAL	SHORT_SCORED(2802); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
NCOA5	nucleoplasm	scored	4560	HIGH	SHORT_SCORED(4560); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NEK6	nucleoplasm	scored	3184	CRITICAL	SHORT_SCORED(3184); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
NELFA	nucleoplasm	scored	4698	HIGH	SHORT_SCORED(4698); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NFKBID	nucleoplasm	scored	4650	HIGH	SHORT_SCORED(4650); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NFRKB	nucleoplasm	scored	4902	HIGH	SHORT_SCORED(4902); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NHLH2	nucleoplasm	scored	4685	HIGH	SHORT_SCORED(4685); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NINL	nucleoplasm	scored	3563	HIGH	SHORT_SCORED(3563); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
NKAP	nucleoplasm	scored	4640	HIGH	SHORT_SCORED(4640); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NKTR	nucleoplasm	scored	3454	HIGH	SHORT_SCORED(3454); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
NLK	nucleoplasm	scored	2956	CRITICAL	SHORT_SCORED(2956); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
NPAS1	nucleoplasm	scored	4939	HIGH	SHORT_SCORED(4939); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NPAS3	nucleoplasm	scored	4712	HIGH	SHORT_SCORED(4712); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NPDC1	nucleoplasm	scored	3446	HIGH	SHORT_SCORED(3446); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
NRDE2	nucleoplasm	scored	4594	HIGH	SHORT_SCORED(4594); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NRSN2	nucleoplasm	scored	3471	HIGH	SHORT_SCORED(3471); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
NUB1	nucleoplasm	scored	4998	HIGH	SHORT_SCORED(4998); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
NUTF2	nucleoplasm	scored	6053	HIGH	LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
ODAM	nucleoplasm	scored	3560	HIGH	SHORT_SCORED(3560); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
OGFRL1	nucleoplasm	scored	3417	HIGH	SHORT_SCORED(3417); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
OLFM2	nucleoplasm	scored	3576	HIGH	SHORT_SCORED(3576); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
OLIG3	nucleoplasm	scored	4380	CRITICAL	SHORT_SCORED(4380); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; NO_IF_NO_RESCUE; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
OPHN1	nucleoplasm	scored	3480	HIGH	SHORT_SCORED(3480); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
OSGIN1	nucleoplasm	scored	3507	HIGH	SHORT_SCORED(3507); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
P3H2	nucleoplasm	scored	3576	HIGH	SHORT_SCORED(3576); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
PAK5	nucleoplasm	scored	2924	CRITICAL	SHORT_SCORED(2924); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PAXBP1	nucleoplasm	scored	4318	HIGH	SHORT_SCORED(4318); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
PCGF5	nucleoplasm	scored	2884	CRITICAL	SHORT_SCORED(2884); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PCGF6	nucleoplasm	scored	2912	CRITICAL	SHORT_SCORED(2912); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PCP4	nucleoplasm	scored	4357	HIGH	SHORT_SCORED(4357); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
PCYT2	nucleoplasm	scored	3455	HIGH	SHORT_SCORED(3455); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
PDIK1L	nucleoplasm	scored	2908	CRITICAL	SHORT_SCORED(2908); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PDLIM5	nucleoplasm	scored	3578	HIGH	SHORT_SCORED(3578); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
PEF1	nucleoplasm	scored	3669	HIGH	SHORT_SCORED(3669); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
PHC3	nucleoplasm	scored	4625	HIGH	SHORT_SCORED(4625); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
PHF10	nucleoplasm	scored	2867	CRITICAL	SHORT_SCORED(2867); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PHF12	nucleoplasm	scored	2923	CRITICAL	SHORT_SCORED(2923); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PHF13	nucleoplasm	scored	2835	CRITICAL	SHORT_SCORED(2835); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PHF19	nucleoplasm	scored	2899	CRITICAL	SHORT_SCORED(2899); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PHF20	nucleoplasm	scored	2869	CRITICAL	SHORT_SCORED(2869); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PHF20L1	nucleoplasm	scored	4733	HIGH	SHORT_SCORED(4733); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
PHF23	nucleoplasm	scored	2736	CRITICAL	SHORT_SCORED(2736); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PHF7	nucleoplasm	scored	2733	CRITICAL	SHORT_SCORED(2733); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PIANP	nucleoplasm	scored	3574	HIGH	SHORT_SCORED(3574); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
PIF1	nucleoplasm	scored	2869	CRITICAL	SHORT_SCORED(2869); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PIWIL4	nucleoplasm	scored	2869	CRITICAL	SHORT_SCORED(2869); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PKN2	nucleoplasm	scored	3234	CRITICAL	SHORT_SCORED(3234); LAZY:需进一步查询;暂无详细;基于基因家族推断; NO_HPA_DETAILS; NO_IF_NO_RESCUE; NO_PLDDT; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	False	False	True	True	False	False	True	0	需进一步查询;暂无详细;基于基因家族推断;IntAct 有限记录;无记录 \| — \| —
PKNOX2	nucleoplasm	scored	4567	HIGH	SHORT_SCORED(4567); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
PLCXD2	nucleoplasm	scored	4178	HIGH	SHORT_SCORED(4178); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
PLD3	nucleoplasm	scored	3639	HIGH	SHORT_SCORED(3639); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
PLEKHA7	nucleoplasm	scored	3712	HIGH	SHORT_SCORED(3712); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
PNPO	nucleoplasm	scored	3313	HIGH	SHORT_SCORED(3313); LAZY:待补充;IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	待补充;IntAct 有限记录;无记录 \| — \| —
POU6F1	nucleoplasm	scored	4614	HIGH	SHORT_SCORED(4614); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
PPIG	nucleoplasm	scored	4287	HIGH	SHORT_SCORED(4287); LAZY:IntAct 有限记录;无记录 \| — \| —; NO_HPA_DETAILS; PPI:ONLY_0_PARTNERS; NO_PUBMED_COUNTS	False	True	True	True	True	False	False	True	0	IntAct 有限记录;无记录 \| — \| —
