gene	path	source	report_claim	evidence_exists	image_or_metadata_exists	image_embedded	old_todo_or_checklist_only	is_true_mismatch	is_audit_false_positive	needs_repair	reason
FBXO31	detail/nucleoplasm/FBXO31/FBXO31-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO33	detail/nucleoplasm/FBXO33/FBXO33-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO36	detail/nucleoplasm/FBXO36/FBXO36-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO38	detail/nucleoplasm/FBXO38/FBXO38-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
FBXO38	detail/nucleoplasm/FBXO38/FBXO38-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FBXO4	detail/nucleoplasm/FBXO4/FBXO4-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
FBXO41	detail/nucleoplasm/FBXO41/FBXO41-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO42	detail/nucleoplasm/FBXO42/FBXO42-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
FBXO42	detail/nucleoplasm/FBXO42/FBXO42-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FBXO43	detail/nucleoplasm/FBXO43/FBXO43-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO44	detail/nucleoplasm/FBXO44/FBXO44-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO45	detail/nucleoplasm/FBXO45/FBXO45-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO46	detail/nucleoplasm/FBXO46/FBXO46-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO5	detail/nucleoplasm/FBXO5/FBXO5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXO7	detail/nucleoplasm/FBXO7/FBXO7-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
FBXO7	detail/nucleoplasm/FBXO7/FBXO7-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
FBXO8	detail/nucleoplasm/FBXO8/FBXO8-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXW10	detail/nucleoplasm/FBXW10/FBXW10-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXW10B	detail/nucleoplasm/FBXW10B/FBXW10B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXW2	detail/nucleoplasm/FBXW2/FBXW2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FBXW8	detail/nucleoplasm/FBXW8/FBXW8-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FCHO1	detail/nucleoplasm/FCHO1/FCHO1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FCHSD1	detail/nucleoplasm/FCHSD1/FCHSD1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FCMR	detail/nucleoplasm/FCMR/FCMR-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FDXACB1	detail/nucleoplasm/FDXACB1/FDXACB1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FEM1B	detail/nucleoplasm/FEM1B/FEM1B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FEM1C	detail/nucleoplasm/FEM1C/FEM1C-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FERMT2	detail/nucleoplasm/FERMT2/FERMT2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FEZ2	detail/nucleoplasm/FEZ2/FEZ2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FGF11	detail/nucleoplasm/FGF11/FGF11-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FGGY	detail/nucleoplasm/FGGY/FGGY-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FGGY	detail/nucleoplasm/FGGY/FGGY-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FHIP2B	detail/nucleoplasm/FHIP2B/FHIP2B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FHL5	detail/nucleoplasm/FHL5/FHL5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FHL5	detail/nucleoplasm/FHL5/FHL5-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FIBP	detail/nucleoplasm/FIBP/FIBP-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
FIBP	detail/nucleoplasm/FIBP/FIBP-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FICD	detail/nucleoplasm/FICD/FICD-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FIGN	detail/nucleoplasm/FIGN/FIGN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FIGNL1	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
FIGNL1	detail/nucleoplasm/FIGNL1/FIGNL1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FILIP1L	detail/nucleoplasm/FILIP1L/FILIP1L-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FKBP14	detail/nucleoplasm/FKBP14/FKBP14-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FKBP15	detail/nucleoplasm/FKBP15/FKBP15-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FKBP3	detail/nucleoplasm/FKBP3/FKBP3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FKBPL	detail/nucleoplasm/FKBPL/FKBPL-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FKTN	detail/nucleoplasm/FKTN/FKTN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FLYWCH2	detail/nucleoplasm/FLYWCH2/FLYWCH2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FMN1	detail/nucleoplasm/FMN1/FMN1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FMN1	detail/nucleoplasm/FMN1/FMN1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FN3KRP	detail/nucleoplasm/FN3KRP/FN3KRP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FNBP4	detail/nucleoplasm/FNBP4/FNBP4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FNDC11	detail/nucleoplasm/FNDC11/FNDC11-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FNDC3A	detail/nucleoplasm/FNDC3A/FNDC3A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXB1	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FOXB1	detail/nucleoplasm/FOXB1/FOXB1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FOXD3	detail/nucleoplasm/FOXD3/FOXD3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXD4	detail/nucleoplasm/FOXD4/FOXD4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXD4L1	detail/nucleoplasm/FOXD4L1/FOXD4L1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXD4L3	detail/nucleoplasm/FOXD4L3/FOXD4L3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXD4L4	detail/nucleoplasm/FOXD4L4/FOXD4L4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXD4L5	detail/nucleoplasm/FOXD4L5/FOXD4L5-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
FOXD4L5	detail/nucleoplasm/FOXD4L5/FOXD4L5-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FOXD4L6	detail/nucleoplasm/FOXD4L6/FOXD4L6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXJ3	detail/nucleoplasm/FOXJ3/FOXJ3-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FOXJ3	detail/nucleoplasm/FOXJ3/FOXJ3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FOXK2	detail/nucleoplasm/FOXK2/FOXK2-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FOXK2	detail/nucleoplasm/FOXK2/FOXK2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FOXL3	detail/nucleoplasm/FOXL3/FOXL3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXN2	detail/nucleoplasm/FOXN2/FOXN2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
FOXN2	detail/nucleoplasm/FOXN2/FOXN2-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
FOXN3	detail/nucleoplasm/FOXN3/FOXN3-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
FOXN3	detail/nucleoplasm/FOXN3/FOXN3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FOXN4	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FOXN4	detail/nucleoplasm/FOXN4/FOXN4-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FOXO3B	detail/nucleoplasm/FOXO3B/FOXO3B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FOXO3B	detail/nucleoplasm/FOXO3B/FOXO3B-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FOXS1	detail/nucleoplasm/FOXS1/FOXS1-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
FOXS1	detail/nucleoplasm/FOXS1/FOXS1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
FRA10AC1	detail/nucleoplasm/FRA10AC1/FRA10AC1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FRAT2	detail/nucleoplasm/FRAT2/FRAT2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FRK	detail/nucleoplasm/FRK/FRK-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
FRK	detail/nucleoplasm/FRK/FRK-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
FRMD4A	detail/nucleoplasm/FRMD4A/FRMD4A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FRMD4B	detail/nucleoplasm/FRMD4B/FRMD4B-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FRMD7	detail/nucleoplasm/FRMD7/FRMD7-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FSD2	detail/nucleoplasm/FSD2/FSD2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FSIP1	detail/nucleoplasm/FSIP1/FSIP1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FTSJ3	detail/nucleoplasm/FTSJ3/FTSJ3-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FTSJ3	detail/nucleoplasm/FTSJ3/FTSJ3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FUBP3	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=2
FUBP3	detail/nucleoplasm/FUBP3/FUBP3-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
FUT9	detail/nucleoplasm/FUT9/FUT9-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
FYB1	detail/nucleoplasm/FYB1/FYB1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GABPB1	detail/nucleoplasm/GABPB1/GABPB1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
GABPB1	detail/nucleoplasm/GABPB1/GABPB1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GABPB2	detail/nucleoplasm/GABPB2/GABPB2-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
GABPB2	detail/nucleoplasm/GABPB2/GABPB2-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GAL3ST1	detail/nucleoplasm/GAL3ST1/GAL3ST1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GAL3ST4	detail/nucleoplasm/GAL3ST4/GAL3ST4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GALK2	detail/nucleoplasm/GALK2/GALK2-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
GALK2	detail/nucleoplasm/GALK2/GALK2-evaluation.md	PAE	STALE_PATTERN	True	True	True	False	False	True	False	Image/evidence embedded; Local evidence count=1
GALNT10	detail/nucleoplasm/GALNT10/GALNT10-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GALNT12	detail/nucleoplasm/GALNT12/GALNT12-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GALNT14	detail/nucleoplasm/GALNT14/GALNT14-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GALNT5	detail/nucleoplasm/GALNT5/GALNT5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GALNT6	detail/nucleoplasm/GALNT6/GALNT6-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GALNT7	detail/nucleoplasm/GALNT7/GALNT7-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
GALNT7	detail/nucleoplasm/GALNT7/GALNT7-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GAREM1	detail/nucleoplasm/GAREM1/GAREM1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GARIN1A	detail/nucleoplasm/GARIN1A/GARIN1A-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GARNL3	detail/nucleoplasm/GARNL3/GARNL3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GARRE1	detail/nucleoplasm/GARRE1/GARRE1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GBP3	detail/nucleoplasm/GBP3/GBP3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GBP4	detail/nucleoplasm/GBP4/GBP4-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
GBP4	detail/nucleoplasm/GBP4/GBP4-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GCC2	detail/nucleoplasm/GCC2/GCC2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GCNA	detail/nucleoplasm/GCNA/GCNA-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GCNT4	detail/nucleoplasm/GCNT4/GCNT4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GDPD3	detail/nucleoplasm/GDPD3/GDPD3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GEMIN4	detail/nucleoplasm/GEMIN4/GEMIN4-evaluation.md	HPA_IF	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=2
GEMIN4	detail/nucleoplasm/GEMIN4/GEMIN4-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GEMIN8	detail/nucleoplasm/GEMIN8/GEMIN8-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GEN1	detail/nucleoplasm/GEN1/GEN1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GFUS	detail/nucleoplasm/GFUS/GFUS-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GGA1	detail/nucleoplasm/GGA1/GGA1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
GGA1	detail/nucleoplasm/GGA1/GGA1-evaluation.md	PAE	STALE_PATTERN	False	False	False	False	False	False	False	Stale unavailable/no-data claim remains, but no local image/metadata evidence was found by Step 1
GGNBP2	detail/nucleoplasm/GGNBP2/GGNBP2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GGPS1	detail/nucleoplasm/GGPS1/GGPS1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
GGPS1	detail/nucleoplasm/GGPS1/GGPS1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GGT7	detail/nucleoplasm/GGT7/GGT7-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GID8	detail/nucleoplasm/GID8/GID8-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GIMAP2	detail/nucleoplasm/GIMAP2/GIMAP2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GIN1	detail/nucleoplasm/GIN1/GIN1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GINS1	detail/nucleoplasm/GINS1/GINS1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GINS2	detail/nucleoplasm/GINS2/GINS2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GINS3	detail/nucleoplasm/GINS3/GINS3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GIPC1	detail/nucleoplasm/GIPC1/GIPC1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GIPC2	detail/nucleoplasm/GIPC2/GIPC2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GJC1	detail/nucleoplasm/GJC1/GJC1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GK5	detail/nucleoplasm/GK5/GK5-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLB1L2	detail/nucleoplasm/GLB1L2/GLB1L2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLCCI1	detail/nucleoplasm/GLCCI1/GLCCI1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLI1	detail/nucleoplasm/GLI1/GLI1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLI4	detail/nucleoplasm/GLI4/GLI4-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLIPR1	detail/nucleoplasm/GLIPR1/GLIPR1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
GLIPR1	detail/nucleoplasm/GLIPR1/GLIPR1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GLIS3	detail/nucleoplasm/GLIS3/GLIS3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLMN	detail/nucleoplasm/GLMN/GLMN-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLMP	detail/nucleoplasm/GLMP/GLMP-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLRX	detail/nucleoplasm/GLRX/GLRX-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLRX2	detail/nucleoplasm/GLRX2/GLRX2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLRX3	detail/nucleoplasm/GLRX3/GLRX3-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLTPD2	detail/nucleoplasm/GLTPD2/GLTPD2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLTSCR1	detail/nucleoplasm/GLTSCR1/GLTSCR1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GLYR1	detail/nucleoplasm/GLYR1/GLYR1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GMCL1	detail/nucleoplasm/GMCL1/GMCL1-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GMCL2	detail/nucleoplasm/GMCL2/GMCL2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
GMEB1	detail/nucleoplasm/GMEB1/GMEB1-evaluation.md	HPA_IF	STALE_PATTERN	True	True	True	True	False	True	False	Only old TODO/checklist pattern matched; Image/evidence embedded; Local evidence count=2
GMEB1	detail/nucleoplasm/GMEB1/GMEB1-evaluation.md	PAE	NO_STALE_PATTERN	True	True	True	False	False	False	False	Image/evidence embedded; Local evidence count=1
GMEB2	detail/nucleoplasm/GMEB2/GMEB2-evaluation.md	HPA_IF	STALE_PATTERN	False	False	False	True	False	True	False	Only old TODO/checklist pattern matched
