gene	current_path	in_queue	was_processed	has_harvest_packet	packet_path	missing_sources	report_status	report_lines	was_rejected_due_to_missing_harvest	needs_reharvest	needs_manual_review	reason
LGALS13	detail/nuclear-speckle/LGALS13/LGALS13-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LGALS13.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
LGALS14	detail/nucleoplasm/LGALS14/LGALS14-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LGALS14.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
LGALS2	detail/nucleoplasm/LGALS2/LGALS2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LGALS2.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
LGALSL	detail/nucleoplasm/LGALSL/LGALSL-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LGALSL.json	NONE	scored	176	False	False	False	Report (176L), packet=True, missing modules=0
LGSN	detail/nucleoplasm/LGSN/LGSN-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LGSN.json	NONE	scored	170	False	False	False	Report (170L), packet=True, missing modules=0
LHFPL2	detail/nuclear-speckle/LHFPL2/LHFPL2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LHFPL2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
LHFPL6	detail/nucleoplasm/LHFPL6/LHFPL6-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LHFPL6.json	NONE	scored	164	False	False	False	Report (164L), packet=True, missing modules=0
LHPP	detail/nuclear-speckle/LHPP/LHPP-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LHPP.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
LIAT1	detail/nucleolus/LIAT1/LIAT1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LIAT1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
LIMD1	detail/nucleoplasm/LIMD1/LIMD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LIMD1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
LIMD2	detail/nucleoplasm/LIMD2/LIMD2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LIMD2.json	NONE	scored	172	False	False	False	Report (172L), packet=True, missing modules=0
LIMK2	detail/rejected/LIMK2/LIMK2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LIMK2.json	NONE	rejected	182	False	False	False	Report (182L), packet=True, missing modules=0
LINGO2	detail/nucleoplasm/LINGO2/LINGO2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LINGO2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
LKAAEAR1	detail/nucleoplasm/LKAAEAR1/LKAAEAR1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LKAAEAR1.json	NONE	scored	163	False	False	False	Report (163L), packet=True, missing modules=0
LMCD1	detail/nucleoplasm/LMCD1/LMCD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LMCD1.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
LMTK2	detail/nuclear-speckle/LMTK2/LMTK2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LMTK2.json	NONE	scored	183	False	False	False	Report (183L), packet=True, missing modules=0
LMTK3	detail/nucleoplasm/LMTK3/LMTK3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LMTK3.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
LNP1	detail/nuclear-speckle/LNP1/LNP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LNP1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
LONRF2	detail/nucleoplasm/LONRF2/LONRF2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LONRF2.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
LORICRIN	detail/rejected/LORICRIN/LORICRIN-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LORICRIN.json	NONE	rejected	180	False	False	False	Report (180L), packet=True, missing modules=0
LPIN2	detail/nucleoplasm/LPIN2/LPIN2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LPIN2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
LPIN3	detail/nucleoplasm/LPIN3/LPIN3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LPIN3.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
LPXN	detail/nuclear-speckle/LPXN/LPXN-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LPXN.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
LRATD1	detail/nucleoplasm/LRATD1/LRATD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRATD1.json	NONE	scored	169	False	False	False	Report (169L), packet=True, missing modules=0
LRATD2	detail/nucleoplasm/LRATD2/LRATD2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRATD2.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
LRCH1	detail/nucleoplasm/LRCH1/LRCH1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRCH1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
LRIF1	detail/nucleoplasm/LRIF1/LRIF1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRIF1.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
LRP10	detail/nucleoplasm/LRP10/LRP10-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRP10.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
LRRC10B	detail/nucleoplasm/LRRC10B/LRRC10B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRRC10B.json	NONE	scored	159	False	False	False	Report (159L), packet=True, missing modules=0
LRRC34	detail/nucleolus/LRRC34/LRRC34-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRRC34.json	NONE	scored	161	False	False	False	Report (161L), packet=True, missing modules=0
LRRC47	detail/nucleolus/LRRC47/LRRC47-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRRC47.json	NONE	scored	176	False	False	False	Report (176L), packet=True, missing modules=0
LRRC58	detail/nucleoplasm/LRRC58/LRRC58-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRRC58.json	NONE	scored	172	False	False	False	Report (172L), packet=True, missing modules=0
LRRC59	detail/nuclear-envelope/LRRC59/LRRC59-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRRC59.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
LRRC73	detail/nuclear-speckle/LRRC73/LRRC73-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LRRC73.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
LTA4H	detail/rejected/LTA4H/LTA4H-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LTA4H.json	NONE	rejected	183	False	False	False	Report (183L), packet=True, missing modules=0
LTC4S	detail/rejected/LTC4S/LTC4S-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LTC4S.json	NONE	rejected	182	False	False	False	Report (182L), packet=True, missing modules=0
LTO1	detail/nucleoplasm/LTO1/LTO1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LTO1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
LUZP1	detail/chromatin/LUZP1/LUZP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LUZP1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
LUZP4	detail/nucleoplasm/LUZP4/LUZP4-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LUZP4.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
LYPLA1	detail/nuclear-envelope/LYPLA1/LYPLA1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LYPLA1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
LYPLA2	detail/nucleoplasm/LYPLA2/LYPLA2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LYPLA2.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
LYSMD1	detail/nucleoplasm/LYSMD1/LYSMD1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LYSMD1.json	NONE	scored	171	False	False	False	Report (171L), packet=True, missing modules=0
LYSMD2	detail/nuclear-speckle/LYSMD2/LYSMD2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/LYSMD2.json	NONE	scored	167	False	False	False	Report (167L), packet=True, missing modules=0
MAB21L2	detail/nucleoplasm/MAB21L2/MAB21L2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAB21L2.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
MACIR	detail/nucleoplasm/MACIR/MACIR-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MACIR.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
MAD1L1	detail/nuclear-envelope/MAD1L1/MAD1L1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAD1L1.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
MAD2L1BP	detail/nucleolus/MAD2L1BP/MAD2L1BP-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAD2L1BP.json	NONE	scored	182	False	False	False	Report (182L), packet=True, missing modules=0
MAD2L2	detail/nucleoplasm/MAD2L2/MAD2L2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAD2L2.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
MAGEA10	detail/nucleoplasm/MAGEA10/MAGEA10-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGEA10.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
MAGEA11	detail/nuclear-speckle/MAGEA11/MAGEA11-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGEA11.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
MAGEA2B	detail/nucleoplasm/MAGEA2B/MAGEA2B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGEA2B.json	NONE	scored	176	False	False	False	Report (176L), packet=True, missing modules=0
MAGEA9	detail/nucleoplasm/MAGEA9/MAGEA9-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGEA9.json	NONE	scored	174	False	False	False	Report (174L), packet=True, missing modules=0
MAGEC1	detail/nucleoplasm/MAGEC1/MAGEC1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGEC1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
MAGEC2	detail/nucleoplasm/MAGEC2/MAGEC2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGEC2.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
MAGED2	detail/nucleolus/MAGED2/MAGED2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGED2.json	NONE	scored	183	False	False	False	Report (183L), packet=True, missing modules=0
MAGEH1	detail/nucleoplasm/MAGEH1/MAGEH1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGEH1.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
MAGIX	detail/nucleoplasm/MAGIX/MAGIX-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAGIX.json	NONE	scored	174	False	False	False	Report (174L), packet=True, missing modules=0
MAJIN	detail/nuclear-envelope/MAJIN/MAJIN-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAJIN.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
MAMSTR	detail/nuclear-speckle/MAMSTR/MAMSTR-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAMSTR.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
MAN1C1	detail/nucleoplasm/MAN1C1/MAN1C1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAN1C1.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
MAP1S	detail/nucleolus/MAP1S/MAP1S-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAP1S.json	NONE	scored	184	False	False	False	Report (184L), packet=True, missing modules=0
MAP9	detail/nuclear-speckle/MAP9/MAP9-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAP9.json	NONE	scored	181	False	False	False	Report (181L), packet=True, missing modules=0
MAPDA	detail/rejected/MAPDA/MAPDA-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAPDA.json	NONE	rejected	155	False	False	False	Report (155L), packet=True, missing modules=0
MAST3	detail/nuclear-speckle/MAST3/MAST3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MAST3.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
MBTPS2	detail/nucleoplasm/MBTPS2/MBTPS2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MBTPS2.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
MCRIP1	detail/nucleoplasm/MCRIP1/MCRIP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MCRIP1.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
MDFI	detail/nucleoplasm/MDFI/MDFI-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MDFI.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
MEAK7	detail/nucleolus/MEAK7/MEAK7-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MEAK7.json	NONE	scored	183	False	False	False	Report (183L), packet=True, missing modules=0
MEGF9	detail/nucleoplasm/MEGF9/MEGF9-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MEGF9.json	NONE	scored	169	False	False	False	Report (169L), packet=True, missing modules=0
MEIOSIN	detail/nucleoplasm/MEIOSIN/MEIOSIN-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MEIOSIN.json	NONE	scored	168	False	False	False	Report (168L), packet=True, missing modules=0
METAP1	detail/nucleoplasm/METAP1/METAP1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/METAP1.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
METTL21A	detail/nucleoplasm/METTL21A/METTL21A-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/METTL21A.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
METTL21C	detail/nucleoplasm/METTL21C/METTL21C-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/METTL21C.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
METTL22	detail/nucleolus/METTL22/METTL22-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/METTL22.json	NONE	scored	175	False	False	False	Report (175L), packet=True, missing modules=0
MFAP3L	detail/nucleoplasm/MFAP3L/MFAP3L-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MFAP3L.json	NONE	scored	173	False	False	False	Report (173L), packet=True, missing modules=0
MFSD8	detail/nucleoplasm/MFSD8/MFSD8-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MFSD8.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
MGAT4B	detail/nucleoplasm/MGAT4B/MGAT4B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MGAT4B.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
MGAT5B	detail/nucleoplasm/MGAT5B/MGAT5B-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MGAT5B.json	NONE	scored	176	False	False	False	Report (176L), packet=True, missing modules=0
MIDEAS	detail/nucleoplasm/MIDEAS/MIDEAS-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MIDEAS.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
MIDN	detail/nucleolus/MIDN/MIDN-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MIDN.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
MIER2	detail/nucleoplasm/MIER2/MIER2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MIER2.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
MIER3	detail/nucleoplasm/MIER3/MIER3-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MIER3.json	NONE	scored	178	False	False	False	Report (178L), packet=True, missing modules=0
MIF4GD	detail/nucleolus/MIF4GD/MIF4GD-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MIF4GD.json	NONE	scored	180	False	False	False	Report (180L), packet=True, missing modules=0
MIIP	detail/nucleoplasm/MIIP/MIIP-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MIIP.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
MINDY1	detail/nuclear-speckle/MINDY1/MINDY1-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MINDY1.json	NONE	scored	179	False	False	False	Report (179L), packet=True, missing modules=0
MINDY2	detail/nucleoplasm/MINDY2/MINDY2-evaluation.md	True	True	True	/Users/quii/Desktop/projects/TE-regulated proteins finding/protein_data/harvest_packets/MINDY2.json	NONE	scored	177	False	False	False	Report (177L), packet=True, missing modules=0
MIOS	detail/rejected/MIOS/MIOS-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MIS18A	detail/rejected/MIS18A/MIS18A-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MKKS	detail/rejected/MKKS/MKKS-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MKLN1	detail/rejected/MKLN1/MKLN1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MLIP	detail/rejected/MLIP/MLIP-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MLXIPL	detail/rejected/MLXIPL/MLXIPL-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MMS19	detail/rejected/MMS19/MMS19-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MMS22L	detail/rejected/MMS22L/MMS22L-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MNS1	detail/rejected/MNS1/MNS1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MOB1A	detail/rejected/MOB1A/MOB1A-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MOB1B	detail/rejected/MOB1B/MOB1B-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MOB2	detail/rejected/MOB2/MOB2-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MOCS2	detail/rejected/MOCS2/MOCS2-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MON2	detail/rejected/MON2/MON2-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MORN2	detail/rejected/MORN2/MORN2-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MOSPD1	detail/rejected/MOSPD1/MOSPD1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MPHOSPH6	detail/rejected/MPHOSPH6/MPHOSPH6-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MPHOSPH9	detail/rejected/MPHOSPH9/MPHOSPH9-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MPND	detail/rejected/MPND/MPND-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MPPE1	detail/rejected/MPPE1/MPPE1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MRFAP1	detail/rejected/MRFAP1/MRFAP1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MRGBP	detail/rejected/MRGBP/MRGBP-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MRI1	detail/rejected/MRI1/MRI1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MRPL44	detail/rejected/MRPL44/MRPL44-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MS4A12	detail/rejected/MS4A12/MS4A12-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MSANTD1	detail/rejected/MSANTD1/MSANTD1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MSANTD3	detail/rejected/MSANTD3/MSANTD3-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MSANTD4	detail/rejected/MSANTD4/MSANTD4-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MSRB1	detail/rejected/MSRB1/MSRB1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MTHFSD	detail/rejected/MTHFSD/MTHFSD-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MTMR10	detail/rejected/MTMR10/MTMR10-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MTMR7	detail/rejected/MTMR7/MTMR7-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MTMR8	detail/rejected/MTMR8/MTMR8-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MTPN	detail/rejected/MTPN/MTPN-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
MTUS1	detail/rejected/MTUS1/MTUS1-evaluation.md	True	True	False	NONE	HPA,PubMed,AlphaFold,PDB,PPI	rejected	11	True	True	True	Report (11L), packet=False, missing modules=5
