global_index	batch_id	priority	task_type	gene	current_path	current_status	current_category	current_lines	current_score	source_audit	error_type	risk_level	needs_harvest	needs_report_repair	needs_false_rejection_recheck	needs_new_evaluation	needs_manual_review	needs_validator_exception_review	duplicate_status	skip_reason	recommended_action	worker_id	lock_path	stage_path	final_path	state	reason
277	56	P0	INCOMPLETE_REPORT_REPAIR	TTC5		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/TTC5.lock	audit_work/continuous_completion_workers/worker_W4/batch_56/staged_reports/TTC5-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
278	56	P0	INCOMPLETE_REPORT_REPAIR	SAFB		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/SAFB.lock	audit_work/continuous_completion_workers/worker_W4/batch_56/staged_reports/SAFB-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
279	56	P0	INCOMPLETE_REPORT_REPAIR	ANLN		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/ANLN.lock	audit_work/continuous_completion_workers/worker_W4/batch_56/staged_reports/ANLN-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
280	56	P0	INCOMPLETE_REPORT_REPAIR	LXN		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/LXN.lock	audit_work/continuous_completion_workers/worker_W4/batch_56/staged_reports/LXN-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
281	57	P0	INCOMPLETE_REPORT_REPAIR	IRAK4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/IRAK4.lock	audit_work/continuous_completion_workers/worker_W1/batch_57/staged_reports/IRAK4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
282	57	P0	INCOMPLETE_REPORT_REPAIR	NTRK3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/NTRK3.lock	audit_work/continuous_completion_workers/worker_W1/batch_57/staged_reports/NTRK3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
283	57	P0	INCOMPLETE_REPORT_REPAIR	PBX2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/PBX2.lock	audit_work/continuous_completion_workers/worker_W1/batch_57/staged_reports/PBX2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
284	57	P0	INCOMPLETE_REPORT_REPAIR	NCOA1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/NCOA1.lock	audit_work/continuous_completion_workers/worker_W1/batch_57/staged_reports/NCOA1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
285	57	P0	INCOMPLETE_REPORT_REPAIR	Sgo2a		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/Sgo2a.lock	audit_work/continuous_completion_workers/worker_W1/batch_57/staged_reports/Sgo2a-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
286	58	P0	INCOMPLETE_REPORT_REPAIR	SPDL1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/SPDL1.lock	audit_work/continuous_completion_workers/worker_W2/batch_58/staged_reports/SPDL1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
287	58	P0	INCOMPLETE_REPORT_REPAIR	LHX4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/LHX4.lock	audit_work/continuous_completion_workers/worker_W2/batch_58/staged_reports/LHX4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
288	58	P0	INCOMPLETE_REPORT_REPAIR	STIP1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/STIP1.lock	audit_work/continuous_completion_workers/worker_W2/batch_58/staged_reports/STIP1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
289	58	P0	INCOMPLETE_REPORT_REPAIR	POU2AF1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/POU2AF1.lock	audit_work/continuous_completion_workers/worker_W2/batch_58/staged_reports/POU2AF1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
290	58	P0	INCOMPLETE_REPORT_REPAIR	SGO1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/SGO1.lock	audit_work/continuous_completion_workers/worker_W2/batch_58/staged_reports/SGO1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
291	59	P0	INCOMPLETE_REPORT_REPAIR	HLTF		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/HLTF.lock	audit_work/continuous_completion_workers/worker_W3/batch_59/staged_reports/HLTF-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
292	59	P0	INCOMPLETE_REPORT_REPAIR	RALGAPA1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/RALGAPA1.lock	audit_work/continuous_completion_workers/worker_W3/batch_59/staged_reports/RALGAPA1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
293	59	P0	INCOMPLETE_REPORT_REPAIR	EBF3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/EBF3.lock	audit_work/continuous_completion_workers/worker_W3/batch_59/staged_reports/EBF3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
294	59	P0	INCOMPLETE_REPORT_REPAIR	MPHOSPH9		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/MPHOSPH9.lock	audit_work/continuous_completion_workers/worker_W3/batch_59/staged_reports/MPHOSPH9-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
295	59	P0	INCOMPLETE_REPORT_REPAIR	PPIB		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/PPIB.lock	audit_work/continuous_completion_workers/worker_W3/batch_59/staged_reports/PPIB-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
296	60	P0	INCOMPLETE_REPORT_REPAIR	INF2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/INF2.lock	audit_work/continuous_completion_workers/worker_W4/batch_60/staged_reports/INF2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
297	60	P0	INCOMPLETE_REPORT_REPAIR	NAA10		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/NAA10.lock	audit_work/continuous_completion_workers/worker_W4/batch_60/staged_reports/NAA10-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
298	60	P0	INCOMPLETE_REPORT_REPAIR	OGA		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/OGA.lock	audit_work/continuous_completion_workers/worker_W4/batch_60/staged_reports/OGA-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
299	60	P0	INCOMPLETE_REPORT_REPAIR	KPNA2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/KPNA2.lock	audit_work/continuous_completion_workers/worker_W4/batch_60/staged_reports/KPNA2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
300	60	P0	INCOMPLETE_REPORT_REPAIR	TEX19		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/TEX19.lock	audit_work/continuous_completion_workers/worker_W4/batch_60/staged_reports/TEX19-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
301	61	P0	INCOMPLETE_REPORT_REPAIR	NRM		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/NRM.lock	audit_work/continuous_completion_workers/worker_W1/batch_61/staged_reports/NRM-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
302	61	P0	INCOMPLETE_REPORT_REPAIR	CIDEA		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/CIDEA.lock	audit_work/continuous_completion_workers/worker_W1/batch_61/staged_reports/CIDEA-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
303	61	P0	INCOMPLETE_REPORT_REPAIR	LGMN		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/LGMN.lock	audit_work/continuous_completion_workers/worker_W1/batch_61/staged_reports/LGMN-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
304	61	P0	INCOMPLETE_REPORT_REPAIR	FBH1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/FBH1.lock	audit_work/continuous_completion_workers/worker_W1/batch_61/staged_reports/FBH1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
305	61	P0	INCOMPLETE_REPORT_REPAIR	ACP1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/ACP1.lock	audit_work/continuous_completion_workers/worker_W1/batch_61/staged_reports/ACP1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
306	62	P0	INCOMPLETE_REPORT_REPAIR	SRA1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/SRA1.lock	audit_work/continuous_completion_workers/worker_W2/batch_62/staged_reports/SRA1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
307	62	P0	INCOMPLETE_REPORT_REPAIR	PPIE		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/PPIE.lock	audit_work/continuous_completion_workers/worker_W2/batch_62/staged_reports/PPIE-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
308	62	P0	INCOMPLETE_REPORT_REPAIR	TNFRSF19		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/TNFRSF19.lock	audit_work/continuous_completion_workers/worker_W2/batch_62/staged_reports/TNFRSF19-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
309	62	P0	INCOMPLETE_REPORT_REPAIR	LYST		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/LYST.lock	audit_work/continuous_completion_workers/worker_W2/batch_62/staged_reports/LYST-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
310	62	P0	INCOMPLETE_REPORT_REPAIR	MYORG		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/MYORG.lock	audit_work/continuous_completion_workers/worker_W2/batch_62/staged_reports/MYORG-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
311	63	P0	INCOMPLETE_REPORT_REPAIR	NEDD4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/NEDD4.lock	audit_work/continuous_completion_workers/worker_W3/batch_63/staged_reports/NEDD4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
312	63	P0	INCOMPLETE_REPORT_REPAIR	SPANXC		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/SPANXC.lock	audit_work/continuous_completion_workers/worker_W3/batch_63/staged_reports/SPANXC-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
313	63	P0	INCOMPLETE_REPORT_REPAIR	ELF4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/ELF4.lock	audit_work/continuous_completion_workers/worker_W3/batch_63/staged_reports/ELF4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
314	63	P0	INCOMPLETE_REPORT_REPAIR	NFATC4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/NFATC4.lock	audit_work/continuous_completion_workers/worker_W3/batch_63/staged_reports/NFATC4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
315	63	P0	INCOMPLETE_REPORT_REPAIR	PIM1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/PIM1.lock	audit_work/continuous_completion_workers/worker_W3/batch_63/staged_reports/PIM1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
316	64	P0	INCOMPLETE_REPORT_REPAIR	SEH1L		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/SEH1L.lock	audit_work/continuous_completion_workers/worker_W4/batch_64/staged_reports/SEH1L-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
317	64	P0	INCOMPLETE_REPORT_REPAIR	PBX3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/PBX3.lock	audit_work/continuous_completion_workers/worker_W4/batch_64/staged_reports/PBX3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
318	64	P0	INCOMPLETE_REPORT_REPAIR	PRAC2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/PRAC2.lock	audit_work/continuous_completion_workers/worker_W4/batch_64/staged_reports/PRAC2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
319	64	P0	INCOMPLETE_REPORT_REPAIR	MAGEA1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/MAGEA1.lock	audit_work/continuous_completion_workers/worker_W4/batch_64/staged_reports/MAGEA1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
320	64	P0	INCOMPLETE_REPORT_REPAIR	SMAD6		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/SMAD6.lock	audit_work/continuous_completion_workers/worker_W4/batch_64/staged_reports/SMAD6-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
321	65	P0	INCOMPLETE_REPORT_REPAIR	EEIG1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/EEIG1.lock	audit_work/continuous_completion_workers/worker_W1/batch_65/staged_reports/EEIG1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
322	65	P0	INCOMPLETE_REPORT_REPAIR	TGIF1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/TGIF1.lock	audit_work/continuous_completion_workers/worker_W1/batch_65/staged_reports/TGIF1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
323	65	P0	INCOMPLETE_REPORT_REPAIR	NFATC3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/NFATC3.lock	audit_work/continuous_completion_workers/worker_W1/batch_65/staged_reports/NFATC3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
324	65	P0	INCOMPLETE_REPORT_REPAIR	ANKRD1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/ANKRD1.lock	audit_work/continuous_completion_workers/worker_W1/batch_65/staged_reports/ANKRD1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
325	65	P0	INCOMPLETE_REPORT_REPAIR	Elob		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/Elob.lock	audit_work/continuous_completion_workers/worker_W1/batch_65/staged_reports/Elob-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
326	66	P0	INCOMPLETE_REPORT_REPAIR	NDRG2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/NDRG2.lock	audit_work/continuous_completion_workers/worker_W2/batch_66/staged_reports/NDRG2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
327	66	P0	INCOMPLETE_REPORT_REPAIR	TNFSF4		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/TNFSF4.lock	audit_work/continuous_completion_workers/worker_W2/batch_66/staged_reports/TNFSF4-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
328	66	P0	INCOMPLETE_REPORT_REPAIR	CTDNEP1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/CTDNEP1.lock	audit_work/continuous_completion_workers/worker_W2/batch_66/staged_reports/CTDNEP1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
329	66	P0	INCOMPLETE_REPORT_REPAIR	RCBTB1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/RCBTB1.lock	audit_work/continuous_completion_workers/worker_W2/batch_66/staged_reports/RCBTB1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
330	66	P0	INCOMPLETE_REPORT_REPAIR	GADD45A		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/GADD45A.lock	audit_work/continuous_completion_workers/worker_W2/batch_66/staged_reports/GADD45A-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
331	67	P0	INCOMPLETE_REPORT_REPAIR	AFF2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/AFF2.lock	audit_work/continuous_completion_workers/worker_W3/batch_67/staged_reports/AFF2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
332	67	P0	INCOMPLETE_REPORT_REPAIR	MRNIP		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/MRNIP.lock	audit_work/continuous_completion_workers/worker_W3/batch_67/staged_reports/MRNIP-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
333	67	P0	INCOMPLETE_REPORT_REPAIR	THRB		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/THRB.lock	audit_work/continuous_completion_workers/worker_W3/batch_67/staged_reports/THRB-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
334	67	P0	INCOMPLETE_REPORT_REPAIR	STN1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/STN1.lock	audit_work/continuous_completion_workers/worker_W3/batch_67/staged_reports/STN1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
335	67	P0	INCOMPLETE_REPORT_REPAIR	TREX2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W3	audit_work/locks/continuous_completion/TREX2.lock	audit_work/continuous_completion_workers/worker_W3/batch_67/staged_reports/TREX2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
336	68	P0	INCOMPLETE_REPORT_REPAIR	MINDY3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/MINDY3.lock	audit_work/continuous_completion_workers/worker_W4/batch_68/staged_reports/MINDY3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
337	68	P0	INCOMPLETE_REPORT_REPAIR	FOXD4L3		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/FOXD4L3.lock	audit_work/continuous_completion_workers/worker_W4/batch_68/staged_reports/FOXD4L3-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
338	68	P0	INCOMPLETE_REPORT_REPAIR	Spdye4a		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/Spdye4a.lock	audit_work/continuous_completion_workers/worker_W4/batch_68/staged_reports/Spdye4a-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
339	68	P0	INCOMPLETE_REPORT_REPAIR	ATRIP		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/ATRIP.lock	audit_work/continuous_completion_workers/worker_W4/batch_68/staged_reports/ATRIP-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
340	68	P0	INCOMPLETE_REPORT_REPAIR	MLST8		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W4	audit_work/locks/continuous_completion/MLST8.lock	audit_work/continuous_completion_workers/worker_W4/batch_68/staged_reports/MLST8-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
341	69	P0	INCOMPLETE_REPORT_REPAIR	MDC1		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/MDC1.lock	audit_work/continuous_completion_workers/worker_W1/batch_69/staged_reports/MDC1-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
342	69	P0	INCOMPLETE_REPORT_REPAIR	RIOK2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/RIOK2.lock	audit_work/continuous_completion_workers/worker_W1/batch_69/staged_reports/RIOK2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
343	69	P0	INCOMPLETE_REPORT_REPAIR	CAMKK2		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/CAMKK2.lock	audit_work/continuous_completion_workers/worker_W1/batch_69/staged_reports/CAMKK2-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
344	69	P0	INCOMPLETE_REPORT_REPAIR	Cdc14b		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/Cdc14b.lock	audit_work/continuous_completion_workers/worker_W1/batch_69/staged_reports/Cdc14b-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
345	69	P0	INCOMPLETE_REPORT_REPAIR	PAPOLB		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W1	audit_work/locks/continuous_completion/PAPOLB.lock	audit_work/continuous_completion_workers/worker_W1/batch_69/staged_reports/PAPOLB-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
346	70	P0	INCOMPLETE_REPORT_REPAIR	EEF2K		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/EEF2K.lock	audit_work/continuous_completion_workers/worker_W2/batch_70/staged_reports/EEF2K-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
347	70	P0	INCOMPLETE_REPORT_REPAIR	SERGEF		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/SERGEF.lock	audit_work/continuous_completion_workers/worker_W2/batch_70/staged_reports/SERGEF-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
348	70	P0	INCOMPLETE_REPORT_REPAIR	MPHOSPH6		scored	?	0	?	thin_report_check		MED	False	True	False	False	False	False	N/A	N/A	INCOMPLETE_REPORT_REPAIR	W2	audit_work/locks/continuous_completion/MPHOSPH6.lock	audit_work/continuous_completion_workers/worker_W2/batch_70/staged_reports/MPHOSPH6-evaluation.md	?	PENDING	INCOMPLETE_REPORT_REPAIR
