global_index	batch_id	priority	gene	excel_sheets	has_any_report	duplicate_status	needs_harvest	needs_new_evaluation	current_path	target_category	target_path	worker_id	lock_path	stage_path	final_path	state	reason
523	52	P1	LONRF3	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LONRF3.lock	audit_work/missing_gene_workers/worker_W2/batch_52/staged_reports/LONRF3-evaluation.md	?	PENDING	NEW_EVAL
524	52	P1	LRIT3	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LRIT3.lock	audit_work/missing_gene_workers/worker_W2/batch_52/staged_reports/LRIT3-evaluation.md	?	PENDING	NEW_EVAL
525	52	P1	LRMDA	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LRMDA.lock	audit_work/missing_gene_workers/worker_W2/batch_52/staged_reports/LRMDA-evaluation.md	?	PENDING	NEW_EVAL
526	53	P1	LRP12	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LRP12.lock	audit_work/missing_gene_workers/worker_W2/batch_53/staged_reports/LRP12-evaluation.md	?	PENDING	NEW_EVAL
527	53	P1	LRRC14	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LRRC14.lock	audit_work/missing_gene_workers/worker_W2/batch_53/staged_reports/LRRC14-evaluation.md	?	PENDING	NEW_EVAL
528	53	P1	LRRC14B	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LRRC14B.lock	audit_work/missing_gene_workers/worker_W2/batch_53/staged_reports/LRRC14B-evaluation.md	?	PENDING	NEW_EVAL
529	53	P1	LRRC2	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LRRC2.lock	audit_work/missing_gene_workers/worker_W2/batch_53/staged_reports/LRRC2-evaluation.md	?	PENDING	NEW_EVAL
530	53	P1	LRRC20	研究很多	False	OK	True	True	N/A	?	?	W2	audit_work/locks/missing_gene_evaluation/LRRC20.lock	audit_work/missing_gene_workers/worker_W2/batch_53/staged_reports/LRRC20-evaluation.md	?	PENDING	NEW_EVAL
531	1	P1	LRRC23	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC23.lock	audit_work/missing_gene_workers/worker_W3/batch_1/staged_reports/LRRC23-evaluation.md	?	PENDING	NEW_EVAL
532	1	P1	LRRC27	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC27.lock	audit_work/missing_gene_workers/worker_W3/batch_1/staged_reports/LRRC27-evaluation.md	?	PENDING	NEW_EVAL
533	1	P1	LRRC28	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC28.lock	audit_work/missing_gene_workers/worker_W3/batch_1/staged_reports/LRRC28-evaluation.md	?	PENDING	NEW_EVAL
534	1	P1	LRRC40	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC40.lock	audit_work/missing_gene_workers/worker_W3/batch_1/staged_reports/LRRC40-evaluation.md	?	PENDING	NEW_EVAL
535	1	P1	LRRC41	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC41.lock	audit_work/missing_gene_workers/worker_W3/batch_1/staged_reports/LRRC41-evaluation.md	?	PENDING	NEW_EVAL
536	2	P1	LRRC42	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC42.lock	audit_work/missing_gene_workers/worker_W3/batch_2/staged_reports/LRRC42-evaluation.md	?	PENDING	NEW_EVAL
537	2	P1	LRRC46	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC46.lock	audit_work/missing_gene_workers/worker_W3/batch_2/staged_reports/LRRC46-evaluation.md	?	PENDING	NEW_EVAL
538	2	P1	LRRC61	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC61.lock	audit_work/missing_gene_workers/worker_W3/batch_2/staged_reports/LRRC61-evaluation.md	?	PENDING	NEW_EVAL
539	2	P1	LRRC75A	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC75A.lock	audit_work/missing_gene_workers/worker_W3/batch_2/staged_reports/LRRC75A-evaluation.md	?	PENDING	NEW_EVAL
540	2	P1	LRRC75B	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC75B.lock	audit_work/missing_gene_workers/worker_W3/batch_2/staged_reports/LRRC75B-evaluation.md	?	PENDING	NEW_EVAL
541	3	P1	LRRC9	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRC9.lock	audit_work/missing_gene_workers/worker_W3/batch_3/staged_reports/LRRC9-evaluation.md	?	PENDING	NEW_EVAL
542	3	P1	LRRIQ3	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRIQ3.lock	audit_work/missing_gene_workers/worker_W3/batch_3/staged_reports/LRRIQ3-evaluation.md	?	PENDING	NEW_EVAL
543	3	P1	LRRN3	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRN3.lock	audit_work/missing_gene_workers/worker_W3/batch_3/staged_reports/LRRN3-evaluation.md	?	PENDING	NEW_EVAL
544	3	P1	LRRN4	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRN4.lock	audit_work/missing_gene_workers/worker_W3/batch_3/staged_reports/LRRN4-evaluation.md	?	PENDING	NEW_EVAL
545	3	P1	LRRN4CL	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LRRN4CL.lock	audit_work/missing_gene_workers/worker_W3/batch_3/staged_reports/LRRN4CL-evaluation.md	?	PENDING	NEW_EVAL
546	4	P1	LURAP1L	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LURAP1L.lock	audit_work/missing_gene_workers/worker_W3/batch_4/staged_reports/LURAP1L-evaluation.md	?	PENDING	NEW_EVAL
547	4	P1	LZIC	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/LZIC.lock	audit_work/missing_gene_workers/worker_W3/batch_4/staged_reports/LZIC-evaluation.md	?	PENDING	NEW_EVAL
548	4	P1	M1AP	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/M1AP.lock	audit_work/missing_gene_workers/worker_W3/batch_4/staged_reports/M1AP-evaluation.md	?	PENDING	NEW_EVAL
549	4	P1	MAB21L3	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAB21L3.lock	audit_work/missing_gene_workers/worker_W3/batch_4/staged_reports/MAB21L3-evaluation.md	?	PENDING	NEW_EVAL
550	4	P3	MACROD2	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MACROD2.lock	audit_work/missing_gene_workers/worker_W3/batch_4/staged_reports/MACROD2-evaluation.md	?	PENDING	NEW_EVAL
551	5	P3	MACROH2A1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MACROH2A1.lock	audit_work/missing_gene_workers/worker_W3/batch_5/staged_reports/MACROH2A1-evaluation.md	?	PENDING	NEW_EVAL
552	5	P3	MAF	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAF.lock	audit_work/missing_gene_workers/worker_W3/batch_5/staged_reports/MAF-evaluation.md	?	PENDING	NEW_EVAL
553	5	P3	MAFA	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAFA.lock	audit_work/missing_gene_workers/worker_W3/batch_5/staged_reports/MAFA-evaluation.md	?	PENDING	NEW_EVAL
554	5	P3	MAFB	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAFB.lock	audit_work/missing_gene_workers/worker_W3/batch_5/staged_reports/MAFB-evaluation.md	?	PENDING	NEW_EVAL
555	5	P3	MAFG	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAFG.lock	audit_work/missing_gene_workers/worker_W3/batch_5/staged_reports/MAFG-evaluation.md	?	PENDING	NEW_EVAL
556	6	P1	MAGEA9B	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAGEA9B.lock	audit_work/missing_gene_workers/worker_W3/batch_6/staged_reports/MAGEA9B-evaluation.md	?	PENDING	NEW_EVAL
557	6	P1	MAGEB17	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAGEB17.lock	audit_work/missing_gene_workers/worker_W3/batch_6/staged_reports/MAGEB17-evaluation.md	?	PENDING	NEW_EVAL
558	6	P3	MAK	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAK.lock	audit_work/missing_gene_workers/worker_W3/batch_6/staged_reports/MAK-evaluation.md	?	PENDING	NEW_EVAL
559	6	P3	MALT1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MALT1.lock	audit_work/missing_gene_workers/worker_W3/batch_6/staged_reports/MALT1-evaluation.md	?	PENDING	NEW_EVAL
560	6	P1	MAMDC4	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAMDC4.lock	audit_work/missing_gene_workers/worker_W3/batch_6/staged_reports/MAMDC4-evaluation.md	?	PENDING	NEW_EVAL
561	7	P1	MANBAL	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MANBAL.lock	audit_work/missing_gene_workers/worker_W3/batch_7/staged_reports/MANBAL-evaluation.md	?	PENDING	NEW_EVAL
562	7	P1	MAP7D2	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAP7D2.lock	audit_work/missing_gene_workers/worker_W3/batch_7/staged_reports/MAP7D2-evaluation.md	?	PENDING	NEW_EVAL
563	7	P1	MAP7D3	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAP7D3.lock	audit_work/missing_gene_workers/worker_W3/batch_7/staged_reports/MAP7D3-evaluation.md	?	PENDING	NEW_EVAL
564	7	P1	MATCAP1	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MATCAP1.lock	audit_work/missing_gene_workers/worker_W3/batch_7/staged_reports/MATCAP1-evaluation.md	?	PENDING	NEW_EVAL
565	7	P1	MATCAP2	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MATCAP2.lock	audit_work/missing_gene_workers/worker_W3/batch_7/staged_reports/MATCAP2-evaluation.md	?	PENDING	NEW_EVAL
566	8	P3	MATR3	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MATR3.lock	audit_work/missing_gene_workers/worker_W3/batch_8/staged_reports/MATR3-evaluation.md	?	PENDING	NEW_EVAL
567	8	P3	MAX	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MAX.lock	audit_work/missing_gene_workers/worker_W3/batch_8/staged_reports/MAX-evaluation.md	?	PENDING	NEW_EVAL
568	8	P3	MBP	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MBP.lock	audit_work/missing_gene_workers/worker_W3/batch_8/staged_reports/MBP-evaluation.md	?	PENDING	NEW_EVAL
569	8	P3	MCC	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MCC.lock	audit_work/missing_gene_workers/worker_W3/batch_8/staged_reports/MCC-evaluation.md	?	PENDING	NEW_EVAL
570	8	P1	MCTP2	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MCTP2.lock	audit_work/missing_gene_workers/worker_W3/batch_8/staged_reports/MCTP2-evaluation.md	?	PENDING	NEW_EVAL
571	9	P3	MDM2	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MDM2.lock	audit_work/missing_gene_workers/worker_W3/batch_9/staged_reports/MDM2-evaluation.md	?	PENDING	NEW_EVAL
572	9	P3	MDM4	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MDM4.lock	audit_work/missing_gene_workers/worker_W3/batch_9/staged_reports/MDM4-evaluation.md	?	PENDING	NEW_EVAL
573	9	P3	ME1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/ME1.lock	audit_work/missing_gene_workers/worker_W3/batch_9/staged_reports/ME1-evaluation.md	?	PENDING	NEW_EVAL
574	9	P1	MEA1	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MEA1.lock	audit_work/missing_gene_workers/worker_W3/batch_9/staged_reports/MEA1-evaluation.md	?	PENDING	NEW_EVAL
575	9	P3	MECOM	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MECOM.lock	audit_work/missing_gene_workers/worker_W3/batch_9/staged_reports/MECOM-evaluation.md	?	PENDING	NEW_EVAL
576	10	P3	MECP2	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MECP2.lock	audit_work/missing_gene_workers/worker_W3/batch_10/staged_reports/MECP2-evaluation.md	?	PENDING	NEW_EVAL
577	10	P3	MEF2B	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MEF2B.lock	audit_work/missing_gene_workers/worker_W3/batch_10/staged_reports/MEF2B-evaluation.md	?	PENDING	NEW_EVAL
578	10	P3	MEF2C	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MEF2C.lock	audit_work/missing_gene_workers/worker_W3/batch_10/staged_reports/MEF2C-evaluation.md	?	PENDING	NEW_EVAL
579	10	P3	MEF2D	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MEF2D.lock	audit_work/missing_gene_workers/worker_W3/batch_10/staged_reports/MEF2D-evaluation.md	?	PENDING	NEW_EVAL
580	10	P3	MEIS1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MEIS1.lock	audit_work/missing_gene_workers/worker_W3/batch_10/staged_reports/MEIS1-evaluation.md	?	PENDING	NEW_EVAL
581	11	P3	MEIS2	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MEIS2.lock	audit_work/missing_gene_workers/worker_W3/batch_11/staged_reports/MEIS2-evaluation.md	?	PENDING	NEW_EVAL
582	11	P3	MEN1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MEN1.lock	audit_work/missing_gene_workers/worker_W3/batch_11/staged_reports/MEN1-evaluation.md	?	PENDING	NEW_EVAL
583	11	P3	MESP1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MESP1.lock	audit_work/missing_gene_workers/worker_W3/batch_11/staged_reports/MESP1-evaluation.md	?	PENDING	NEW_EVAL
584	11	P3	METTL14	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/METTL14.lock	audit_work/missing_gene_workers/worker_W3/batch_11/staged_reports/METTL14-evaluation.md	?	PENDING	NEW_EVAL
585	11	P1	METTL25B	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/METTL25B.lock	audit_work/missing_gene_workers/worker_W3/batch_11/staged_reports/METTL25B-evaluation.md	?	PENDING	NEW_EVAL
586	12	P3	METTL3	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/METTL3.lock	audit_work/missing_gene_workers/worker_W3/batch_12/staged_reports/METTL3-evaluation.md	?	PENDING	NEW_EVAL
587	12	P1	MFHAS1	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MFHAS1.lock	audit_work/missing_gene_workers/worker_W3/batch_12/staged_reports/MFHAS1-evaluation.md	?	PENDING	NEW_EVAL
588	12	P3	MGA	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MGA.lock	audit_work/missing_gene_workers/worker_W3/batch_12/staged_reports/MGA-evaluation.md	?	PENDING	NEW_EVAL
589	12	P3	MGMT	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MGMT.lock	audit_work/missing_gene_workers/worker_W3/batch_12/staged_reports/MGMT-evaluation.md	?	PENDING	NEW_EVAL
590	12	P3	MITF	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MITF.lock	audit_work/missing_gene_workers/worker_W3/batch_12/staged_reports/MITF-evaluation.md	?	PENDING	NEW_EVAL
591	13	P3	MIXL1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MIXL1.lock	audit_work/missing_gene_workers/worker_W3/batch_13/staged_reports/MIXL1-evaluation.md	?	PENDING	NEW_EVAL
592	13	P3	MKX	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MKX.lock	audit_work/missing_gene_workers/worker_W3/batch_13/staged_reports/MKX-evaluation.md	?	PENDING	NEW_EVAL
593	13	P3	MLH1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MLH1.lock	audit_work/missing_gene_workers/worker_W3/batch_13/staged_reports/MLH1-evaluation.md	?	PENDING	NEW_EVAL
594	13	P3	MLLT3	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MLLT3.lock	audit_work/missing_gene_workers/worker_W3/batch_13/staged_reports/MLLT3-evaluation.md	?	PENDING	NEW_EVAL
595	13	P3	MN1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MN1.lock	audit_work/missing_gene_workers/worker_W3/batch_13/staged_reports/MN1-evaluation.md	?	PENDING	NEW_EVAL
596	14	P3	MNT	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MNT.lock	audit_work/missing_gene_workers/worker_W3/batch_14/staged_reports/MNT-evaluation.md	?	PENDING	NEW_EVAL
597	14	P3	MOK	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MOK.lock	audit_work/missing_gene_workers/worker_W3/batch_14/staged_reports/MOK-evaluation.md	?	PENDING	NEW_EVAL
598	14	P1	MORN1	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MORN1.lock	audit_work/missing_gene_workers/worker_W3/batch_14/staged_reports/MORN1-evaluation.md	?	PENDING	NEW_EVAL
599	14	P1	MORN3	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MORN3.lock	audit_work/missing_gene_workers/worker_W3/batch_14/staged_reports/MORN3-evaluation.md	?	PENDING	NEW_EVAL
600	14	P2	MPLKIP	重新pa一下	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MPLKIP.lock	audit_work/missing_gene_workers/worker_W3/batch_14/staged_reports/MPLKIP-evaluation.md	?	PENDING	NEW_EVAL
601	15	P3	MPO	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MPO.lock	audit_work/missing_gene_workers/worker_W3/batch_15/staged_reports/MPO-evaluation.md	?	PENDING	NEW_EVAL
602	15	P3	MRE11	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MRE11.lock	audit_work/missing_gene_workers/worker_W3/batch_15/staged_reports/MRE11-evaluation.md	?	PENDING	NEW_EVAL
603	15	P1	MROH6	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MROH6.lock	audit_work/missing_gene_workers/worker_W3/batch_15/staged_reports/MROH6-evaluation.md	?	PENDING	NEW_EVAL
604	15	P1	MROH8	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MROH8.lock	audit_work/missing_gene_workers/worker_W3/batch_15/staged_reports/MROH8-evaluation.md	?	PENDING	NEW_EVAL
605	15	P1	MS4A14	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MS4A14.lock	audit_work/missing_gene_workers/worker_W3/batch_15/staged_reports/MS4A14-evaluation.md	?	PENDING	NEW_EVAL
606	16	P3	MSC	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MSC.lock	audit_work/missing_gene_workers/worker_W3/batch_16/staged_reports/MSC-evaluation.md	?	PENDING	NEW_EVAL
607	16	P3	MSL1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MSL1.lock	audit_work/missing_gene_workers/worker_W3/batch_16/staged_reports/MSL1-evaluation.md	?	PENDING	NEW_EVAL
608	16	P3	MSL2	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MSL2.lock	audit_work/missing_gene_workers/worker_W3/batch_16/staged_reports/MSL2-evaluation.md	?	PENDING	NEW_EVAL
609	16	P3	MSL3	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MSL3.lock	audit_work/missing_gene_workers/worker_W3/batch_16/staged_reports/MSL3-evaluation.md	?	PENDING	NEW_EVAL
610	16	P3	MSX1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MSX1.lock	audit_work/missing_gene_workers/worker_W3/batch_16/staged_reports/MSX1-evaluation.md	?	PENDING	NEW_EVAL
611	17	P1	MTCL3	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MTCL3.lock	audit_work/missing_gene_workers/worker_W3/batch_17/staged_reports/MTCL3-evaluation.md	?	PENDING	NEW_EVAL
612	17	P3	MTF2	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MTF2.lock	audit_work/missing_gene_workers/worker_W3/batch_17/staged_reports/MTF2-evaluation.md	?	PENDING	NEW_EVAL
613	17	P3	MVP	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MVP.lock	audit_work/missing_gene_workers/worker_W3/batch_17/staged_reports/MVP-evaluation.md	?	PENDING	NEW_EVAL
614	17	P3	MX1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MX1.lock	audit_work/missing_gene_workers/worker_W3/batch_17/staged_reports/MX1-evaluation.md	?	PENDING	NEW_EVAL
615	17	P3	MYB	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MYB.lock	audit_work/missing_gene_workers/worker_W3/batch_17/staged_reports/MYB-evaluation.md	?	PENDING	NEW_EVAL
616	18	P3	MYBL2	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MYBL2.lock	audit_work/missing_gene_workers/worker_W3/batch_18/staged_reports/MYBL2-evaluation.md	?	PENDING	NEW_EVAL
617	18	P3	MYCN	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MYCN.lock	audit_work/missing_gene_workers/worker_W3/batch_18/staged_reports/MYCN-evaluation.md	?	PENDING	NEW_EVAL
618	18	P3	MYD88	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MYD88.lock	audit_work/missing_gene_workers/worker_W3/batch_18/staged_reports/MYD88-evaluation.md	?	PENDING	NEW_EVAL
619	18	P3	MYF5	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MYF5.lock	audit_work/missing_gene_workers/worker_W3/batch_18/staged_reports/MYF5-evaluation.md	?	PENDING	NEW_EVAL
620	18	P3	MYF6	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MYF6.lock	audit_work/missing_gene_workers/worker_W3/batch_18/staged_reports/MYF6-evaluation.md	?	PENDING	NEW_EVAL
621	19	P3	MYOD1	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MYOD1.lock	audit_work/missing_gene_workers/worker_W3/batch_19/staged_reports/MYOD1-evaluation.md	?	PENDING	NEW_EVAL
622	19	P1	MZT2B	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/MZT2B.lock	audit_work/missing_gene_workers/worker_W3/batch_19/staged_reports/MZT2B-evaluation.md	?	PENDING	NEW_EVAL
623	19	P3	Mef2b	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/Mef2b.lock	audit_work/missing_gene_workers/worker_W3/batch_19/staged_reports/Mef2b-evaluation.md	?	PENDING	NEW_EVAL
624	19	P3	Meis3	Sheet1	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/Meis3.lock	audit_work/missing_gene_workers/worker_W3/batch_19/staged_reports/Meis3-evaluation.md	?	PENDING	NEW_EVAL
625	19	P2	Mrfap1	重新pa一下	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/Mrfap1.lock	audit_work/missing_gene_workers/worker_W3/batch_19/staged_reports/Mrfap1-evaluation.md	?	PENDING	NEW_EVAL
626	20	P3	Msl3	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/Msl3.lock	audit_work/missing_gene_workers/worker_W3/batch_20/staged_reports/Msl3-evaluation.md	?	PENDING	NEW_EVAL
627	20	P3	Mycl	Sheet1	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/Mycl.lock	audit_work/missing_gene_workers/worker_W3/batch_20/staged_reports/Mycl-evaluation.md	?	PENDING	NEW_EVAL
628	20	P3	Mycn	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/Mycn.lock	audit_work/missing_gene_workers/worker_W3/batch_20/staged_reports/Mycn-evaluation.md	?	PENDING	NEW_EVAL
629	20	P2	NAA11	重新pa一下	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/NAA11.lock	audit_work/missing_gene_workers/worker_W3/batch_20/staged_reports/NAA11-evaluation.md	?	PENDING	NEW_EVAL
630	20	P1	NAALADL2	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/NAALADL2.lock	audit_work/missing_gene_workers/worker_W3/batch_20/staged_reports/NAALADL2-evaluation.md	?	PENDING	NEW_EVAL
631	21	P3	NAMPT	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/NAMPT.lock	audit_work/missing_gene_workers/worker_W3/batch_21/staged_reports/NAMPT-evaluation.md	?	PENDING	NEW_EVAL
632	21	P3	NAT10	研究很少	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/NAT10.lock	audit_work/missing_gene_workers/worker_W3/batch_21/staged_reports/NAT10-evaluation.md	?	PENDING	NEW_EVAL
633	21	P1	NAT9	研究很多	False	OK	True	True	N/A	?	?	W3	audit_work/locks/missing_gene_evaluation/NAT9.lock	audit_work/missing_gene_workers/worker_W3/batch_21/staged_reports/NAT9-evaluation.md	?	PENDING	NEW_EVAL
