priority	gene	path	status	lines	chars	missing_sources	has_hpa	has_uniprot_go	has_pubmed	has_alphafold_pae	has_pdb_or_no_pdb	has_ppi	false_rejection_risk	needs_harvest	needs_reevaluate	recommended_next_action	reason
P1	FOXJ1	detail/rejected/FOXJ1/FOXJ1-evaluation.md	rejected	22	310	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	NBR1	detail/rejected/NBR1/NBR1-evaluation.md	rejected	46	767	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PEG10	detail/rejected/PEG10/PEG10-evaluation.md	rejected	46	764	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NFIL3	detail/rejected/NFIL3/NFIL3-evaluation.md	rejected	46	824	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	CEP250	detail/rejected/CEP250/CEP250-evaluation.md	rejected	35	657	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	SP110	detail/rejected/SP110/SP110-evaluation.md	rejected	46	796	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NUSAP1	detail/rejected/NUSAP1/NUSAP1-evaluation.md	rejected	46	786	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	HNMT	detail/rejected/HNMT/HNMT-evaluation.md	rejected	44	987	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	NUS1	detail/rejected/NUS1/NUS1-evaluation.md	rejected	45	965	HPA,PDB,PPI	False	True	True	True	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 45L
P1	ATG13	detail/rejected/ATG13/ATG13-evaluation.md	rejected	20	275	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	IFI16	detail/rejected/IFI16/IFI16-evaluation.md	rejected	26	565	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	PDLIM2	detail/rejected/PDLIM2/PDLIM2-evaluation.md	rejected	46	758	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	RACGAP1	detail/rejected/RACGAP1/RACGAP1-evaluation.md	rejected	46	819	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	RUVBL2	detail/rejected/RUVBL2/RUVBL2-evaluation.md	rejected	46	791	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	GPX4	detail/rejected/GPX4/GPX4-evaluation.md	rejected	35	711	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	MTA1	detail/rejected/MTA1/MTA1-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	TOX3	detail/rejected/TOX3/TOX3-evaluation.md	rejected	46	781	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	SEPTIN12	detail/rejected/SEPTIN12/SEPTIN12-evaluation.md	rejected	49	902		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	NICN1	detail/rejected/NICN1/NICN1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	TNNT2	detail/rejected/TNNT2/TNNT2-evaluation.md	rejected	46	766	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	MX2	detail/rejected/MX2/MX2-evaluation.md	rejected	33	557	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	TRIB2	detail/rejected/TRIB2/TRIB2-evaluation.md	rejected	46	764	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	IFI44	detail/rejected/IFI44/IFI44-evaluation.md	rejected	26	561	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	TRADD	detail/rejected/TRADD/TRADD-evaluation.md	rejected	46	816	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	FOXO4	detail/rejected/FOXO4/FOXO4-evaluation.md	rejected	22	310	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	EAF2	detail/rejected/EAF2/EAF2-evaluation.md	rejected	37	669	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 37L
P1	MEF2A	detail/rejected/MEF2A/MEF2A-evaluation.md	rejected	33	563	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	CHAF1A	detail/rejected/CHAF1A/CHAF1A-evaluation.md	rejected	35	657	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	NEK2	detail/rejected/NEK2/NEK2-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	KLF14	detail/rejected/KLF14/KLF14-evaluation.md	rejected	41	821	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 41L
P1	NAB2	detail/rejected/NAB2/NAB2-evaluation.md	rejected	46	790	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	TRIM68	detail/rejected/TRIM68/TRIM68-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	TBL1XR1	detail/rejected/TBL1XR1/TBL1XR1-evaluation.md	rejected	46	784	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TOR1A	detail/rejected/TOR1A/TOR1A-evaluation.md	rejected	46	804	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	URM1	detail/rejected/URM1/URM1-evaluation.md	rejected	46	766	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ESX1	detail/rejected/ESX1/ESX1-evaluation.md	rejected	37	664	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 37L
P1	KNL1	detail/rejected/KNL1/KNL1-evaluation.md	rejected	41	813	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 41L
P1	SUN2	detail/rejected/SUN2/SUN2-evaluation.md	rejected	46	772	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	FOXE3	detail/rejected/FOXE3/FOXE3-evaluation.md	rejected	22	325	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	HPGDS	detail/rejected/HPGDS/HPGDS-evaluation.md	rejected	44	992	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	LYL1	detail/rejected/LYL1/LYL1-evaluation.md	rejected	39	728	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 39L
P1	KYNU	detail/rejected/KYNU/KYNU-evaluation.md	rejected	41	808	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 41L
P1	LCORL	detail/rejected/LCORL/LCORL-evaluation.md	rejected	39	739	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 39L
P1	ATG12	detail/rejected/ATG12/ATG12-evaluation.md	rejected	20	275	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P2	XRRA1	detail/rejected/XRRA1/XRRA1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	TERB2	detail/rejected/TERB2/TERB2-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PAX4	detail/rejected/PAX4/PAX4-evaluation.md	rejected	46	750	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	DGCR6L	detail/rejected/DGCR6L/DGCR6L-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	IGHMBP2	detail/rejected/IGHMBP2/IGHMBP2-evaluation.md	rejected	26	598	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	INVS	detail/rejected/INVS/INVS-evaluation.md	rejected	26	548	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	TP53INP1	detail/rejected/TP53INP1/TP53INP1-evaluation.md	rejected	46	859	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	RBX1	detail/rejected/RBX1/RBX1-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	SAV1	detail/rejected/SAV1/SAV1-evaluation.md	rejected	46	824	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	PRR19	detail/rejected/PRR19/PRR19-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	ATN1	detail/rejected/ATN1/ATN1-evaluation.md	rejected	20	274	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	Txnl4a	detail/rejected/Txnl4a/Txnl4a-evaluation.md	rejected	38	863	HPA,PubMed,PDB	False	False	False	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 38L
P1	FOXF2	detail/rejected/FOXF2/FOXF2-evaluation.md	rejected	22	310	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P2	Trap1a	detail/rejected/Trap1a/Trap1a-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	TRIM32	detail/rejected/TRIM32/TRIM32-evaluation.md	rejected	40	855	HPA,PubMed,PDB	False	True	False	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	OSMR	detail/rejected/OSMR/OSMR-evaluation.md	rejected	46	759	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PNKP	detail/rejected/PNKP/PNKP-evaluation.md	rejected	46	814	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TRIP13	detail/rejected/TRIP13/TRIP13-evaluation.md	rejected	46	782	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	RUSC1	detail/rejected/RUSC1/RUSC1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	STPG1	detail/rejected/STPG1/STPG1-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PAWR	detail/rejected/PAWR/PAWR-evaluation.md	rejected	46	799	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PLK1	detail/rejected/PLK1/PLK1-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	NUTM2D	detail/rejected/NUTM2D/NUTM2D-evaluation.md	rejected	45	979	HPA,PDB,PPI	False	True	True	True	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 45L
P1	Msx3	detail/rejected/Msx3/Msx3-evaluation.md	rejected	38	855	HPA,PubMed,PDB	False	False	False	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 38L
P1	PRAME	detail/rejected/PRAME/PRAME-evaluation.md	rejected	46	790	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NXPE2	detail/rejected/NXPE2/NXPE2-evaluation.md	rejected	45	972	HPA,PDB,PPI	False	True	True	True	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 45L
P1	KLHDC3	detail/rejected/KLHDC3/KLHDC3-evaluation.md	rejected	36	626	HPA,PubMed,PDB,PPI	False	True	False	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 36L
P2	TMC8	detail/rejected/TMC8/TMC8-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	EMX2	detail/rejected/EMX2/EMX2-evaluation.md	rejected	37	676	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 37L
P1	ASXL2	detail/rejected/ASXL2/ASXL2-evaluation.md	rejected	20	276	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	AFDN	detail/rejected/AFDN/AFDN-evaluation.md	rejected	20	274	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	NDE1	detail/rejected/NDE1/NDE1-evaluation.md	rejected	46	774	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ITPA	detail/rejected/ITPA/ITPA-evaluation.md	rejected	26	567	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P2	TNKS1BP1	detail/rejected/TNKS1BP1/TNKS1BP1-evaluation.md	rejected	49	902		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	SPRY1	detail/rejected/SPRY1/SPRY1-evaluation.md	rejected	46	775	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	RAMACL	detail/rejected/RAMACL/RAMACL-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	DNAAF4	detail/rejected/DNAAF4/DNAAF4-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	SOX21	detail/rejected/SOX21/SOX21-evaluation.md	rejected	46	811	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	POU3F3	detail/rejected/POU3F3/POU3F3-evaluation.md	rejected	46	812	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ATXN3	detail/rejected/ATXN3/ATXN3-evaluation.md	rejected	20	276	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 20L
P1	MYOG	detail/rejected/MYOG/MYOG-evaluation.md	rejected	33	545	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	SOBP	detail/rejected/SOBP/SOBP-evaluation.md	rejected	46	803	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PRICKLE1	detail/rejected/PRICKLE1/PRICKLE1-evaluation.md	rejected	46	787	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	FADS2	detail/rejected/FADS2/FADS2-evaluation.md	rejected	22	310	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	WWP2	detail/rejected/WWP2/WWP2-evaluation.md	rejected	46	788	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	POU3F4	detail/rejected/POU3F4/POU3F4-evaluation.md	rejected	46	812	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NFE2	detail/rejected/NFE2/NFE2-evaluation.md	rejected	46	810	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	CIMIP3	detail/rejected/CIMIP3/CIMIP3-evaluation.md	rejected	35	657	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	OLIG1	detail/rejected/OLIG1/OLIG1-evaluation.md	rejected	46	779	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TBX15	detail/rejected/TBX15/TBX15-evaluation.md	rejected	46	780	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	Sox19	detail/rejected/Sox19/Sox19-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	PPM1E	detail/rejected/PPM1E/PPM1E-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	GARIN3	detail/rejected/GARIN3/GARIN3-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PKMYT1	detail/rejected/PKMYT1/PKMYT1-evaluation.md	rejected	46	801	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	DUX3	detail/rejected/DUX3/DUX3-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	FIGLA	detail/rejected/FIGLA/FIGLA-evaluation.md	rejected	22	315	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P2	DYNLT4	detail/rejected/DYNLT4/DYNLT4-evaluation.md	rejected	49	896		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	ZNG1C	detail/rejected/ZNG1C/ZNG1C-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P2	HINT3	detail/rejected/HINT3/HINT3-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	CEP55	detail/rejected/CEP55/CEP55-evaluation.md	rejected	35	652	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P2	JPT2	detail/rejected/JPT2/JPT2-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	ONECUT1	detail/rejected/ONECUT1/ONECUT1-evaluation.md	rejected	46	798	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TNNI1	detail/rejected/TNNI1/TNNI1-evaluation.md	rejected	46	754	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TDP2	detail/rejected/TDP2/TDP2-evaluation.md	rejected	46	769	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	FOXQ1	detail/rejected/FOXQ1/FOXQ1-evaluation.md	rejected	22	310	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	TAX1BP3	detail/rejected/TAX1BP3/TAX1BP3-evaluation.md	rejected	46	830	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	HJURP	detail/rejected/HJURP/HJURP-evaluation.md	rejected	44	992	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P2	NUPR2	detail/rejected/NUPR2/NUPR2-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	PHLDA2	detail/rejected/PHLDA2/PHLDA2-evaluation.md	rejected	46	776	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PELP1	detail/rejected/PELP1/PELP1-evaluation.md	rejected	46	839	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ESRRG	detail/rejected/ESRRG/ESRRG-evaluation.md	rejected	37	667	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 37L
P1	HMGB2	detail/rejected/HMGB2/HMGB2-evaluation.md	rejected	44	992	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	GBX2	detail/rejected/GBX2/GBX2-evaluation.md	rejected	35	708	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	Obox4	detail/rejected/Obox4/Obox4-evaluation.md	rejected	38	859	HPA,PubMed,PDB	False	False	False	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 38L
P1	FABP6	detail/rejected/FABP6/FABP6-evaluation.md	rejected	22	327	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	HPGD	detail/rejected/HPGD/HPGD-evaluation.md	rejected	44	987	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	HBP1	detail/rejected/HBP1/HBP1-evaluation.md	rejected	44	987	HPA,PDB	False	True	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 44L
P1	SOCS4	detail/rejected/SOCS4/SOCS4-evaluation.md	rejected	46	775	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	FABP1	detail/rejected/FABP1/FABP1-evaluation.md	rejected	22	307	PDB,PPI	True	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 22L
P1	IKBKE	detail/rejected/IKBKE/IKBKE-evaluation.md	rejected	26	569	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 26L
P1	Obox3	detail/rejected/Obox3/Obox3-evaluation.md	rejected	38	859	HPA,PubMed,PDB	False	False	False	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 38L
P1	LMO4	detail/rejected/LMO4/LMO4-evaluation.md	rejected	41	822	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 41L
P1	MAT2A	detail/rejected/MAT2A/MAT2A-evaluation.md	rejected	33	570	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
P1	TNP2	detail/rejected/TNP2/TNP2-evaluation.md	rejected	46	757	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	AKT3	detail/rejected/AKT3/AKT3-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	LNPK	detail/rejected/LNPK/LNPK-evaluation.md	rejected	36	615	HPA,PubMed,PDB,PPI	False	True	False	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 36L
P1	SKA2	detail/rejected/SKA2/SKA2-evaluation.md	rejected	46	767	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P2	MSL3B	detail/rejected/MSL3B/MSL3B-evaluation.md	rejected	49	893		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	SPHK2	detail/rejected/SPHK2/SPHK2-evaluation.md	rejected	46	761	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	NCBP1	detail/rejected/NCBP1/NCBP1-evaluation.md	rejected	46	777	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	RXRB	detail/rejected/RXRB/RXRB-evaluation.md	rejected	46	762	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PRAMEF12	detail/rejected/PRAMEF12/PRAMEF12-evaluation.md	rejected	46	751	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	PPM1D	detail/rejected/PPM1D/PPM1D-evaluation.md	rejected	40	891	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	REV1	detail/rejected/REV1/REV1-evaluation.md	rejected	40	887	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P1	SOX18	detail/rejected/SOX18/SOX18-evaluation.md	rejected	46	812	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	POU3F2	detail/rejected/POU3F2/POU3F2-evaluation.md	rejected	46	812	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	TJP2	detail/rejected/TJP2/TJP2-evaluation.md	rejected	46	762	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ACADS	detail/rejected/ACADS/ACADS-evaluation.md	rejected	35	762	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 35L
P1	PHLPP1	detail/rejected/PHLPP1/PHLPP1-evaluation.md	rejected	40	895	HPA,PDB	False	False	True	False	False	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 40L
P2	Oog1	detail/rejected/Oog1/Oog1-evaluation.md	rejected	49	890		True	True	True	True	True	True	False	True	True	HARVEST_AND_UPGRADE	thin rejected 49L
P1	NSMF	detail/rejected/NSMF/NSMF-evaluation.md	rejected	46	805	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 46L
P1	ITPR2	detail/rejected/ITPR2/ITPR2-evaluation.md	rejected	23	397	HPA,PubMed,PDB,PPI	False	True	False	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 23L
P1	SMN2	detail/rejected/SMN2/SMN2-evaluation.md	rejected	33	575	HPA,PDB,PPI	False	True	True	False	False	False	False	True	True	HARVEST_AND_UPGRADE	thin rejected 33L
